id	ordinal	item_type	turn	speaker	vocabulary_ordinal	source_cantonese	source_jyutping	source_english	source_hash	source_dialog_exact_surface_present	previous_turn_id	next_turn_id	deduplication_relation	ingress_classification	runtime_lexical_owners	canonical_exact_owners	supporting_exact_owners	review_flags	review_state
GLOSSIKA-YUEHK-A1-DLG-020-20260419-I001	1	dialog_turn	1	李太太		師傅，唔該，想問吓嘢。	/si1 fu6, m4 goi1, soeng2 man6 haa5 je5./		sha256:c4bdd1fb4cfca3334f63a79d2eb084177bb4e0ec13460db8af97b064d2b4d3fa			GLOSSIKA-YUEHK-A1-DLG-020-20260419-I002	no_project_match	naturalness_review_candidate				naturalness_review_candidate|bus_route_clarification_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-020-20260419-I002	2	dialog_turn	2	黃師傅		係呀，你想去邊？	/hai6 aa3, nei5 soeng2 heoi3 bin1?/		sha256:c22295a016283b00b16c9788e4f329275d2a58a775b33b89f8f53ea3a51be140		GLOSSIKA-YUEHK-A1-DLG-020-20260419-I001	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I003	no_project_match	naturalness_review_candidate				naturalness_review_candidate|bus_route_clarification_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-020-20260419-I003	3	dialog_turn	3	李太太		我想去尖沙咀。	/ngo5 soeng2 heoi3 zim1 saa1 zeoi2./		sha256:9da63edafdee259521156bb11c52f5b889a664afb1383490090ba8413f47e83d		GLOSSIKA-YUEHK-A1-DLG-020-20260419-I002	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I004	no_project_match	naturalness_review_candidate				naturalness_review_candidate|bus_route_clarification_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-020-20260419-I004	4	dialog_turn	4	黃師傅		呢架車係去旺角嘅。	/ni1 gaa3 ce1 hai6 heoi3 wong6 gok3 ge3./		sha256:7b1bbebf7d07e20bad56e1a056672df8316c57e8d301b1cae5ad5d339473896f		GLOSSIKA-YUEHK-A1-DLG-020-20260419-I003	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I005	no_project_match	naturalness_review_candidate				naturalness_review_candidate|bus_route_clarification_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-020-20260419-I005	5	dialog_turn	5	李太太		唔去尖沙咀㗎咩？	/m4 heoi3 zim1 saa1 zeoi2 gaa3 me1?/		sha256:70817a251d5ecd1b2e1ccd0c3da0c86caa5a60f6abed7ec97b07b72a210163e8		GLOSSIKA-YUEHK-A1-DLG-020-20260419-I004	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I006	no_project_match	naturalness_review_candidate				naturalness_review_candidate|bus_route_clarification_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-020-20260419-I006	6	dialog_turn	6	黃師傅		唔去呀，呢架係九號巴士。	/m4 heoi3 aa3, ni1 gaa3 hai6 gau2 hou6 baa1 si2./		sha256:9ce94368ec11185ba31878cce48dd4c6f37de52cec0e0c048bf2e8dc463d2f93		GLOSSIKA-YUEHK-A1-DLG-020-20260419-I005	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I007	no_project_match	naturalness_review_candidate				naturalness_review_candidate|bus_route_clarification_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-020-20260419-I007	7	dialog_turn	7	李太太		咁我應該搭邊號車？	/gam2 ngo5 jing1 goi1 daap3 bin1 hou6 ce1?/		sha256:4e61e3ba547bd9a25e6ba0f2e572fbd79dafa803fb7d772a98932107301b5aed		GLOSSIKA-YUEHK-A1-DLG-020-20260419-I006	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I008	no_project_match	naturalness_review_candidate				naturalness_review_candidate|bus_route_clarification_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-020-20260419-I008	8	dialog_turn	8	黃師傅		你要搭六號或者八號。	/nei5 jiu3 daap3 luk6 hou6 waak6 ze2 baat3 hou6./		sha256:873c617697626c85e5366dd27146af3b9515469b950ab479167884a6576f0946		GLOSSIKA-YUEHK-A1-DLG-020-20260419-I007	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I009	no_project_match	naturalness_review_candidate				naturalness_review_candidate|bus_route_clarification_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-020-20260419-I009	9	dialog_turn	9	李太太		六號同八號都去尖沙咀？	/luk6 hou6 tung4 baat3 hou6 dou1 heoi3 zim1 saa1 zeoi2?/		sha256:af5ce18b4e70b3748d28e43fe6804106883ae6915a76c175d5258c4246cfc51c		GLOSSIKA-YUEHK-A1-DLG-020-20260419-I008	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I010	no_project_match	naturalness_review_candidate				naturalness_review_candidate|bus_route_clarification_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-020-20260419-I010	10	dialog_turn	10	黃師傅		係呀，兩架都去。	/hai6 aa3, loeng5 gaa3 dou1 heoi3./		sha256:bfa62b42e6e1b15e3f5ccb7686a36da63ad62464f1ffd37b6deff9b81956277a		GLOSSIKA-YUEHK-A1-DLG-020-20260419-I009	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I011	no_project_match	naturalness_review_candidate				naturalness_review_candidate|bus_route_clarification_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-020-20260419-I011	11	dialog_turn	11	李太太		有咩分別呀？	/jau5 me1 fan1 bit6 aa3?/		sha256:e1b8f580f12cf5e4a2be8e6661b192dc4bf653e9bbfce27e8105db04cc76dad1		GLOSSIKA-YUEHK-A1-DLG-020-20260419-I010	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I012	no_project_match	naturalness_review_candidate				naturalness_review_candidate|bus_route_clarification_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-020-20260419-I012	12	dialog_turn	12	黃師傅		六號快啲，行隧道。	/luk6 hou6 faai3 di1, haang4 seoi6 dou6./		sha256:087aac1b90ab8800cf53d3103e53d5546b5e2786824a09da531bd1a2b78d9570		GLOSSIKA-YUEHK-A1-DLG-020-20260419-I011	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I013	no_project_match	naturalness_review_candidate				naturalness_review_candidate|bus_route_clarification_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-020-20260419-I013	13	dialog_turn	13	李太太		咁八號呢？	/gam2 baat3 hou6 ne1?/		sha256:fb32114f6544aa7885ef487c02317ec3a54697e2b8a327a0675331897d158622		GLOSSIKA-YUEHK-A1-DLG-020-20260419-I012	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I014	no_project_match	naturalness_review_candidate				naturalness_review_candidate|bus_route_clarification_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-020-20260419-I014	14	dialog_turn	14	黃師傅		八號行彌敦道，慢啲。	/baat3 hou6 haang4 nei4 deon1 dou6, maan6 di1./		sha256:0a34d8a64602ee73fd60482264f1e019c8e47fd92d9c02b09181bcbf1fd9f469		GLOSSIKA-YUEHK-A1-DLG-020-20260419-I013	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I015	no_project_match	naturalness_review_candidate				naturalness_review_candidate|bus_route_clarification_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-020-20260419-I015	15	dialog_turn	15	李太太		但係都會去到尖沙咀？	/daan6 hai6 dou1 wui5 heoi3 dou3 zim1 saa1 zeoi2?/		sha256:e7d4194a3d0fb75e3df0c4f74bf083e2e5bfcc8b4cf149bc51886a0cd4c2641c		GLOSSIKA-YUEHK-A1-DLG-020-20260419-I014	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I016	no_project_match	naturalness_review_candidate				naturalness_review_candidate|bus_route_clarification_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
