id	ordinal	item_type	turn	speaker	vocabulary_ordinal	source_cantonese	source_jyutping	source_english	source_hash	source_dialog_exact_surface_present	previous_turn_id	next_turn_id	deduplication_relation	ingress_classification	runtime_lexical_owners	canonical_exact_owners	supporting_exact_owners	review_flags	review_state
GLOSSIKA-YUEHK-A1-DLG-006-20260104-I001	1	dialog_turn	1	家豪		詠思，你將來想做乜嘢工作呀？	/wing6 si1, nei5 zoeng1 loi4 soeng2 zou6 mat1 je5 gung1 zok3 aa3?/		sha256:ce64c68c27f29fa5536d021b147c20d572099fe92827d90af324c0965a4e865b			GLOSSIKA-YUEHK-A1-DLG-006-20260104-I002	no_project_match	naturalness_review_candidate				naturalness_review_candidate|future_modal_desire_wh|occupation_object|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-006-20260104-I002	2	dialog_turn	2	詠思		我都唔係好肯定。你呢？	/ngo5 dou1 m4 hai6 hou2 hang2 ding6. nei5 ne1?/		sha256:db3a9f4d58e270c2960b2bb690ba441375044bf283d8fc587386e89b42f8ce25		GLOSSIKA-YUEHK-A1-DLG-006-20260104-I001	GLOSSIKA-YUEHK-A1-DLG-006-20260104-I003	no_project_match	new_attestation				degree_negation_m4hai6hou2|ne1_continuation|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-006-20260104-I003	3	dialog_turn	3	家豪		我想做老師，教小朋友。	/ngo5 soeng2 zou6 lou5 si1, gaau3 siu2 pang4 jau5./		sha256:6fef732c31b8b3d927a94584c4a81c4b9ca0fbbd40399fc69746c38052763f51		GLOSSIKA-YUEHK-A1-DLG-006-20260104-I002	GLOSSIKA-YUEHK-A1-DLG-006-20260104-I004	no_project_match	new_attestation				occupation_copular_or_light_verb|purpose_or_apposition|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-006-20260104-I004	4	dialog_turn	4	詠思		嘩，做老師好辛苦㗎喎！	/waa3, zou6 lou5 si1 hou2 san1 fu2 gaa3 wo3!/		sha256:2376632586b09530a46a973f624fd2829739d6bedb40b93281546989df7c013a		GLOSSIKA-YUEHK-A1-DLG-006-20260104-I003	GLOSSIKA-YUEHK-A1-DLG-006-20260104-I005	no_project_match	naturalness_review_candidate				naturalness_review_candidate|particle_cluster_gaa3_wo3|evaluative_predication|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-006-20260104-I005	5	dialog_turn	5	家豪		係辛苦，但係我鍾意同小朋友相處。	/hai6 san1 fu2, daan6 hai6 ngo5 zung1 ji3 tung4 siu2 pang4 jau5 soeng1 cyu5./		sha256:5bb246b2eeb98a30900cc1ace5d597ca55711a1e9780330c70e07b086064624c		GLOSSIKA-YUEHK-A1-DLG-006-20260104-I004	GLOSSIKA-YUEHK-A1-DLG-006-20260104-I006	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-006-20260104-I006	6	dialog_turn	6	詠思		咁你讀緊教育啦？	/gam2 nei5 duk6 gan2 gaau3 juk6 laa1?/		sha256:7a82a06f166a0f94a876e9636d8e0a4e045eaa940c2445ed5b39f6b1c49fdaa0		GLOSSIKA-YUEHK-A1-DLG-006-20260104-I005	GLOSSIKA-YUEHK-A1-DLG-006-20260104-I007	no_project_match	naturalness_review_candidate				naturalness_review_candidate|progressive_education_question|assumptive_laa1|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-006-20260104-I007	7	dialog_turn	7	家豪		係呀，我讀緊教育學位課程。	/hai6 aa3, ngo5 duk6 gan2 gaau3 juk6 hok6 wai2 fo3 cing4./		sha256:94aed1f976c299be574d570ad2930fc1e4b06268df501727f19d669b3c32cfa7		GLOSSIKA-YUEHK-A1-DLG-006-20260104-I006	GLOSSIKA-YUEHK-A1-DLG-006-20260104-I008	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-006-20260104-I008	8	dialog_turn	8	詠思		仲有幾多年先畢業呀？	/zung6 jau5 gei2 do1 nin4 sin1 bat1 jip6 aa3?/		sha256:7bd5dc305aa30b71d90055b57b4a6c937712ccf570600c4c16177296cbcc4b26		GLOSSIKA-YUEHK-A1-DLG-006-20260104-I007	GLOSSIKA-YUEHK-A1-DLG-006-20260104-I009	no_project_match	naturalness_review_candidate				naturalness_review_candidate|zung6_jau5_duration|sin1_temporal_boundary|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-006-20260104-I009	9	dialog_turn	9	家豪		仲有兩年。你呢？你想做咩？	/zung6 jau5 loeng5 nin4. nei5 ne1? nei5 soeng2 zou6 me1?/		sha256:eaf0d219927ea44b47c615b8d739cc9714aedada25419548818f5fdd51d91877		GLOSSIKA-YUEHK-A1-DLG-006-20260104-I008	GLOSSIKA-YUEHK-A1-DLG-006-20260104-I010	no_project_match	naturalness_review_candidate				naturalness_review_candidate|duration_fragment|ne1_continuation|wh_object_me1|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-006-20260104-I010	10	dialog_turn	10	詠思		我鍾意畫畫，想做設計師。	/ngo5 zung1 ji3 waak6 waa2, soeng2 zou6 cit3 gai3 si1./		sha256:a94ebed224e8949bcc49d6a28082952ca183fc803aae5d45fdd063afb581dcc8		GLOSSIKA-YUEHK-A1-DLG-006-20260104-I009	GLOSSIKA-YUEHK-A1-DLG-006-20260104-I011	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-006-20260104-I011	11	dialog_turn	11	家豪		吓？你讀緊設計？	/haa2? nei5 duk6 gan2 cit3 gai3?/		sha256:a387dfe8c751f06b002b448326aad55b4cf6034a2a9f9f989f39653e16c01db4		GLOSSIKA-YUEHK-A1-DLG-006-20260104-I010	GLOSSIKA-YUEHK-A1-DLG-006-20260104-I012	no_project_match	naturalness_review_candidate				naturalness_review_candidate|echo_question_progressive|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-006-20260104-I012	12	dialog_turn	12	詠思		未呀，我而家讀緊商科。	/mei6 aa3, ngo5 ji4 gaa1 duk6 gan2 soeng1 fo1./		sha256:7a46795e086cf8668a15fd947e87a5dddc6f0970dd0599cb481f5edd59e5742f		GLOSSIKA-YUEHK-A1-DLG-006-20260104-I011	GLOSSIKA-YUEHK-A1-DLG-006-20260104-I013	no_project_match	new_attestation				mei6_fragment|progressive_study|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-006-20260104-I013	13	dialog_turn	13	家豪		點解唔讀設計呀？	/dim2 gaai2 m4 duk6 cit3 gai3 aa3?/		sha256:72ae63e415f3f4476ab245da465cb99d0a4adfc474b79d4f532aac51e9243491		GLOSSIKA-YUEHK-A1-DLG-006-20260104-I012	GLOSSIKA-YUEHK-A1-DLG-006-20260104-I014	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-006-20260104-I014	14	dialog_turn	14	詠思		我屋企人話商科搵食容易啲。	/ngo5 uk1 kei2 jan4 waa6 soeng1 fo1 wan2 sik6 jung4 ji6 di1./		sha256:a6208060b45d03d606636eb3b6cb08336f62efacbcae0aa54fcdb6d177848521		GLOSSIKA-YUEHK-A1-DLG-006-20260104-I013	GLOSSIKA-YUEHK-A1-DLG-006-20260104-I015	no_project_match	naturalness_review_candidate				naturalness_review_candidate|reported_speech_waa6|wan2_sik6_lexicalization|comparative_di1|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-006-20260104-I015	15	dialog_turn	15	家豪		但係你真係鍾意商科咩？	/daan6 hai6 nei5 zan1 hai6 zung1 ji3 soeng1 fo1 me1?/		sha256:1fcf780257b9e10ae4de687e5be6f8029fa45c19539be91a974a5f02767481f8		GLOSSIKA-YUEHK-A1-DLG-006-20260104-I014	GLOSSIKA-YUEHK-A1-DLG-006-20260104-I016	no_project_match	naturalness_review_candidate				naturalness_review_candidate|biased_question_me1|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-006-20260104-I016	16	dialog_turn	16	詠思		唔係好鍾意，覺得好悶。	/m4 hai6 hou2 zung1 ji3, gok3 dak1 hou2 mun6./		sha256:733263c4e214c0951ee031f5b6874b54c86f1213c6d6be74eb2b4aadaa81f8be		GLOSSIKA-YUEHK-A1-DLG-006-20260104-I015	GLOSSIKA-YUEHK-A1-DLG-006-20260104-I017	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-006-20260104-I017	17	dialog_turn	17	家豪		咁你可以轉科呀！	/gam2 nei5 ho2 ji5 zyun2 fo1 aa3!/		sha256:f57023a042809b4845b205c7b517a5aab26ccbe0e5e29ea5e86587fff51e3c87		GLOSSIKA-YUEHK-A1-DLG-006-20260104-I016	GLOSSIKA-YUEHK-A1-DLG-006-20260104-I018	no_project_match	new_attestation				source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-006-20260104-I018	18	dialog_turn	18	詠思		我都有諗過，但係驚屋企人嬲。	/ngo5 dou1 jau5 nam2 gwo3, daan6 hai6 geng1 uk1 kei2 jan4 nau1./		sha256:639406bc3a1edffe36cb0743bdd1210a1e7eaf63dfc7fb5b6f2a1f98c1659695		GLOSSIKA-YUEHK-A1-DLG-006-20260104-I017	GLOSSIKA-YUEHK-A1-DLG-006-20260104-I019	no_project_match	naturalness_review_candidate				naturalness_review_candidate|experiential_nam2_gwo3|fear_complement|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-006-20260104-I019	19	dialog_turn	19	家豪		你要做自己鍾意嘅嘢先開心㗎。	/nei5 jiu3 zou6 zi6 gei2 zung1 ji3 ge3 je5 sin1 hoi1 sam1 gaa3./		sha256:47ae6957f8a9c1dae90179c659396e014c7ccb2a1c389ec228cf3b6e27c9e924		GLOSSIKA-YUEHK-A1-DLG-006-20260104-I018	GLOSSIKA-YUEHK-A1-DLG-006-20260104-I020	no_project_match	naturalness_review_candidate				naturalness_review_candidate|sin1_condition_or_sequence|nominalized_ge3_je5|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
