id	ordinal	item_type	turn	speaker	vocabulary_ordinal	source_cantonese	source_jyutping	source_english	source_hash	source_dialog_exact_surface_present	previous_turn_id	next_turn_id	deduplication_relation	ingress_classification	runtime_lexical_owners	canonical_exact_owners	supporting_exact_owners	review_flags	review_state
GLOSSIKA-YUEHK-A1-DLG-010-20260208-I001	1	dialog_turn	1	黃志強		美玲，你有冇聽過呢間餐廳呀？	/wong4 zi3 koeng4, mei5 ling4, nei5 jau5 mou5 teng1 gwo3 ni1 gaan1 caan1 teng1 aa3?/		sha256:56c96ffa942d9190ed3e2b176e89263d3f213079b3b1fe35f6c2011f2dad7231			GLOSSIKA-YUEHK-A1-DLG-010-20260208-I002	no_project_match	naturalness_review_candidate				naturalness_review_candidate|jau5_mou5_experiential_question|demonstrative_classifier_restaurant|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-010-20260208-I002	2	dialog_turn	2	張美玲		邊間呀？你講緊邊度？	/zoeng1 mei5 ling4, bin1 gaan1 aa3? nei5 gong2 gan2 bin1 dou6?/		sha256:5758199c87a11d7363e5c99a9f1842eb3db463f1dfc8fa2830a693f6d0ab425f		GLOSSIKA-YUEHK-A1-DLG-010-20260208-I001	GLOSSIKA-YUEHK-A1-DLG-010-20260208-I003	no_project_match	naturalness_review_candidate				naturalness_review_candidate|classifier_wh_fragment|progressive_discourse_reference|locative_wh|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-010-20260208-I003	3	dialog_turn	3	黃志強		就係嗰間新開嘅意大利餐廳。	/zau6 hai6 go2 gaan1 san1 hoi1 ge3 ji3 daai6 lei6 caan1 teng1./		sha256:073de392062d3fe0cc2acbb6ddd745df094babe7c653d86f050d945d7b7573fb		GLOSSIKA-YUEHK-A1-DLG-010-20260208-I002	GLOSSIKA-YUEHK-A1-DLG-010-20260208-I004	no_project_match	naturalness_review_candidate				naturalness_review_candidate|identificational_zau6_hai6|distal_classifier_np|newly_opened_modifier|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-010-20260208-I004	4	dialog_turn	4	張美玲		喺邊度㗎？我唔知喎。	/hai2 bin1 dou6 gaa3? ngo5 m4 zi1 wo3./		sha256:d278083cfa7cada1c9bbf3bb125d5ccd8d5b6cf9abf281098aa9ce4cf896d256		GLOSSIKA-YUEHK-A1-DLG-010-20260208-I003	GLOSSIKA-YUEHK-A1-DLG-010-20260208-I005	no_project_match	naturalness_review_candidate				naturalness_review_candidate|locative_wh_question|knowledge_negation|wo3_particle|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-010-20260208-I005	5	dialog_turn	5	黃志強		喺中環，好多人話好好食。	/hai2 zung1 waan4, hou2 do1 jan4 waa6 hou2 hou2 sik6./		sha256:c241a4736aeaf1345ee9068903592699cb531119b0fb09ebbb6b133d4aa8baee		GLOSSIKA-YUEHK-A1-DLG-010-20260208-I004	GLOSSIKA-YUEHK-A1-DLG-010-20260208-I006	no_project_match	naturalness_review_candidate				naturalness_review_candidate|locative_topic|reported_speech|degree_reduplication|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-010-20260208-I006	6	dialog_turn	6	張美玲		係咩？你去過未呀？	/hai6 me1? nei5 heoi3 gwo3 mei6 aa3?/		sha256:a928b797d8b07162efd89dfd43e60d4cdec55f2817c6653f70b645b2137cda4c		GLOSSIKA-YUEHK-A1-DLG-010-20260208-I005	GLOSSIKA-YUEHK-A1-DLG-010-20260208-I007	no_project_match	naturalness_review_candidate				naturalness_review_candidate|echo_hai6_me1|experiential_gwo3|mei6_question|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-010-20260208-I007	7	dialog_turn	7	黃志強		未呀，但係我好想試吓。	/mei6 aa3, daan6 hai6 ngo5 hou2 soeng2 si3 haa5./		sha256:54df1c2119c5e20071c093bc54ddcea97cd7450bfb89f7a50909140de8c3e295		GLOSSIKA-YUEHK-A1-DLG-010-20260208-I006	GLOSSIKA-YUEHK-A1-DLG-010-20260208-I008	no_project_match	naturalness_review_candidate				naturalness_review_candidate|mei6_answer|desire_delimitative|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-010-20260208-I008	8	dialog_turn	8	張美玲		我覺得好似好貴喎。	/ngo5 gok3 dak1 hou2 ci5 hou2 gwai3 wo3./		sha256:e438f341835c701bf39ff0fcb8571bc70f4af60dde3efd6a799ff480b8b26d9a		GLOSSIKA-YUEHK-A1-DLG-010-20260208-I007	GLOSSIKA-YUEHK-A1-DLG-010-20260208-I009	no_project_match	naturalness_review_candidate				naturalness_review_candidate|attitude_complement|similarity_hou2ci5|degree_evaluation|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-010-20260208-I009	9	dialog_turn	9	黃志強		都係中價啫，唔算好貴。	/dou1 hai6 zung1 gaa3 ze1, m4 syun3 hou2 gwai3./		sha256:f5b4e78ef5c86596a2c944514895feed7c03cfca4e548919488d9297a78d2118		GLOSSIKA-YUEHK-A1-DLG-010-20260208-I008	GLOSSIKA-YUEHK-A1-DLG-010-20260208-I010	no_project_match	naturalness_review_candidate				naturalness_review_candidate|price_category_predication|restrictive_ze1|m4_syun3_evaluation|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-010-20260208-I010	10	dialog_turn	10	張美玲		一個人大概幾錢呀？	/jat1 go3 jan4 daai6 koi3 gei2 cin2 aa3?/		sha256:52a37d2a179c8e5679188bdb92da1425e31f1d5630eaa32f72b8a6d5a02bbdf8		GLOSSIKA-YUEHK-A1-DLG-010-20260208-I009	GLOSSIKA-YUEHK-A1-DLG-010-20260208-I011	exact_duplicate_candidate	naturalness_review_candidate			tests/constructions/ScalarValueQuestion.json	naturalness_review_candidate|per_person_quantity|approximate_price_question|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
