id	ordinal	item_type	turn	speaker	vocabulary_ordinal	source_cantonese	source_jyutping	source_english	source_hash	source_dialog_exact_surface_present	previous_turn_id	next_turn_id	deduplication_relation	ingress_classification	runtime_lexical_owners	canonical_exact_owners	supporting_exact_owners	review_flags	review_state
GLOSSIKA-YUEHK-A1-DLG-008-20260125-I001	1	dialog_turn	1	志明		美華，喺唔喺度呀？	/mei5 waa4, hai2 m4 hai2 dou6 aa3?/		sha256:0b65fd91512c03a8e61121793a3dd29915c347dd80f96627d4ed7f7944bdaaef			GLOSSIKA-YUEHK-A1-DLG-008-20260125-I002	no_project_match	naturalness_review_candidate				naturalness_review_candidate|locative_a_not_a_presence_question|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-008-20260125-I002	2	dialog_turn	2	美華		喺呀，入嚟啦。	/hai2 aa3, jap6 lai4 laa1./		sha256:a9f134a3d1457c4bfacd965c7c1116f0fa08553f5ffb0ad6bdb32216ad6dd9de		GLOSSIKA-YUEHK-A1-DLG-008-20260125-I001	GLOSSIKA-YUEHK-A1-DLG-008-20260125-I003	no_project_match	naturalness_review_candidate				naturalness_review_candidate|locative_answer|directional_complement_jap6_lai4|sentence_final_laa1|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-008-20260125-I003	3	dialog_turn	3	志明		唔好意思，想借啲嘢用。	/m4 hou2 ji3 si1, soeng2 ze3 di1 je5 jung6./		sha256:d655fc8981a5646eba6f42404527a69fdb6462b414ad6056ebfe703756658524		GLOSSIKA-YUEHK-A1-DLG-008-20260125-I002	GLOSSIKA-YUEHK-A1-DLG-008-20260125-I004	no_project_match	naturalness_review_candidate				naturalness_review_candidate|polite_preface|desire_borrow_use_chain|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-008-20260125-I004	4	dialog_turn	4	美華		乜嘢嚟㗎？	/mat1 je5 lai4 gaa3?/		sha256:5cb8914da8eced26c104e6b23569305ba3e51ad67f56048af5560ed24c7fa62d		GLOSSIKA-YUEHK-A1-DLG-008-20260125-I003	GLOSSIKA-YUEHK-A1-DLG-008-20260125-I005	normalized_duplicate_candidate	naturalness_review_candidate				naturalness_review_candidate|identificational_lai4_gaa3_question|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-008-20260125-I005	5	dialog_turn	5	志明		借支筆得唔得呀？	/ze3 zi1 bat1 dak1 m4 dak1 aa3?/		sha256:ba9ed938ffd025364bd28ec42d1b44b94e063643c975ae91120cf213b91d5487		GLOSSIKA-YUEHK-A1-DLG-008-20260125-I004	GLOSSIKA-YUEHK-A1-DLG-008-20260125-I006	no_project_match	naturalness_review_candidate				naturalness_review_candidate|borrow_classifier_object|dak1_m4_dak1_permission|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-008-20260125-I006	6	dialog_turn	6	美華		得呀，要邊支？	/dak1 aa3, jiu3 bin1 zi1?/		sha256:ae27e2080a3ca7543329169857bf51390d25b9e450c17a15e43dd9d63776ac6a		GLOSSIKA-YUEHK-A1-DLG-008-20260125-I005	GLOSSIKA-YUEHK-A1-DLG-008-20260125-I007	no_project_match	naturalness_review_candidate				naturalness_review_candidate|permission_response|classifier_wh_ellipsis|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-008-20260125-I007	7	dialog_turn	7	志明		藍色嘅就得喇。	/laam4 sik1 ge3 zau6 dak1 laa3./		sha256:af49518f5059d2b80c5b6cd971835ef499bca9238fa32e6a94025c8ae9cc4900		GLOSSIKA-YUEHK-A1-DLG-008-20260125-I006	GLOSSIKA-YUEHK-A1-DLG-008-20260125-I008	no_project_match	naturalness_review_candidate				naturalness_review_candidate|nominal_ellipsis_ge3|zau6_dak1_sufficiency|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-008-20260125-I008	8	dialog_turn	8	美華		呢支俾你。	/ni1 zi1 bei2 nei5./		sha256:f074b83b44519a3cb298683bc85b81eb8922946eac28ca2ed494fc9d8026d449		GLOSSIKA-YUEHK-A1-DLG-008-20260125-I007	GLOSSIKA-YUEHK-A1-DLG-008-20260125-I009	no_project_match	naturalness_review_candidate				naturalness_review_candidate|demonstrative_classifier|bei2_recipient|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-008-20260125-I009	9	dialog_turn	9	志明		唔該晒。	/m4 goi1 saai3./		sha256:2b1e771a555772a5d4a93cc4614729b513db4a32521de25789007fbb280fe45a		GLOSSIKA-YUEHK-A1-DLG-008-20260125-I008	GLOSSIKA-YUEHK-A1-DLG-008-20260125-I010	exact_duplicate_candidate	exact_duplicate			data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/source.json|docs/research/GLOSSIKA-YUEHK-A1-W14-20260621-RESEARCH.md	m4_goi1_saai3_formula|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-008-20260125-I010	10	dialog_turn	10	美華		仲有冇其他嘢呀？	/zung6 jau5 mou5 kei4 taa1 je5 aa3?/		sha256:1e22de83b8b2afd58874f47c785d94b72672663ec2d85dca984e283cfb2bb210		GLOSSIKA-YUEHK-A1-DLG-008-20260125-I009	GLOSSIKA-YUEHK-A1-DLG-008-20260125-I011	no_project_match	naturalness_review_candidate				naturalness_review_candidate|zung6_jau5_mou5_question|other_object|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
