construction	construction_claim_id	claim_layer	parser_claim	source_id	source_relationship	exact_locator	source_proposition	implementation_effect	forbidden_inference	verification_state	current_disposition
PerfectiveDirectionalVP	PDV-C01	runtime_claim	The runtime generates directional head + 咗 + deictic 嚟/去 for 入/落/上/出.	PROJECT-CP021B-R24-ASPECTUAL-CLAUSE-WRAPPERS	records_runtime_template	main.js directionalCompositionFallback	The template is a four-by-two implementation cross-product with no overt subject or goal.	Preserve all three visible components and split aspect from directional/deictic composition.	Do not treat slot membership as proof that every generated combination is natural or equivalent.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_DIRECTIONAL_ASPECT_COMPOSITION_WITH_EXACT_TEMPLATE_GAP_AND_DEICTIC_SPLIT_REQUIRED
PerfectiveDirectionalVP	PDV-C02	fixture_impact	Two accepted top-level examples are 入咗嚟 and 落咗去.	PROJECT-CP021B-R24-ASPECTUAL-CLAUSE-WRAPPERS	records_nonheldout_fixture_reach	test-data/regression-snapshots.json cases 14 and 468	Both trees assign movement direction, perfective aspect, and deictic marker under one node.	Use the fixtures only to identify behavior under audit.	Do not cite accepted parser output as linguistic evidence.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_DIRECTIONAL_ASPECT_COMPOSITION_WITH_EXACT_TEMPLATE_GAP_AND_DEICTIC_SPLIT_REQUIRED
PerfectiveDirectionalVP	PDV-C03	aspect_core	咗 is independently analyzed as a perfective outer-aspect marker following a verbal head.	SRC-SIO-BOND-2025	supports_perfective_component	PDF pp. 2-4; Tables 1-2 and example (2a)	The source separates outer aspect from inner event structure and lists 咗 as perfective.	Represent 咗 compositionally and preserve its overt position.	Do not infer that every verb or directional string accepts 咗 in every context.	VERIFIED_FULL_TEXT	SOURCE_LINKED_DIRECTIONAL_ASPECT_COMPOSITION_WITH_EXACT_TEMPLATE_GAP_AND_DEICTIC_SPLIT_REQUIRED
PerfectiveDirectionalVP	PDV-C04	motion_aspect_attestation	Motion predicates 嚟 and 去 are directly attested with completion/perfective 咗.	SRC-ZHANG-1970-PREDICATIVE-SUFFIXES	supports_motion_plus_perfective	p. 464: 佢嚟咗喇; 佢去咗喇	The source supports motion predicates bearing 咗 but not the runtime exact three-token directional complex.	Source-link motion+咗 while keeping the deictic/directional composition separately licensed.	Do not convert these examples into direct evidence for 入咗嚟 or 落咗去.	VERIFIED_OFFICIAL_ARCHIVE_FULL_TEXT	SOURCE_LINKED_DIRECTIONAL_ASPECT_COMPOSITION_WITH_EXACT_TEMPLATE_GAP_AND_DEICTIC_SPLIT_REQUIRED
PerfectiveDirectionalVP	PDV-C05	directional_structure	Cantonese distinguishes independent directionals, direction-plus-deixis sequences, and manner/path combinations.	SRC-SHAN-JIN-2025-MOTION-TYPOLOGY	supports_directional_substructure	§§3.1-3.3; examples 1-20	The source rejects a homogeneous atomic treatment of all motion-looking strings.	Retain internal directional and deictic structure under any future implementation.	Do not collapse 入/落 and 嚟/去 into one unanalyzed lexical token.	VERIFIED_FULL_TEXT_AUTHOR_UPLOAD_AND_PUBLISHER_METADATA	SOURCE_LINKED_DIRECTIONAL_ASPECT_COMPOSITION_WITH_EXACT_TEMPLATE_GAP_AND_DEICTIC_SPLIT_REQUIRED
PerfectiveDirectionalVP	PDV-C06	deictic_boundary	嚟 and 去 encode different deictic orientations and participate in lexically constrained directional sequences.	SRC-YIU-2016-DIRECTIONAL-ASPECT	supports_deictic_split	pp. 263-270; examples 10-45	The deictic contrast and directional ordering are independently motivated.	Keep toward-speaker and away-from-speaker values distinct.	Do not treat 嚟/去 as freely interchangeable or as mere perfective auxiliaries.	VERIFIED_FULL_TEXT	SOURCE_LINKED_DIRECTIONAL_ASPECT_COMPOSITION_WITH_EXACT_TEMPLATE_GAP_AND_DEICTIC_SPLIT_REQUIRED
PerfectiveDirectionalVP	PDV-C07	exact_form_gap	No inspected R24 source directly attests the exact strings 入咗嚟 or 落咗去 with the runtime analysis.	PROJECT-CP021B-R24-ASPECTUAL-CLAUSE-WRAPPERS	records_exact_source_gap	R24 source comparison	Related directional, deictic, and perfective components are supported, but the exact template remains unverified.	Retain exact forms as source-gap fixtures under the freeze and seek corpus/judgment evidence.	Do not infer ungrammaticality from failure to recover a direct source.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_DIRECTIONAL_ASPECT_COMPOSITION_WITH_EXACT_TEMPLATE_GAP_AND_DEICTIC_SPLIT_REQUIRED
PerfectiveDirectionalVP	PDV-C08	argument_boundary	The accepted strings contain no overt subject, ground, source, or goal.	PROJECT-CP021B-R24-ASPECTUAL-CLAUSE-WRAPPERS	records_surface_boundary	accepted tree extraction	The runtime correctly avoids hidden path and subject claims in trace metadata.	Preserve surface incompleteness and avoid silently adding arguments.	Do not insert a hidden subject, destination, source, path, or discourse antecedent.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_DIRECTIONAL_ASPECT_COMPOSITION_WITH_EXACT_TEMPLATE_GAP_AND_DEICTIC_SPLIT_REQUIRED
PerfectiveDirectionalVP	PDV-C09	wrapper_boundary	The source-backed content is compositional: directional/path structure plus outer perfective aspect.	SRC-SIO-BOND-2025	supports_compositional_realignment	PDF pp. 2-4	Aspect attaches to a verbal predicate; the paper does not posit a dedicated PerfectiveDirectionalVP category.	Eventually merge or realign the special wrapper around independently licensed constituents.	Do not present the runtime label as an externally established Cantonese construction name.	VERIFIED_FULL_TEXT	SOURCE_LINKED_DIRECTIONAL_ASPECT_COMPOSITION_WITH_EXACT_TEMPLATE_GAP_AND_DEICTIC_SPLIT_REQUIRED
PerfectiveDirectionalVP	PDV-C10	disposition	PerfectiveDirectionalVP has source-linked components but an exact-template and productivity gap.	PROJECT-CP021B-R24-ASPECTUAL-CLAUSE-WRAPPERS	records_disposition	R24 synthesis	Direction, deixis, perfective aspect, and arguments must remain separately auditable.	Keep behavior frozen; future remediation must split composition and require exact-form evidence.	Do not promote the four-by-two cross-product or erase deictic distinctions.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_DIRECTIONAL_ASPECT_COMPOSITION_WITH_EXACT_TEMPLATE_GAP_AND_DEICTIC_SPLIT_REQUIRED
