construction	construction_claim_id	claim_layer	parser_claim	source_id	source_relationship	exact_locator	source_proposition	implementation_effect	forbidden_inference	verification_state	current_disposition
LocativeWhQuestion	LWH-C01	language	Cantonese wh-place expressions may remain in situ after a motion predicate and aspect material.	SRC-WONG-2023-LANGUAGE-SAMPLE	supports_motion_wh_in_situ	book pp. 65-66; wh-in-situ discussion and place-question examples	The monograph treats Cantonese wh expressions as in-situ and illustrates place questions in ordinary clause position.	Retain overt motion, aspect, and wh-place material as separate visible components.	Do not derive a special question word order or delete the motion predicate.	VERIFIED_FULL_TEXT	SOURCE_LINKED_WH_PLACE_SUBTYPE_SPLIT_AND_LOCATIVE_MARKER_BOUNDARY_REQUIRED
LocativeWhQuestion	LWH-C02	language	The exact motion question 佢去咗邊度呀 is explicitly taught as a Cantonese place question.	SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	attests_exact_motion_question	user PDF p. 45; 佢去咗邊度呀	The coursebook lists the form under questions about place.	Source-link the narrow motion+perfective+wh-place profile.	Do not generalize this one example to every directional/aspect combination.	VERIFIED_FULL_TEXT	SOURCE_LINKED_WH_PLACE_SUBTYPE_SPLIT_AND_LOCATIVE_MARKER_BOUNDARY_REQUIRED
LocativeWhQuestion	LWH-C03	language	Destination questions with 去 and 邊度 are explicitly taught in contextual taxi/travel dialogues.	SRC-CHOW-2007-CANTONESE-EVERYONE	attests_destination_question	user scan PDF pp. 54 and 58; 去邊度 question and destination response	The coursebook distinguishes asking where someone wants to go from giving the destination.	Preserve destination-question structure separately from static location.	Do not treat every 邊度 expression as a locative fragment or insert a perfective marker.	VERIFIED_FULL_TEXT	SOURCE_LINKED_WH_PLACE_SUBTYPE_SPLIT_AND_LOCATIVE_MARKER_BOUNDARY_REQUIRED
LocativeWhQuestion	LWH-C04	language	邊度 is an ordinary Cantonese wh-place expression that occurs in situ in locative and motion questions.	SRC-YIP-MATTHEWS-2000-BASIC	supports_general_wh_place_distribution	Units 11 and 23-25; locatives, motion, and in-situ wh questions	The reference grammar/workbook documents wh-place expressions in their argument or adjunct position.	Use an ordinary wh-place constituent inside a larger clause when overt structure is present.	Do not define 邊度 intrinsically as a standalone question fragment.	VERIFIED_FULL_TEXT	SOURCE_LINKED_WH_PLACE_SUBTYPE_SPLIT_AND_LOCATIVE_MARKER_BOUNDARY_REQUIRED
LocativeWhQuestion	LWH-C05	marker_boundary	Overt 喺 in a where question is syntactically visible and cannot be freely inferred or omitted from all place-question environments.	SRC-WONG-2023-LANGUAGE-SAMPLE	supports_locative_marker_boundary	book pp. 66 and 137; 擺喺邊度呢 and discussion of omitted 喺 in a where question	The source gives an overt preposition/localizer sequence and separately treats omission of 喺 as an error in the relevant structure.	Keep overt 喺 as a visible locative marker and distinguish its licensed environments.	Do not insert hidden 喺 into bare 邊度 or assume all speakers/contexts require the same surface form.	VERIFIED_FULL_TEXT	SOURCE_LINKED_WH_PLACE_SUBTYPE_SPLIT_AND_LOCATIVE_MARKER_BOUNDARY_REQUIRED
LocativeWhQuestion	LWH-C06	subtype_boundary	The runtime motion-perfective profile and static 喺邊度 profile encode different predicate relations. 	PROJECT-CP021B-R20-WH-IDENTITY-NAMING-ADDRESS	records_subtype_conflation	main.js category templates for LocativeWhQuestion	One label covers directional motion+perfective+where and optional locative marker+where.	Split motion-goal, static-locative, and discourse-fragment profiles.	Do not treat shared wh-place material as proof of one construction.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_WH_PLACE_SUBTYPE_SPLIT_AND_LOCATIVE_MARKER_BOUNDARY_REQUIRED
LocativeWhQuestion	LWH-C07	representation	A legacy 喺+邊度 surface fallback duplicates the category-based static-locative path. 	PROJECT-CP021B-R20-WH-IDENTITY-NAMING-ADDRESS	records_duplicate_fallback	main.js legacy_surface_rule for 喺 + 邊度	The same surface family may be produced by both a generative template and a legacy fallback.	Consolidate only after a separate implementation authorization and regression review.	Do not count duplicate parser paths as independent linguistic evidence.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_WH_PLACE_SUBTYPE_SPLIT_AND_LOCATIVE_MARKER_BOUNDARY_REQUIRED
LocativeWhQuestion	LWH-C08	evidence_gap	Bare 邊度呀 or 邊度呀 as a complete utterance requires discourse/prosodic licensing not established by the clause examples alone.	PROJECT-CP021B-R20-WH-IDENTITY-NAMING-ADDRESS	records_fragment_gap	R20 textbook and research comparison against accepted fixture surfaces	Sources establish wh-place clauses and overt locative/destination questions, but not a context-free universal bare-fragment rule.	Keep bare forms context-required or review-bearing.	Do not insert an unspoken motion verb, copula, subject, or location relation.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_WH_PLACE_SUBTYPE_SPLIT_AND_LOCATIVE_MARKER_BOUNDARY_REQUIRED
LocativeWhQuestion	LWH-C09	parser_language_boundary	Accepted fixtures show runtime reach but do not validate the label’s unified linguistic analysis.	PROJECT-CP021B-R20-WH-IDENTITY-NAMING-ADDRESS	records_fixture_boundary	non-held-out fixture impact screen: five accepted fixtures plus nested occurrences	Fixture success verifies parser behavior only.	Use fixture impact to rank remediation, not to promote grammar claims.	Do not use accepted tests as external authority.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_WH_PLACE_SUBTYPE_SPLIT_AND_LOCATIVE_MARKER_BOUNDARY_REQUIRED
LocativeWhQuestion	LWH-C10	disposition	LocativeWhQuestion requires wh-place subtype splitting and explicit locative-marker boundaries.	PROJECT-CP021B-R20-WH-IDENTITY-NAMING-ADDRESS	records_disposition	R20 synthesis	External sources support component structures while the runtime umbrella remains overbroad.	Preserve overt structure and narrow each subtype separately.	Do not change parser behavior during R20.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_WH_PLACE_SUBTYPE_SPLIT_AND_LOCATIVE_MARKER_BOUNDARY_REQUIRED
WhClassifierQuestion	WCQ-C01	language	Cantonese forms “which” noun phrases with 邊 plus a classifier and an overt noun.	SRC-WONG-2023-LANGUAGE-SAMPLE	supports_wh_classifier_np	book p. 67; 你想要邊部車呀	The monograph explicitly identifies 邊+CL as a which-question form and gives an overt-head example.	Represent 邊+classifier+noun as an NP schema inside its clause.	Do not reduce the overt noun to a hidden complement or standalone fragment.	VERIFIED_FULL_TEXT	SOURCE_LINKED_WH_NP_SCHEMA_NODE_REALIGNMENT_AND_ELLIPSIS_SPLIT_REQUIRED
WhClassifierQuestion	WCQ-C02	language	邊位 may select a person through the classifier 位 in an identity question.	SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	attests_person_wh_classifier	user PDF p. 31; 邊位係黃先生呀	The coursebook treats 邊位 as a wh expression referring to a person.	Preserve the classifier and the following copular identity structure.	Do not treat 位 as optional decoration or infer that every classifier is person-denoting.	VERIFIED_FULL_TEXT	SOURCE_LINKED_WH_NP_SCHEMA_NODE_REALIGNMENT_AND_ELLIPSIS_SPLIT_REQUIRED
WhClassifierQuestion	WCQ-C03	language	邊張 occurs with an overt classifier-selected noun in an ordinary question.	SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	attests_object_wh_classifier	user PDF p. 134 (printed p. 112); 佢哋想要邊張枱呀	The exercise uses 邊張枱 with an overt table noun.	Support the ordinary wh-classifier NP as object material.	Do not infer a dedicated standalone WhClassifierQuestion node from the embedded NP.	VERIFIED_FULL_TEXT	SOURCE_LINKED_WH_NP_SCHEMA_NODE_REALIGNMENT_AND_ELLIPSIS_SPLIT_REQUIRED
