construction	construction_claim_id	claim_layer	parser_claim	source_id	source_relationship	exact_locator	source_proposition	implementation_effect	forbidden_inference	verification_state	current_disposition
PerfectiveVP	PVP-C01	language	Cantonese 咗 is a postverbal perfective/viewpoint-aspect marker; it is not itself a past-tense suffix.	SRC-YIP-MATTHEWS-2000-BASIC	supports_and_restricts	Unit 18, printed pp. 93-96; PDF pp. 105-108	The grammar introduces 咗 and 過 as aspect markers, warns against equating them with past tense, and contrasts result/current relevance under 咗 with experiential 過.	Retain an overt perfective-aspect analysis for 咗 while keeping temporal interpretation separate from the node label.	Do not gloss every 咗 event as simple past, completion, current relevance, or resultant state without lexical and discourse evidence.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
PerfectiveVP	PVP-C01	language	Cantonese 咗 is a postverbal perfective/viewpoint-aspect marker; it is not itself a past-tense suffix.	SRC-SIO-BOND-2025	corroborates	PDF pp. 1-3; section 2 and Table 2	The paper classifies 咗 as an outer perfective aspect particle distinct from situation/inner aspect.	Retain an overt perfective-aspect analysis for 咗 while keeping temporal interpretation separate from the node label.	Do not treat the authors’ HPSG type hierarchy as uniquely established or assume that every occurrence has identical event semantics.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
PerfectiveVP	PVP-C02	language	A simple overt verb + 咗 + object profile is independently described in Cantonese.	SRC-YIP-MATTHEWS-2000-BASIC	supports	Unit 18, printed pp. 93-96; PDF pp. 105-108; examples including sé-jó yāt pīn mán and máaih-jó nī jek pàaihjí	The reference gives multiple V-咗-O examples and interprets them aspectually rather than as a special completion-complement construction.	Retain the overt simple V-咗-O subtype as source-linked.	Do not infer unrestricted verb-object combinations, semantic uniformity, or that every V-咗 sequence has an overt or recoverable object.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
PerfectiveVP	PVP-C02	language	A simple overt verb + 咗 + object profile is independently described in Cantonese.	SRC-SIO-BOND-2025	corroborates	PDF p. 3; example (2a)	我食咗麵 instantiates V-OAP with perfective 咗 before the overt object.	Retain the overt simple V-咗-O subtype as source-linked.	Do not promote the paper’s illustrative subset into an unrestricted productive parser rule.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
PerfectiveVP	PVP-C03	language	When an inner endpoint/result element precedes perfective 咗, the documented surface order is V + inner element + 咗 + overt object.	SRC-SIO-BOND-2025	supports_and_differentiates	PDF p. 3; example (2c) and ordering statement immediately above it	The paper states V-IAP-OAP ordering and gives 我食完(咗)麵, treating 完 as event-linked inner material and 咗 as outer perfective.	Preserve overt order and represent perfective over an already formed endpoint/result predicate for this subtype.	Do not infer that 完, 飽, 好, 到, 掂, or 晒 are interchangeable or that the exact inner/outer taxonomy is exhaustive.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
PerfectiveVP	PVP-C03	language	When an inner endpoint/result element precedes perfective 咗, the documented surface order is V + inner element + 咗 + overt object.	SRC-SYBESMA-2013	attests_exact_form	author PDF chapter pp. 17-18; example (25a)	The published example 佢食完咗啲飯 independently attests 完 before 咗 and the overt object.	Preserve V完咗O as an attested surface profile.	Do not infer universal speaker preference, free lexical substitution, or a uniquely correct constituency from one example.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
PerfectiveVP	PVP-C03	language	When an inner endpoint/result element precedes perfective 咗, the documented surface order is V + inner element + 咗 + overt object.	SRC-FAN-CHAN-2022	attests_exact_form	p. 374, example (3c); publisher crawler text	琴日佢做完(咗)功課喇 independently attests V完(咗)O and optionality of 咗 in that past-time sentence.	Preserve V完咗O as an attested surface profile while keeping 咗 overt and optionality construction-specific.	Do not infer that 咗 is semantically vacuous, freely optional in all V完O clauses, or acceptable to every speaker in every lexical context.	VERIFIED_PUBLISHER_TEXT_AND_METADATA	SOURCE_LINKED_SPLIT_REQUIRED
PerfectiveVP	PVP-C04	language	Final 未 can form a yes/no question from an overt 咗-marked predicate, but the aspect marker remains part of the predicate.	SRC-YIP-MATTHEWS-2000-BASIC	supports_and_restricts	Unit 18, printed pp. 95-96; PDF pp. 107-108; Unit 23, printed pp. 122-123; PDF pp. 134-135	The source gives Léih sīk-jó dāng meih a? and describes answers that repeat verb+咗.	Allow an explicitly perfective predicate to license a final-未 question subtype.	Do not treat final 未 as proof that an unmarked preceding VP is perfective or insert an unspoken 咗.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
PerfectiveVP	PVP-C05	parser_representation	The current PerfectiveVP umbrella combines simple V-咗-O, objectless V-咗, perfective-over-completion/result, placement, and motion-goal paths; these are not one source-established construction.	PROJECT-CP021B-R6-SOURCE-SCREEN	records_runtime_conflation	main.js lines 2830-2851, 7905-7911, 11187-11195, 13508-13552, and 14130-14152	Runtime inspection shows multiple semantic and argument-structural profiles sharing one label, including an objectless template whose note permits a context-linked object interpretation.	Before any future implementation, distinguish at least simple overt-object, overtly objectless, perfective-over-inner-result, placement, and motion-goal subtypes; preserve overt tokens and do not insert omitted arguments.	Do not present the proposed split as an externally named taxonomy or change runtime behavior in this research batch.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_SPLIT_REQUIRED
CompletionVP	CVP-C01	language	Postverbal 完 can add an endpoint to an event and may precede outer perfective 咗.	SRC-SIO-BOND-2025	supports	PDF pp. 2-3; discussion of 完 and example (2c)	The paper treats 完 as an event-linked inner particle that adds an endpoint to the activity and gives 食完(咗)麵.	Retain a narrow overt V完 endpoint/completion subtype.	Do not infer that every lexical use of 完 is grammaticalized inner aspect or that endpoint addition alone determines all argument and discourse boundaries.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
CompletionVP	CVP-C02	language	The sequence V + 完 + 咗 + overt object is independently attested in published Cantonese sources.	SRC-SIO-BOND-2025	supports	PDF p. 3; example (2c)	我食完(咗)麵 instantiates V-IAP-OAP before the overt object.	Retain the exact V完咗O surface family as source-linked and nonproductive.	Do not generalize from one selected particle to all completion/result markers or all verbs and objects.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
CompletionVP	CVP-C02	language	The sequence V + 完 + 咗 + overt object is independently attested in published Cantonese sources.	SRC-SYBESMA-2013	attests_exact_form	author PDF chapter pp. 17-18; example (25a)	佢食完咗啲飯 independently attests V完咗O.	Retain the exact V完咗O surface family as source-linked and nonproductive.	Do not infer universal naturalness or speaker agreement; retain the project’s one-speaker conflict as surface-variation evidence.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
CompletionVP	CVP-C02	language	The sequence V + 完 + 咗 + overt object is independently attested in published Cantonese sources.	SRC-FAN-CHAN-2022	attests_exact_form	p. 374, example (3c); publisher crawler text	琴日佢做完(咗)功課喇 independently attests the form with an overt object and final particle.	Retain the exact V完咗O surface family as source-linked and nonproductive.	Do not infer free optionality of 咗 outside the cited sentence type or override conflicting native-surface judgments.	VERIFIED_PUBLISHER_TEXT_AND_METADATA	SOURCE_LINKED_SPLIT_REQUIRED
