construction	construction_claim_id	claim_layer	parser_claim	source_id	source_relationship	exact_locator	source_proposition	implementation_effect	forbidden_inference	verification_state	current_disposition
StativePredicate	SP-C01	language	Cantonese property/adjectival predicates can predicate directly without an overt copula.	SRC-ALDERETE-ETAL-2017-SYNOPSIS	supports	p. 24 entry (57); p. 27 entry (71)	Predicative adjectives behave like verbs and do not require 係; the copula is not used when the predicate is an adjective.	License an overt copula-less property-predicate subtype when the lexical predicate is independently identified.	Do not insert a hidden copula or infer that every V-like token is a property predicate.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
StativePredicate	SP-C02	language	Cantonese stative/property words do not form a clean category separable from all verbs by one label.	SRC-FRANCIS-MATTHEWS-2005-VERB-CATEGORY	supports_split_boundary	official abstract	The article reports complex overlap among purported adjective/adjectival-verb categories and proposes interacting syntactic, semantic, morphological, and phonological features.	Treat the plugin’s stative label as a controlled representation requiring lexical and construction-specific evidence, not a single natural class licensed by one heuristic.	Do not import the article’s full feature analysis or claim that all Cantonese adjectives are syntactically identical.	VERIFIED_OFFICIAL_ABSTRACT_AND_METADATA	SOURCE_LINKED_SPLIT_REQUIRED
StativePredicate	SP-C03	language	Stative verbs may share adjective-like modification while retaining verb-like properties.	SRC-ALDERETE-ETAL-2017-SYNOPSIS	supports_split_boundary	p. 27 entry (72)	The synopsis states that stative verbs share properties with adjectives and verbs and may be modified like adjectives.	Preserve source-visible subtype distinctions rather than merging all stative, adjectival, and lexicalized forms into one construction claim.	Do not infer unrestricted object-taking or degree modification for every item classified stative by the runtime.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
StativePredicate	SP-C04	language	Positive neutral predicative-adjective clauses commonly involve overt degree modification, so a bare-property and degree-marked property predicate should not be silently equated.	SRC-ALDERETE-ETAL-2017-SYNOPSIS	supports_representation_split	p. 24 entry (57)	The synopsis describes predicative adjectives as requiring an adverb of degree and gives (very) comfortable as illustration.	Represent overt degree material and distinguish it from a bare predicate; do not erase or invent the degree word.	Do not convert the synopsis generalization into a categorical ban on all contextually licensed bare property predicates.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
StativePredicate	SP-C05	parser_representation	The active wrapper assigns one StativePredicate label to bare, degree-marked, and negated stative spans.	PROJECT-CP021B-R8-STATIVES	records_runtime_conflation	main.js lines 15222-15248	The same construction type is emitted for one-token statives, degree + stative, and 唔 + stative despite different overt structures.	Split the research claims and any future node semantics by overt structure even if an internal umbrella remains for display.	Do not change runtime behavior in CP021B-R8.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_SPLIT_REQUIRED
StativePredicate	SP-C06	parser_representation	The runtime stative decision extends beyond lexicalized and ordinary-stative registries to any V bundle with can_head_comment=true.	PROJECT-CP021B-R8-STATIVES	records_heuristic_scope	main.js lines 4191-4199 and 5731-5735	Bundle-based and fallback label/syntax tests can classify tokens as stative without pattern-specific external construction evidence.	Keep bundle affordances as internal routing evidence only; require external evidence before presenting the class as Cantonese grammar.	Do not cite runtime feature bundles as independent support for language productivity.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_SPLIT_REQUIRED
StativePredicate	SP-C07	parser_representation	A property-predicate fragment and a subject-predicate clause are different representation levels.	PROJECT-CP021B-R8-STATIVES	records_span_boundary	main.js lines 9038-9061 and 15222-15248	The parser separately builds StativePredicate fragments and SubjectPredicateClause structures but the language label does not encode that distinction.	Keep predicate-internal structure separate from clause-level subject predication and from topic-comment analysis.	Do not infer a missing subject for a standalone property predicate.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_SPLIT_REQUIRED
StativePredicate	SP-C08	language	Direct negation of an adjectival/stative predicate is possible without a copula, but it is structurally a negated subtype rather than evidence for a homogeneous umbrella.	SRC-YIP-1988-NEGATION	supports_negated_subtype	p. 452 example Ni go neujai m leng; pp. 449-454 discussion	Yip gives a copula-less adjective predicate directly preceded by 唔 and treats adjectives/stative verbs among the categories negated by 唔.	Retain the visible negator and predicate as a separate negated-property profile.	Do not infer that the lexical-prefix analysis is the only valid syntax or that all negators are interchangeable.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
DegreeStativePredicate	DSP-C01	language	Overt degree modifiers precede Cantonese adjective/property predicates.	SRC-LAM-LAU-LEE-2024-SEGMENTATION	supports	p. 6 section 4.6, examples 好 悶 and 非常 好	The paper identifies degree modification as a common adjective collocation and segments 好, 幾, and 非常 as separate words.	License overt degree + property-predicate structures while preserving both tokens.	Do not infer a hidden degree marker or that the cited list exhausts Cantonese degree expressions.	VERIFIED_FULL_TEXT	SOURCE_LINKED_NARROWING_REQUIRED
DegreeStativePredicate	DSP-C02	language	Degree marking is central to neutral predicative-adjective descriptions.	SRC-ALDERETE-ETAL-2017-SYNOPSIS	supports	p. 24 entry (57)	Predicative adjectives are described as verb-like, copula-less, and degree-modified in neutral predication.	Keep degree-marked property predication distinct from an unmodified predicate.	Do not infer that discourse can never license an unmodified property word.	VERIFIED_FULL_TEXT	SOURCE_LINKED_NARROWING_REQUIRED
DegreeStativePredicate	DSP-C03	parser_representation	The category template licenses a required degree plus a second optional generic degree before an ordinary stative.	PROJECT-CP021B-R8-STATIVES	records_unmapped_scope	main.js lines 2637-2641	The template degree! + degree? + ordinary_stative_predicate! is broader than the source-mapped single overt degree patterns.	Narrow any future implementation to independently attested modifier sequences and preserve each overt modifier.	Do not authorize arbitrary stacking of two degree words.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_NARROWING_REQUIRED
DegreeStativePredicate	DSP-C04	parser_representation	The active fallback recognizes 好, 太, 幾, and 有啲 as one undifferentiated degree slot.	PROJECT-CP021B-R8-STATIVES	records_lexical_inventory_gap	main.js lines 15236-15239	The reviewed sources directly support 好, 幾, and 非常; this batch did not independently map every runtime member or their distributional differences.	Keep the runtime inventory provisional and research each modifier or modifier class before productive promotion.	Do not infer that 太 and 有啲 are ungrammatical; their exact construction claims remain unmapped here.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_NARROWING_REQUIRED
DegreeStativePredicate	DSP-C05	language	Degree modifiers and lexical predicates remain overtly separable in the mapped examples.	SRC-LAM-LAU-LEE-2024-SEGMENTATION	supports_overt_token_boundary	p. 6 lines/examples for 好 悶 and 非常 好	The annotation treats degree markers as separate words rather than subparts of the following adjective.	Preserve visible degree material as its own child or token relation.	Do not infer that orthographic spacing exists in ordinary Cantonese writing or fixes the full syntactic analysis.	VERIFIED_FULL_TEXT	SOURCE_LINKED_NARROWING_REQUIRED
DegreeStativePredicate	DSP-C06	parser_representation	The dedicated DegreeStativePredicate template and the active StativePredicate wrapper currently assign inconsistent node types to the same structural family.	PROJECT-CP021B-R8-STATIVES	records_representation_inconsistency	main.js lines 2637-2641 versus 15236-15239	One registry path names DegreeStativePredicate, while the active wrapper emits StativePredicate for degree + stative.	Resolve the node boundary and label policy before implementation; source mapping alone does not select one runtime representation.	Do not activate the dormant/specialized template or rewrite accepted parses in R8.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_NARROWING_REQUIRED
NegatedStativePredicate	NSP-C01	language	Ordinary 唔 can directly negate an adjective/stative predicate without 係.	SRC-YIP-1988-NEGATION	supports	pp. 451-454; p. 452 example Ni go neujai m leng	Yip documents 唔 immediately before adjective/stative predicates and gives This girl is not beautiful without a copula.	License overt 唔 + independently identified property predicate as a narrow subtype.	Do not add a hidden copula or normalize the predicate into an English adjective category.	VERIFIED_FULL_TEXT	SOURCE_LINKED_NEGATOR_NARROWING_REQUIRED
NegatedStativePredicate	NSP-C02	language	The mapped ordinary-negation evidence is specifically for 唔, not a generic interchangeable negator slot.	SRC-YIP-1988-NEGATION	restricts	pp. 449-454	The article analyzes distribution of Cantonese 唔 across verbs, adjectives/stative verbs, prepositions, and some adverbs.	Preserve the actual negator identity and establish separate evidence for 冇, 未, 咪, or other negative forms.	Do not infer that every runtime negator can negate every property predicate.	VERIFIED_FULL_TEXT	SOURCE_LINKED_NEGATOR_NARROWING_REQUIRED
NegatedStativePredicate	NSP-C03	parser_representation	The category template uses generic negator! even though the active fallback only recognizes 唔.	PROJECT-CP021B-R8-STATIVES	records_template_runtime_mismatch	main.js lines 2643-2647 versus 15241-15243	The broad registry claim and active runtime surface condition are not equivalent.	Narrow the language claim to overt 唔 until other negative subtypes receive exact source mappings.	Do not broaden accepted behavior or collapse aspectual, existential, and prohibitive negation.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_NEGATOR_NARROWING_REQUIRED
NegatedStativePredicate	NSP-C04	parser_representation	Negated property predication is emitted under the broad StativePredicate type rather than the dedicated NegatedStativePredicate label.	PROJECT-CP021B-R8-STATIVES	records_representation_inconsistency	main.js lines 2643-2647 and 15241-15243	The registry and wrapper disagree about whether negation creates a specialized construction node.	Resolve label policy separately from the supported overt sequence; retain children and scope provenance.	Do not treat the current node label as linguistic evidence.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_NEGATOR_NARROWING_REQUIRED
NegatedStativePredicate	NSP-C05	language	Copula absence with an adjectival predicate remains compatible under negation.	SRC-ALDERETE-ETAL-2017-SYNOPSIS	corroborates_general_predication_boundary	p. 27 entry (71), read with p. 24 entry (57)	The synopsis states that 係 is not used when the predicate is an adjective and that predicative adjectives behave verb-like.	Keep negated adjective/property predication copula-less unless an overt copula is independently present in another construction.	Do not use this general statement to license every lexical item after 唔.	VERIFIED_FULL_TEXT	SOURCE_LINKED_NEGATOR_NARROWING_REQUIRED
DegreeModifiedLexicalStative	DMLS-C01	lexical	好食 can be an opaque lexical adjective/property unit rather than compositionally good + eat.	SRC-LAM-LAU-LEE-2024-SEGMENTATION	supports_lexical_unit	p. 6 section 4.6, 好食 example	The paper treats 好食 delicious as one opaque unit and explicitly contrasts it with a compositional reading.	Preserve dictionary/corpus-supported lexical-unit analysis for 好食 where context selects that reading.	Do not infer that every 好+verb string is lexicalized or that segmentation alone fixes clause syntax.	VERIFIED_FULL_TEXT	LEXICAL_UNIT_SUPPORTED_EXACT_COMBINATION_GAP
DegreeModifiedLexicalStative	DMLS-C02	language	Degree modifiers can be separate words before adjective/property predicates.	SRC-LAM-LAU-LEE-2024-SEGMENTATION	supports_general_frame	p. 6 section 4.6, degree-modification discussion	The paper separately segments degree modifiers such as 好, 幾, and 非常 before adjectives.	A degree word may modify an independently established lexical property unit, but both boundaries must remain visible.	Do not infer that 好 + 好食 specifically is licensed or pragmatically neutral from the separate general facts alone.	VERIFIED_FULL_TEXT	LEXICAL_UNIT_SUPPORTED_EXACT_COMBINATION_GAP
DegreeModifiedLexicalStative	DMLS-C03	parser_representation	The exact template example 好 + 好食 lacks direct construction-level attestation in the reviewed source set.	PROJECT-CP021B-R8-STATIVES	records_exact_combination_gap	main.js lines 2631-2635; R8 source-search log	The sources independently support degree modification and lexical 好食, but no inspected example establishes the plugin’s exact combination or a productive class of degree + lexicalized 好X forms.	Keep the label quarantined or lexically enumerated pending corpus examples and native judgments.	Do not infer that 好好食 is unnatural; this is a source-mapping gap.	VERIFIED_INTERNAL_RECORD	LEXICAL_UNIT_SUPPORTED_EXACT_COMBINATION_GAP
DegreeModifiedLexicalStative	DMLS-C04	parser_representation	A registry template is not evidence that the specialized label is active or necessary.	PROJECT-CP021B-R8-STATIVES	records_ontology_boundary	main.js lines 2631-2635 and active wrapper lines 15222-15248	The active wrapper can absorb degree + stative material under StativePredicate, while the specialized label appears in the template registry.	Decide merge versus narrow lexical subtype only after accepted-output inventory and exact attestation review.	Do not activate or retire code in this research-only batch.	VERIFIED_INTERNAL_RECORD	LEXICAL_UNIT_SUPPORTED_EXACT_COMBINATION_GAP
NegatedLexicalizedStative	NLS-C01	lexical	難食 is an opaque lexical property unit meaning unpalatable, not ordinary overt negation.	SRC-LAM-LAU-LEE-2024-SEGMENTATION	supports_lexical_unit_and_relabels	p. 6 section 4.6, 難食 example	The paper treats 難食 as one non-compositional adjective unit and rejects the literal difficult to eat interpretation for that reading.	Represent 難食 as a lexical predicate; do not encode 難 as a negator or infer a separate negative-syntax construction.	Do not infer that every 難+verb combination is opaque or that all uses of 難食 share one sense.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_AND_LABEL_RETIRE_REQUIRED
NegatedLexicalizedStative	NLS-C02	language	An independently lexicalized property predicate may be compositionally negated by overt 唔.	SRC-YIP-1988-NEGATION	supports_general_negation_frame	pp. 449-454	Yip documents 唔 before verbs and adjective/stative predicates.	Allow a separately established lexical property unit to occur under ordinary overt 唔 negation, with the two pieces preserved.	Do not infer that Yip specifically attests 唔好食 or validates the plugin’s label name.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_AND_LABEL_RETIRE_REQUIRED
NegatedLexicalizedStative	NLS-C03	parser_representation	The current label conflates a negative-meaning lexical unit such as 難食 with compositional negation such as 唔 + 好食.	PROJECT-CP021B-R8-STATIVES	records_conflation	main.js lines 2620-2629	Two templates with different morphology, tokenization, and scope share one construction type.	Split lexical negative meaning from syntactic negation; retire the homogeneous language claim even if internal grouping remains.	Do not remove either surface form or change accepted tokenization in R8.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_SPLIT_AND_LABEL_RETIRE_REQUIRED
