construction	construction_claim_id	claim_layer	parser_claim	source_id	source_relationship	exact_locator	source_proposition	implementation_effect	forbidden_inference	verification_state	current_disposition
ReportedSpeech	RS-C01	language	Cantonese attests lexical 話 “say” followed by overt clausal reported content.	SRC-ALDERETE-ETAL-2017-SYNOPSIS	supports_exact_surface_profile	p. 27, examples (69ii-iii)	The synopsis gives Wah says [self will manage] and Grandma says [Ming does not know how to take care of self].	Retain a narrow overt lexical speech-predicate plus visible clause profile.	Do not infer a quotation boundary, complementizer, addressee, or truth commitment.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_AND_ANALYSIS_NEUTRAL_REQUIRED
ReportedSpeech	RS-C02	language	話 has multiple lexical and functional uses and cannot be assigned one uniform speech-reporting analysis.	SRC-YEUNG-2006-WAA6-COMPLEMENTIZER	supports_split	official abstract, distinctions waa6_1/waa6_2/waa6_3	Yeung distinguishes say, blame/condemn, and proposed complementizer uses with different selection and aspect behavior.	Split lexical entries/uses before parser promotion.	Do not treat every surface 話 as the same verb or node.	VERIFIED_OFFICIAL_ABSTRACT	SOURCE_LINKED_SPLIT_AND_ANALYSIS_NEUTRAL_REQUIRED
ReportedSpeech	RS-C03	language	Complementizer-like 話 may follow a saying or cognition predicate before a clause.	SRC-YEUNG-2006-WAA6-COMPLEMENTIZER	supports_related_subtype	official abstract	The proposed waa6_3 selects an IP and differs from lexical speech verb waa6_1.	Keep post-predicate 話 separate from clause-initial lexical 話 “say.”	Do not infer that the runtime lexical-speech template covers complementizer-like sequences.	VERIFIED_OFFICIAL_ABSTRACT	SOURCE_LINKED_SPLIT_AND_ANALYSIS_NEUTRAL_REQUIRED
ReportedSpeech	RS-C04	analysis	The complementizer status of 話 is theoretically contested.	SRC-MATTHEWS-2021-COMPLEMENTIZER-PROBLEMS	competing_analysis	official abstract, example 佢同我講話冇錢喎	Matthews notes conflict among CP proposals and cites evidence against forming a CP with the following clause.	Represent overt 話 and clause boundaries without forcing one disputed CP analysis.	Do not present complementizer status as settled Cantonese fact.	VERIFIED_OFFICIAL_REPOSITORY_ABSTRACT	SOURCE_LINKED_SPLIT_AND_ANALYSIS_NEUTRAL_REQUIRED
ReportedSpeech	RS-C05	language	Reported speech with 話 and reported thought with 心諗 are structurally distinct constructions.	SRC-LUI-2025-REPORTED-THOUGHT	supports_boundary	abstract, lines 63-80 and sections 1/5	Lui explicitly argues that reported thought is structurally different from reported speech with 話.	Do not use ReportedSpeech as a generic reported-content node for thought predicates.	Do not merge speech, belief, and inner-thought reporting because they introduce content.	VERIFIED_AUTHOR_ACCEPTED_PREPRINT	SOURCE_LINKED_SPLIT_AND_ANALYSIS_NEUTRAL_REQUIRED
ReportedSpeech	RS-C06	language	Historical and contemporary data show lexical 話 and grammaticalized hearsay/complementizer-like developments.	SRC-YAP-WONG-CHOR-2014-STANCE	corroborates_polyfunctionality	slides 33 and 37-41	The presentation gives lexical 人哋話… and earlier 聽講話… patterns in a grammaticalization account.	Preserve use-specific analysis and overt form.	Do not turn a diachronic pathway into a synchronic free alternation.	VERIFIED_INSTITUTIONAL_FULL_TEXT	SOURCE_LINKED_SPLIT_AND_ANALYSIS_NEUTRAL_REQUIRED
ReportedSpeech	RS-C07	representation	The runtime only recognizes clause-initial lexical 話, so it underrepresents post-speech/cognition complementizer-like 話 while overclaiming one homogeneous label.	PROJECT-CP021B-R15-REPORTING-COGNITION	records_runtime_boundary	reportedSpeechFrameFallback and source comparison	The fallback requires the first post-subject predicate to be exactly 話 and labels it speech_verb.	Split lexical speech predicate from complementizer-like and hearsay profiles before implementation.	Do not broaden the existing slot by token presence alone.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_SPLIT_AND_ANALYSIS_NEUTRAL_REQUIRED
ReportedSpeech	RS-C08	representation	The runtime accepts one-token 有 or 冇 as complete reported content without independently observing the elided proposition/domain.	PROJECT-CP021B-R15-REPORTING-COGNITION	records_context_gap	contentNodeForReportedSpeech; fixture 佢話冇	A short predicate can be wrapped as reported_content even when its omitted argument is not in the sentence.	Require typed discourse-ellipsis status or leave the content underspecified.	Do not fabricate what is absent or possessed.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_SPLIT_AND_ANALYSIS_NEUTRAL_REQUIRED
ReportedSpeech	RS-C09	pedagogy	A reported-content frame marks attribution, not endorsement or factual truth.	SRC-LUI-2025-REPORTED-THOUGHT	supports_reporting_semantics_boundary	sections 1 and 5	Reported constructions introduce attributed speech or thought content as distinct discourse acts.	Keep source, reporting predicate, and content transparent.	Do not paraphrase reported content as speaker-confirmed fact.	VERIFIED_AUTHOR_ACCEPTED_PREPRINT	SOURCE_LINKED_SPLIT_AND_ANALYSIS_NEUTRAL_REQUIRED
ReportedSpeech	RS-C10	representation	Optional subject and trailing particles at the runtime node boundary are not established as one source-defined reported-speech constituent.	PROJECT-CP021B-R15-REPORTING-COGNITION	records_node_boundary_problem	reportedSpeechFrameFallback template	The current wrapper bundles clause participant, speech predicate, content, and utterance particles.	Separate clause framing and particles from the minimal overt reporting relation in future design.	Do not claim the current full span is a research-established constituent.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_SPLIT_AND_ANALYSIS_NEUTRAL_REQUIRED
