construction	construction_claim_id	claim_layer	parser_claim	source_id	source_relationship	exact_locator	source_proposition	implementation_effect	forbidden_inference	verification_state	current_disposition
ProhibitiveImperative	PROH-C01	runtime_claim	The generative template is prohibitive_marker + VP + optional particle, while the legacy fallback recognizes any multi-token surface beginning with 唔好.	PROJECT-CP021B-R27-DIRECTIVE-SUGGESTION-PRIORITY	records_runtime_template	main.js ProhibitiveImperative template and fallback	The active lexicon/template centers on 唔好 and does not implement a marker-specific semantic or lexical-ambiguity test.	Retain overt marker, VP, and particle while splitting marker-specific licensing.	Do not treat the runtime template as proof of a single productive prohibitive class.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_PROHIBITIVE_MARKER_SPLIT_WITH_LEXICAL_AMBIGUITY_AND_MAI5_COVERAGE_REQUIRED
ProhibitiveImperative	PROH-C02	fixture_impact	One non-held-out accepted regression snapshot has this label: 唔好離題喇.	PROJECT-CP021B-R27-DIRECTIVE-SUGGESTION-PRIORITY	records_nonheldout_fixture_reach	test-data/regression-snapshots.json case with source 唔好離題喇	The accepted tree preserves 唔好, 離題, and final 喇.	Preserve the accepted surface during any future representation change.	Fixture success is not independent linguistic evidence or proof of unrestricted particles.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_PROHIBITIVE_MARKER_SPLIT_WITH_LEXICAL_AMBIGUITY_AND_MAI5_COVERAGE_REQUIRED
ProhibitiveImperative	PROH-C03	construction_boundary	Cantonese has specialized prohibitive markers 咪 and 唔好, distinct from ordinary declarative negation with 唔.	SRC-CHIN-2018-PROHIBITIVES	supports_marker_class_and_split	official repository abstract and metadata	The corpus-based study explicitly contrasts 咪/唔好 as prohibitive markers with ordinary negator 唔.	Split prohibitive marking from ordinary negated VP analysis and retain marker identity.	Do not infer full interchangeability, exhaustive environments, or frequencies from the abstract.	VERIFIED_OFFICIAL_ABSTRACT_AND_METADATA	SOURCE_LINKED_PROHIBITIVE_MARKER_SPLIT_WITH_LEXICAL_AMBIGUITY_AND_MAI5_COVERAGE_REQUIRED
ProhibitiveImperative	PROH-C04	attestation	The uploaded coursebook directly gives 咪行咁快 and additional 咪 prohibitives.	SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	attests_exact_marker_surface	common-character table and communication-function section; 咪行咁快, 咪住先, 咪唔記得呀	The pedagogical reference treats these as “don’t” directives.	Add 咪 as a separately evidenced prohibitive marker candidate rather than forcing it through 唔好.	Do not generalize from three examples to every predicate or particle combination.	VERIFIED_USER_PROVIDED_FULL_TEXT_AND_OFFICIAL_PUBLISHER_METADATA	SOURCE_LINKED_PROHIBITIVE_MARKER_SPLIT_WITH_LEXICAL_AMBIGUITY_AND_MAI5_COVERAGE_REQUIRED
ProhibitiveImperative	PROH-C05	lexical_boundary	Orthographic 唔好 material is not always an ordinary prohibition: lexical formulae and property negation require separate analyses.	PROJECT-CP021B-R27-DIRECTIVE-SUGGESTION-PRIORITY	records_ambiguity_boundary	main.js ambiguity handling for 唔好食 and protected 唔好意思	The runtime already contains special handling because the same visible sequence can support lexical, evaluative, or directive readings.	Require lexical/contextual disambiguation before assigning prohibitive force.	Do not parse 唔好意思 as “do not mean” or every 唔好食 as an imperative.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_PROHIBITIVE_MARKER_SPLIT_WITH_LEXICAL_AMBIGUITY_AND_MAI5_COVERAGE_REQUIRED
ProhibitiveImperative	PROH-C06	coverage_gap	The current runtime undercovers the independently attested 咪 prohibitive family.	PROJECT-CP021B-R27-DIRECTIVE-SUGGESTION-PRIORITY	records_runtime_coverage_gap	main.js prohibitive marker inventory and templates	Only 唔好 is exposed as the template’s prohibitive marker.	Record 咪 coverage as a future remediation candidate, with tone/lexeme safeguards.	Do not implement the missing family during the research freeze.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_PROHIBITIVE_MARKER_SPLIT_WITH_LEXICAL_AMBIGUITY_AND_MAI5_COVERAGE_REQUIRED
ProhibitiveImperative	PROH-C07	particle_boundary	A final particle can modify directive force, but one accepted 喇 does not establish a free particle slot.	PROJECT-CP021B-R27-DIRECTIVE-SUGGESTION-PRIORITY	records_particle_scope_gap	accepted 唔好離題喇 versus generic particle? template	The runtime permits an optional generic particle without marker- or predicate-specific evidence.	Keep particle identity visible and require subtype-specific discourse evidence.	Do not substitute, delete, or freely generate particles in prohibitives.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_PROHIBITIVE_MARKER_SPLIT_WITH_LEXICAL_AMBIGUITY_AND_MAI5_COVERAGE_REQUIRED
ProhibitiveImperative	PROH-C08	disposition	The evidence supports a marker-split prohibitive family with lexical/contextual ambiguity controls, not the current 唔好-only generic wrapper.	PROJECT-CP021B-R27-DIRECTIVE-SUGGESTION-PRIORITY	records_disposition	R27 synthesis	Specialized markers are externally supported; unrestricted cross-products and particle slots are not.	Narrow and split in future remediation while preserving accepted behavior until authorized.	Do not change parser behavior during the research freeze.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_PROHIBITIVE_MARKER_SPLIT_WITH_LEXICAL_AMBIGUITY_AND_MAI5_COVERAGE_REQUIRED
SuggestionQuestion	SUG-C01	runtime_claim	The template accepts optional discourse marker + 不如 + VP + optional particle and labels the result SuggestionQuestion.	PROJECT-CP021B-R27-DIRECTIVE-SUGGESTION-PRIORITY	records_runtime_template	main.js SuggestionQuestion template and fallback	The runtime treats one suggestion marker as a question-like construction and allows a generic particle.	Preserve the marker and proposal clause, but separate speech-act force from interrogative syntax.	Do not assume that the label name is a Cantonese grammatical category.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_SUGGESTION_UTTERANCE_REALIGNMENT_AND_PARTICLE_CONTEXT_SPLIT_REQUIRED
SuggestionQuestion	SUG-C02	fixture_impact	No non-held-out accepted regression snapshot exercises SuggestionQuestion.	PROJECT-CP021B-R27-DIRECTIVE-SUGGESTION-PRIORITY	records_unexercised_path	test-data/regression-snapshots.json	The path is runtime-active but unaccepted and therefore high risk for silent overgeneralization.	Keep it quarantined pending implementation authorization and focused fixtures.	Do not infer invalidity solely from zero accepted fixtures.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_SUGGESTION_UTTERANCE_REALIGNMENT_AND_PARTICLE_CONTEXT_SPLIT_REQUIRED
