construction	construction_claim_id	claim_layer	parser_claim	source_id	source_relationship	exact_locator	source_proposition	implementation_effect	forbidden_inference	verification_state	current_disposition
ProgressiveVP	PG-C01	language	Cantonese has a postverbal progressive marker 緊 in V-緊 and V-緊-NP structures.	SRC-ALDERETE-ETAL-2017-SYNOPSIS	supports	pp. 38-39, example (108)	The synopsis gives VP → V Asp (NP) with 做緊功課 and lists 緊 as progressive.	Retain overt V-緊(-NP) recognition as a source-linked surface family.	Do not infer unrestricted compatibility with every verb or object profile.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_AND_LEXICAL_SELECTION_NARROWING_REQUIRED
ProgressiveVP	PG-C02	language	V緊 is not restricted to the runtime action_verb inventory.	SRC-KATAOKA-2018-PROGRESSIVE-GAN	supports_and_broadens_lexical_domain	p. 134, examples (5)-(7)	Attested uses include motion 嚟緊, state-like 病緊, and extended-process 買緊樓.	Replace a closed action-verb assumption with evidence-backed lexical/aspect compatibility checks in any future design.	Do not convert these examples into a rule that every predicate accepts 緊.	VERIFIED_OFFICIAL_JOURNAL_FULL_TEXT	SOURCE_LINKED_SPLIT_AND_LEXICAL_SELECTION_NARROWING_REQUIRED
ProgressiveVP	PG-C03	language	Progressive 緊 and continuous 住 have distinct readings even with the same verb.	SRC-KATAOKA-2018-PROGRESSIVE-GAN	supports_contrast	p. 134, examples (3)-(4)	着緊 describes the dressing event in progress; 着住 describes the resulting continuing state of wearing.	Keep 緊 and 住 as separate overt aspect constructions.	Do not gloss both uniformly as English -ing or treat them as interchangeable.	VERIFIED_OFFICIAL_JOURNAL_FULL_TEXT	SOURCE_LINKED_SPLIT_AND_LEXICAL_SELECTION_NARROWING_REQUIRED
ProgressiveVP	PG-C04	language	Postverbal 緊 and preverbal 喺度 are distinct progressive expressions.	SRC-FAN-2024-JAU-VP-ASPECT	supports_split	pp. 6-8 and Table 1	Fan treats 喺度 VP and V緊 as different aspectual expressions with different distributional properties.	Do not let ProgressiveVP silently cover 喺度 VP; source-map it separately later.	Do not infer synonymy, free alternation, or a hidden 喺度 in V緊.	VERIFIED_OFFICIAL_JOURNAL_FULL_TEXT	SOURCE_LINKED_SPLIT_AND_LEXICAL_SELECTION_NARROWING_REQUIRED
ProgressiveVP	PG-C05	language	Aspect selection is lexically and event-structurally constrained.	SRC-SIO-BOND-2025	supports_and_restricts	pp. 2-3 and 6-7; Tables 1-2	The paper lists 緊 as progressive and discusses incompatibility with certain situation types and inner-aspect combinations.	Require lexical/event compatibility rather than a productive action_verb + 緊 rule.	Do not generalize from the illustrative HPSG subset to a complete acceptability lexicon.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_AND_LEXICAL_SELECTION_NARROWING_REQUIRED
ProgressiveVP	PG-C06	representation	The runtime label combines transitive and intransitive profiles and relies on an action_verb category that is both under- and over-inclusive.	PROJECT-CP021B-R13-ASPECT	internal_boundary	runtime templates and source comparison	Two templates share ProgressiveVP, while sources show motion/state-like extensions and lexical restrictions.	Split argument-frame representation from aspect-marker licensing.	Do not treat the current two templates as one externally established construction.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_SPLIT_AND_LEXICAL_SELECTION_NARROWING_REQUIRED
ProgressiveVP	PG-C07	pedagogy	The overt marker and predicate must remain visible and no present-time adverb should be invented.	SRC-MATTHEWS-YIP-2011-ASPECT-MULTIMEDIA	supports_surface_transparency	section 11.2.2, 起緊 example	The reference supplement presents the overt progressive marker attached to the verb without a hidden time word.	Show 緊 as visible aspect and derive temporal interpretation without inserting 而家 or English tense.	Do not equate progressive aspect with present tense.	VERIFIED_UNIVERSITY_HOSTED_REFERENCE_SUPPLEMENT	SOURCE_LINKED_SPLIT_AND_LEXICAL_SELECTION_NARROWING_REQUIRED
ProgressiveTransitivePredicate	PTP-C01	language	V緊O is a supported transitive progressive surface form.	SRC-FAN-2024-JAU-VP-ASPECT	supports	p. 8, example (6b)	我而家食緊飯 exemplifies a main-clause transitive V緊O progressive.	Preserve overt verb, marker, and object boundaries.	Do not infer that all transitive verbs accept 緊.	VERIFIED_OFFICIAL_JOURNAL_FULL_TEXT	LANGUAGE_FORM_SUPPORTED_INTERNAL_DUPLICATE_MERGE_OR_RETIRE
ProgressiveTransitivePredicate	PTP-C02	representation	The exact V緊O form is already represented by ProgressiveVP and does not constitute a separately sourced Cantonese construction.	PROJECT-CP021B-R13-ASPECT	internal_duplication	runtime templates	ProgressiveTransitivePredicate duplicates the ProgressiveVP transitive template and is used as an internal subspan in a purpose-clause path.	Merge or retire the duplicate label while preserving any internal span provenance.	Do not promote internal purpose-clause scaffolding to a language claim.	VERIFIED_INTERNAL_RECORD	LANGUAGE_FORM_SUPPORTED_INTERNAL_DUPLICATE_MERGE_OR_RETIRE
ProgressiveTransitivePredicate	PTP-C03	analysis	Transitivity is an argument-frame property independent of progressive aspect.	SRC-ALDERETE-ETAL-2017-SYNOPSIS	supports_compositional_analysis	pp. 38-39, V Asp (NP)	The grammar synopsis makes the object optional in the general aspect pattern.	Represent aspect and argument frame compositionally rather than as a second language construction.	Do not assume an overt object is required by 緊.	VERIFIED_FULL_TEXT	LANGUAGE_FORM_SUPPORTED_INTERNAL_DUPLICATE_MERGE_OR_RETIRE
