construction	construction_claim_id	claim_layer	parser_claim	source_id	source_relationship	exact_locator	source_proposition	implementation_effect	forbidden_inference	verification_state	current_disposition
ModifiedNP	MNP-C01	language	Cantonese permits prenominal nominal modification both with overt 嘅 and, in restricted environments, without 嘅.	SRC-SIO-2011-GE3	supports_and_restricts	pp. 128-131; examples 9, 11-19	Sio documents modifier-ge3-noun and restricted bare modifier-noun patterns, with interpretive differences where both occur.	Preserve overt bare and ge3-marked modification as distinct subprofiles.	Do not infer that 嘅 is always required or that every modifier can occur bare.	VERIFIED_FULL_TEXT_AND_PUBLISHER_METADATA	SOURCE_LINKED_UMBRELLA_SPLIT_REQUIRED
ModifiedNP	MNP-C01	language	Cantonese permits prenominal nominal modification both with overt 嘅 and, in restricted environments, without 嘅.	SRC-YU-2006-NOMINAL-MODIFIERS	corroborates	pp. 3-7; examples 3, 9, 11-12	Yu illustrates nominal order and both directly adjacent and ge3-linked modifiers.	Use only as corroboration of overt forms and ordering.	Do not promote productivity from an unpublished paper.	VERIFIED_FULL_TEXT_CORROBORATIVE	SOURCE_LINKED_UMBRELLA_SPLIT_REQUIRED
ModifiedNP	MNP-C02	language	嘅-marked nominal modifiers are not a single lexical category: adjectives, possessors, relative clauses, and nominal complements can precede 嘅.	SRC-SIO-2011-GE3	supports	pp. 128-129; examples 11-13	The chapter explicitly treats modifier broadly and illustrates adjective, possessor, relative-clause, aboutness, and nominal-complement modifiers.	Split modifier subtypes while preserving overt 嘅.	Do not treat all pre-嘅 material as the same syntactic relation.	VERIFIED_FULL_TEXT_AND_PUBLISHER_METADATA	SOURCE_LINKED_UMBRELLA_SPLIT_REQUIRED
ModifiedNP	MNP-C03	language	Bare modifier-noun and modifier-嘅-noun forms can differ in interpretation and distribution.	SRC-SIO-2011-GE3	supports_and_restricts	pp. 130-131; examples 18-19	Bare modifiers are allowed only in certain environments, and ge3-marked variants can impose a contrastive interpretation.	Keep bare and ge3-marked branches separate in any future redesign.	Do not treat presence or absence of 嘅 as semantically inert.	VERIFIED_FULL_TEXT_AND_PUBLISHER_METADATA	SOURCE_LINKED_UMBRELLA_SPLIT_REQUIRED
ModifiedNP	MNP-C03	language	Bare modifier-noun and modifier-嘅-noun forms can differ in interpretation and distribution.	SRC-YU-2006-NOMINAL-MODIFIERS	corroborates	pp. 4-6; nominal-order and modifier examples	Yu’s inventory corroborates multiple modifier placements and nominal orders.	Use as a secondary check on surface order only.	Do not inherit Yu’s full theoretical analysis.	VERIFIED_FULL_TEXT_CORROBORATIVE	SOURCE_LINKED_UMBRELLA_SPLIT_REQUIRED
ModifiedNP	MNP-C04	language	Multiple prenominal modifiers are ordered and may form separate modifier-嘅 units rather than one flat sequence.	SRC-SIO-2011-GE3	supports_and_restricts	pp. 128-133; examples 10, 24-26	Sio describes modifier-ge3 as a constituent and reports ordering contrasts among multiple modifiers.	Avoid one free optional-slot template for all modifier combinations.	Do not infer unrestricted permutation or unlimited recursion.	VERIFIED_FULL_TEXT_AND_PUBLISHER_METADATA	SOURCE_LINKED_UMBRELLA_SPLIT_REQUIRED
ModifiedNP	MNP-C05	representation	The runtime ModifiedNP node also absorbs demonstrative/classifier material, direct wh determiners, bare modifiers, verb modifiers, and ge3-marked material, which no source defines as one construction.	PROJECT-CP021B-R11-SOURCE-SCREEN	internal_boundary	runtime extraction in source map	The broad runtime template and specialized direct-wh path overlap several independently sourced nominal constructions.	Retain ModifiedNP only as an internal umbrella until branches are separated.	Do not present the umbrella label as a productive Cantonese grammar rule.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_UMBRELLA_SPLIT_REQUIRED
ModifierNP	MOD-C01	language	Bare modifier + noun order is attested in Cantonese.	SRC-SIO-2011-GE3	supports	pp. 130-131; example 19a	Sio gives bare dung3 pizza and discusses bare pre-nominal modifiers.	Permit only source-compatible bare modifier profiles.	Do not infer an unrestricted modifier slot.	VERIFIED_FULL_TEXT_AND_PUBLISHER_METADATA	SOURCE_LINKED_NARROWING_REQUIRED
ModifierNP	MOD-C01	language	Bare modifier + noun order is attested in Cantonese.	SRC-YU-2006-NOMINAL-MODIFIERS	corroborates	pp. 4-6; adjective and nominal-order examples	Yu independently illustrates direct adjective-noun modification.	Corroborate the overt surface order.	Do not use this source alone for productivity.	VERIFIED_FULL_TEXT_CORROBORATIVE	SOURCE_LINKED_NARROWING_REQUIRED
ModifierNP	MOD-C02	language	Bare modifiers are restricted by modifier type and environment.	SRC-SIO-2011-GE3	supports_and_restricts	pp. 129-131; discussion before examples 18-19	The chapter states that ge3 is generally required before a bare noun, while only limited modifier types or classifier contexts permit omission.	Narrow the runtime category and lexical inventory.	Do not allow arbitrary predicates, clauses, or noun phrases as bare modifiers.	VERIFIED_FULL_TEXT_AND_PUBLISHER_METADATA	SOURCE_LINKED_NARROWING_REQUIRED
ModifierNP	MOD-C03	language	Bare and ge3-marked variants can carry different contrastive interpretations.	SRC-SIO-2011-GE3	distinguishes	pp. 131-132; example 19	The bare cold-pizza form and the ge3-marked form differ in contextual contrast requirements.	Preserve the overt linker as semantically relevant metadata.	Do not collapse the two forms merely because they share a head noun.	VERIFIED_FULL_TEXT_AND_PUBLISHER_METADATA	SOURCE_LINKED_NARROWING_REQUIRED
ModifierNP	MOD-C04	representation	The current ModifierNP template accepts any child assigned modifier + head_noun, broader than the externally described bare-modifier classes.	PROJECT-CP021B-R11-SOURCE-SCREEN	internal_boundary	runtime extraction in source map	Runtime uses a category-level two-slot template without a source-grounded modifier inventory or interpretation boundary.	Keep provisional and narrow before implementation.	Do not convert slot compatibility into a language claim.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_NARROWING_REQUIRED
