construction	construction_claim_id	claim_layer	parser_claim	source_id	source_relationship	exact_locator	source_proposition	implementation_effect	forbidden_inference	verification_state	current_disposition
CoordinatedNP	CNP-C01	runtime_claim	The active runtime recognizes exactly NP + 同 + NP as CoordinatedNP and assigns NP/topic/object affordances.	PROJECT-CP021B-R32-NOMINAL-RELATIONS-SCREEN	records_runtime_template	main.js category template and fallback around CoordinatedNP	The parser has a bounded three-part 同 template; the label is absent from the 545-case accepted regression snapshot.	Retain this only as internal provenance while testing marker inventory, ambiguity, and external role assignment.	Do not infer productivity, standard node status, or accepted-fixture validation from code.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_NOMINAL_COORDINATION_MARKER_SPLIT_WITH_COMITATIVE_AMBIGUITY_AND_ROLE_NEUTRALITY_REQUIRED
CoordinatedNP	CNP-C02	language	Cantonese nominal phrases may be explicitly coordinated with 同 or 同埋 and may also be juxtaposed without an overt conjunction.	SRC-WONG-2023-LANGUAGE-SAMPLE	supports_and_expands	book p. 18; examples 32-33	Wong states that phrases can use 同埋 or 同 and are often juxtaposed; 蘋果同橙 and 衫褲鞋襪 illustrate the two profiles.	Split overt 同, overt 同埋, and unmarked juxtaposition rather than treating NP+同+NP as the whole coordination system.	Do not infer that every adjacent NP sequence is coordination or that all conjunction choices are freely interchangeable.	VERIFIED_FULL_TEXT	SOURCE_LINKED_NOMINAL_COORDINATION_MARKER_SPLIT_WITH_COMITATIVE_AMBIGUITY_AND_ROLE_NEUTRALITY_REQUIRED
CoordinatedNP	CNP-C03	language	Conjunctive 同 has a compound form 同埋 and is distinct from other uses of 同.	SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	attests_and_restricts	user PDF conjunction section; examples 我同佢一齊上廣州 and 香港同澳門; 同埋 discussion	The coursebook explicitly describes conjunction 同, gives nominal conjunct examples, and notes the compound 同埋 while preserving use restrictions.	Preserve overt marker identity and do not normalize 同埋 to 同.	Do not use a pedagogical explanation to establish exhaustive distribution or unrestricted adult productivity.	VERIFIED_USER_PROVIDED_FULL_TEXT_AND_OFFICIAL_PUBLISHER_METADATA	SOURCE_LINKED_NOMINAL_COORDINATION_MARKER_SPLIT_WITH_COMITATIVE_AMBIGUITY_AND_ROLE_NEUTRALITY_REQUIRED
CoordinatedNP	CNP-C04	boundary	The surface token 同 is polyfunctional and does not establish coordination by itself.	SRC-WONG-2023-LANGUAGE-SAMPLE	distinguishes	book pp. 17-18; preposition examples 26 and conjunction examples 32-33	The same source separately illustrates prepositional/comitative 同 and conjunction 同.	Require structural context to distinguish coordinator from coverb/comitative material.	Do not classify every 同 between nominals as a coordinator or every 同 before a predicate as conjunction.	VERIFIED_FULL_TEXT	SOURCE_LINKED_NOMINAL_COORDINATION_MARKER_SPLIT_WITH_COMITATIVE_AMBIGUITY_AND_ROLE_NEUTRALITY_REQUIRED
CoordinatedNP	CNP-C05	parser_representation	A coordinated NP should be role-neutral internally; subject, object, and topic status come from the containing clause.	PROJECT-CP021B-R32-NOMINAL-RELATIONS-SCREEN	records_representation_boundary	main.js output slots and comparison with surrounding NP composition	The runtime places NP/topic/object affordances on the coordination node even though the sources establish coordination rather than clause role.	Keep conjuncts and coordinator visible; assign clause role from external attachment.	Do not infer objecthood or topichood from coordination itself.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_NOMINAL_COORDINATION_MARKER_SPLIT_WITH_COMITATIVE_AMBIGUITY_AND_ROLE_NEUTRALITY_REQUIRED
CoordinatedNP	CNP-C06	disposition	The source-backed core is nominal coordination, but the runtime requires marker and ambiguity splits before any implementation change.	PROJECT-CP021B-R32-NOMINAL-RELATIONS-SCREEN	records_disposition	R32 synthesis	Exact NP+同+NP is a bounded subtype within a larger system containing 同埋 and juxtaposition, with 同 ambiguity.	Narrow and split rather than promote the current umbrella.	Do not change parser behavior during the research freeze.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_NOMINAL_COORDINATION_MARKER_SPLIT_WITH_COMITATIVE_AMBIGUITY_AND_ROLE_NEUTRALITY_REQUIRED
NominalModifierNP	NMN-C01	runtime_claim	NominalModifierNP is a dormant registry label with no active template, fallback, or accepted regression occurrence.	PROJECT-CP021B-R32-NOMINAL-RELATIONS-SCREEN	records_dormant_label	main.js grammar-legitimacy registry and reference search	The label carries a language claim but no independent runtime behavior in the inspected tree.	Evaluate it as a duplicate or retirement candidate rather than inventing a new template.	Do not equate registry presence with an attested construction.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_NOMINAL_MODIFIER_SUBTYPES_DORMANT_DUPLICATE_MERGE_OR_RETIRE
NominalModifierNP	NMN-C02	language	Cantonese nominal modification includes both 嘅-marked and restricted bare prenominal modifiers.	SRC-SIO-2011-GE3	supports_and_restricts	printed pp. 128-131; examples 9 and 11-19	Adjectives, possessors, relative clauses, and nominal complements can occur in 嘅-marked modification; selected bare modifiers are separately attested.	Preserve overt 嘅 and bare-modifier subtypes rather than a single generic nominal-modifier node.	Do not infer unrestricted bare modification, a single lexical category, or a silent noun.	VERIFIED_FULL_TEXT	SOURCE_LINKED_NOMINAL_MODIFIER_SUBTYPES_DORMANT_DUPLICATE_MERGE_OR_RETIRE
NominalModifierNP	NMN-C03	language	Classifier-linked possessive and demonstrative patterns form nominal structures distinct from generic modifier+noun adjacency.	SRC-YU-2006-NOMINAL-MODIFIERS	corroborates	pp. 3-7; examples 3, 9, and 11-12	Yu illustrates nominal order, possessive classifier phrases, demonstrative-classifier phrases, and headless classifier NPs.	Keep classifier-based relations in their sourced nominal subtypes.	Do not use an unpublished analysis as sole authority or collapse classifier and 嘅 structures.	VERIFIED_FULL_TEXT_CORROBORATIVE	SOURCE_LINKED_NOMINAL_MODIFIER_SUBTYPES_DORMANT_DUPLICATE_MERGE_OR_RETIRE
NominalModifierNP	NMN-C04	boundary	The externally supported modifier families have different overt markers, head relations, interpretations, and ellipsis conditions.	SRC-SIO-2011-GE3	distinguishes	printed pp. 128-133; examples 11-25	Bare, 嘅-marked, headed, and headless expressions differ in distribution and interpretation.	Maintain subtype-specific nodes already mapped in R11 and R5.	Do not create one productive cross-product of arbitrary modifier and head noun.	VERIFIED_FULL_TEXT	SOURCE_LINKED_NOMINAL_MODIFIER_SUBTYPES_DORMANT_DUPLICATE_MERGE_OR_RETIRE
