construction	construction_claim_id	claim_layer	parser_claim	source_id	source_relationship	exact_locator	source_proposition	implementation_effect	forbidden_inference	verification_state	current_disposition
NegatedVP	NVP-C01	runtime_claim	The registry defines NegatedVP as overt 唔 plus an already formed VP.	PROJECT-CP021B-R30-NEGATION-EVALUATION-SCREEN	records_runtime_template	main.js registry template m4_negator! + vp!	The runtime claims broad compositional preverbal negation over any eligible VP node.	Retain overt negator identity and test complement/head selection instead of trusting the generic VP slot.	Do not infer unrestricted productivity from the two-slot template.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_PREVERBAL_M4_NEGATION_WITH_VP_SELECTION_SCOPE_AND_COMPLETION_CONFLICT_NARROWING_REQUIRED
NegatedVP	NVP-C02	runtime_claim	The active wrapper scans for 唔 and wraps the following construction when it can fill a VP slot, with only narrow exclusions.	PROJECT-CP021B-R30-NEGATION-EVALUATION-SCREEN	records_active_heuristic	main.js wrapNegatedVPSubspans near lines 5917-5945	Eligibility is inherited from internal node typing rather than established lexical or aspectual scope diagnostics.	Future remediation must split ordinary predicate negation from aspect/result/completion and other specialized negative structures.	Do not equate parser VP eligibility with linguistic negation licensing.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_PREVERBAL_M4_NEGATION_WITH_VP_SELECTION_SCOPE_AND_COMPLETION_CONFLICT_NARROWING_REQUIRED
NegatedVP	NVP-C03	accepted_conflict	The sole top-level accepted NegatedVP fixture is 唔做完, and its own linguistic-evidence record marks a native-naturalness conflict and behavior-preservation-only status.	PROJECT-CP021B-R30-NEGATION-EVALUATION-SCREEN	records_nonpositive_fixture_evidence	test-data/regression-snapshots.json source 唔做完。	The exact fixture cannot serve as positive Cantonese evidence and remains quarantined pending completion-negation analysis.	Preserve the historical runtime output during the freeze but prevent promotion from acceptance status.	Do not cite the accepted fixture as proof that 唔 scopes freely over 做完.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_PREVERBAL_M4_NEGATION_WITH_VP_SELECTION_SCOPE_AND_COMPLETION_CONFLICT_NARROWING_REQUIRED
NegatedVP	NVP-C04	external_distribution	Published negation research treats 唔 as the ordinary negative form across eligible lexical categories while distinguishing suppletive 有/冇.	SRC-YIP-1988-NEGATION	supports_general_m4_negation_with_category_boundaries	pp. 449-477; opening discussion and lexical-rule analysis	A general 唔-negation domain is real, but category eligibility and morphological analyses remain nontrivial.	Source-link ordinary preverbal 唔 while retaining lexeme/construction-specific boundaries.	Do not import the lexical-rule architecture as the parser or extend 唔 to every existing VP node.	VERIFIED_FULL_TEXT	SOURCE_LINKED_PREVERBAL_M4_NEGATION_WITH_VP_SELECTION_SCOPE_AND_COMPLETION_CONFLICT_NARROWING_REQUIRED
NegatedVP	NVP-C05	exact_attestation	The uploaded coursebook gives ordinary full-clause examples such as 佢唔嚟 and 唔知點解佢唔嚟.	SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	supports_exact_ordinary_predicate_negation	user PDF pp. 80 and 106	Overt 唔 directly precedes an ordinary predicate in contextualized Hong Kong Cantonese examples.	Keep a narrow ordinary predicate-negation profile separate from the runtime umbrella.	Do not infer that the same scope relation holds over every result, aspect, modal, or completion VP.	VERIFIED_USER_PROVIDED_FULL_TEXT_AND_OFFICIAL_PUBLISHER_METADATA	SOURCE_LINKED_PREVERBAL_M4_NEGATION_WITH_VP_SELECTION_SCOPE_AND_COMPLETION_CONFLICT_NARROWING_REQUIRED
NegatedVP	NVP-C06	negative_marker_boundary	The coursebook contrasts 今日嘅報紙我仲未睇完 with ordinary 唔 examples, while independent research distinguishes 唔, 冇, and aspect-sensitive negation.	SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	supports_mei6_completion_boundary	user PDF p. 214, exact 仲未睇完	A not-yet completion profile uses 未 rather than demonstrating generic 唔 + completion.	Route completion/aspect negation by overt negative marker and temporal meaning.	Do not replace 未 with 唔 or treat all negative markers as one slot.	VERIFIED_USER_PROVIDED_FULL_TEXT_AND_OFFICIAL_PUBLISHER_METADATA	SOURCE_LINKED_PREVERBAL_M4_NEGATION_WITH_VP_SELECTION_SCOPE_AND_COMPLETION_CONFLICT_NARROWING_REQUIRED
NegatedVP	NVP-C07	disposition	The supported core is ordinary preverbal 唔 negation; the generic node requires scope and selection narrowing, and the exact completion fixture remains conflicted.	SRC-LAM-2018-NEGATION-ASPECT	supports_negator_and_aspect_split	pp. 215-218 and 227-230	Hong Kong Cantonese maintains distinct ordinary, existential/possessive, and aspect-related negative profiles.	Split the umbrella before any implementation; no runtime change is authorized in R30.	Do not erase overt marker identity or infer a hidden positive structure.	VERIFIED_FULL_TEXT	SOURCE_LINKED_PREVERBAL_M4_NEGATION_WITH_VP_SELECTION_SCOPE_AND_COMPLETION_CONFLICT_NARROWING_REQUIRED
NegativeHaveClause	NHC-C01	runtime_claim	NegativeHaveClause is registered as a language label but has no active template, fallback, or accepted fixture family in the inspected runtime.	PROJECT-CP021B-R30-NEGATION-EVALUATION-SCREEN	records_dormant_duplicate_status	main.js label registry and runtime-reference screen	The label contributes no distinct implemented surface claim beyond already mapped 有/冇 families.	Treat it as a dormant duplicate candidate rather than seeking to activate it from its English name.	Do not infer a construction or hidden 有 from the label NegativeHaveClause.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_NEGATIVE_POSSESSION_EXISTENCE_EVENT_SPLIT_DORMANT_DUPLICATE_MERGE_OR_RETIRE
NegativeHaveClause	NHC-C02	external_distribution	Independent research distinguishes 冇 as negative existential, negative possessive, and event/perfective negation, separate from ordinary 唔.	SRC-LAM-2018-NEGATION-ASPECT	supports_negative_have_subtype_split	pp. 215-218; Table 1 and examples (1)-(3)	Negative have-like surfaces are heterogeneous by complement and grammatical function.	Reuse the already mapped negated existential/possessive/event subtypes rather than one English-derived wrapper.	Do not collapse every 冇 sequence into possession or existence.	VERIFIED_FULL_TEXT	SOURCE_LINKED_NEGATIVE_POSSESSION_EXISTENCE_EVENT_SPLIT_DORMANT_DUPLICATE_MERGE_OR_RETIRE
NegativeHaveClause	NHC-C03	morphological_boundary	Yip treats 有/冇 as a suppletive positive-negative pair rather than ordinary 唔 + 有.	SRC-YIP-1988-NEGATION	supports_suppletive_boundary	pp. 449-477; discussion of 有/冇	The overt negative form must remain visible and cannot be represented by inserting a hidden 有.	Preserve 冇 and complement type in any merged representation.	Do not derive 冇 by deleting or hiding positive 有.	VERIFIED_FULL_TEXT	SOURCE_LINKED_NEGATIVE_POSSESSION_EXISTENCE_EVENT_SPLIT_DORMANT_DUPLICATE_MERGE_OR_RETIRE
NegativeHaveClause	NHC-C04	inherited_mapping	R9 already mapped negative possession, locative nonexistence, and event/perfective 冇 + VP under more precise labels and prohibited hidden 有.	PROJECT-CP021B-R9-EXISTENTIALS	supports_merge_into_existing_mapped_family	CP021B-R9 existential/possessive/availability source map and matrix	The project already has a source-linked subtype split that subsumes the dormant label’s plausible readings.	Merge references into those existing nodes or retire the duplicate.	Do not create parallel analyses solely to preserve a legacy name.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_NEGATIVE_POSSESSION_EXISTENCE_EVENT_SPLIT_DORMANT_DUPLICATE_MERGE_OR_RETIRE
NegativeHaveClause	NHC-C05	disposition	No independent evidence motivates NegativeHaveClause as an additional construction beyond the mapped 冇 subtype system.	PROJECT-CP021B-R30-NEGATION-EVALUATION-SCREEN	records_merge_or_retire_disposition	R30 runtime/source synthesis	Dormancy plus complete overlap supports merge-or-retire, not activation.	Keep parser behavior frozen and record the duplicate disposition.	Do not interpret lack of a separate node as rejecting any attested 冇 sentence.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_NEGATIVE_POSSESSION_EXISTENCE_EVENT_SPLIT_DORMANT_DUPLICATE_MERGE_OR_RETIRE
