construction	construction_claim_id	claim_layer	parser_claim	source_id	source_relationship	exact_locator	source_proposition	implementation_effect	forbidden_inference	verification_state	current_disposition
ExistentialClause	EC-C01	language	有 predicates possession when an overt possessor subject precedes it.	SRC-YIP-MATTHEWS-2000-BASIC	supports_possessive_subtype	Unit 6, PDF p. 39 / printed p. 27	Examples such as 我有一個仔一個女 and 佢有幾間屋 illustrate possessor + 有 + possessed NP.	License an overt possessive-have subtype when subject and NP are visible.	Do not treat the possessor as a locative domain or insert an omitted possessed noun.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
ExistentialClause	EC-C02	language	有 predicates existence when a place expression supplies the spatial domain.	SRC-YIP-MATTHEWS-2000-BASIC	supports_existential_subtype	Unit 6, PDF p. 40 / printed p. 28	Examples corresponding to 香港有好多的士 and 枱上面有幾隻碟 show location/domain + 有 + introduced NP.	License a locative-existence subtype distinct from possession.	Do not infer that the initial location is a possessor or a hidden subject.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
ExistentialClause	EC-C03	language	有 can introduce an indefinite participant followed by additional predication.	SRC-YIP-MATTHEWS-2000-BASIC	supports_presentational_split	Unit 6, PDF p. 40 / printed p. 28	The grammar gives 有(一)個人搵你, 有幾個學生好嬲, and 有好多客人嚟咗 as introduction/presentation patterns.	Separate participant-introducing/presentational structures from simple possession or location-based existence.	Do not assume every 有 + NP + predicate has the runtime locative-coda structure.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
ExistentialClause	EC-C04	analysis	Possessive verbal 有 and existential-marker 有 have different overt subject profiles in a linguistically motivated segmentation scheme.	SRC-LAM-LAU-LEE-2024-SEGMENTATION	supports_representation_split	section 4.5.2, PDF p. 5	The scheme treats 有 as a verb for possession with an explicit subject and as an existential marker when the introduced noun is the subject and no overt subject is present.	Preserve an analysis boundary between overt possessor predication and subjectless participant introduction.	Do not convert a segmentation annotation into a complete syntactic theory or hidden-subject analysis.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
ExistentialClause	EC-C05	parser_representation	The registered optional-subject template collapses possession and existence under one node.	PROJECT-CP021B-R9-EXISTENTIALS	records_runtime_conflation	main.js lines 2002-2005	ExistentialClause is defined as optional subject + 有 + NP with the note existential/possessive clause.	Split the language claim by possessor, locative domain, and participant-introduction structure before any authorized implementation.	Do not reinterpret accepted output or change runtime behavior in R9.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_SPLIT_REQUIRED
ExistentialClause	EC-C06	boundary	Positive 有 + dynamic VP is an auxiliary/modal profile, not automatically the same as lexical possession or existence.	SRC-FAN-2026-JAU-VP	restricts_broad_have_node	official journal abstract	The study identifies auxiliary/modal 有 + dynamic VP with a distinct distribution, especially in polar questions, conditionals, and negatives.	Keep NP-complement possession/existence separate from VP-complement auxiliary/event profiles.	Do not import uninspected examples or license arbitrary 有 + VP from abstract-level evidence.	VERIFIED_OFFICIAL_ABSTRACT_AND_METADATA	SOURCE_LINKED_SPLIT_REQUIRED
NegatedExistentialClause	NEC-C01	language	冇 is the irregular negative counterpart of 有 in possessive and existential uses; *唔有 is not the standard form described.	SRC-YIP-MATTHEWS-2000-BASIC	supports_negative_have_form	Unit 6, PDF p. 39 / printed p. 27	The grammar explicitly identifies 冇 as the negative of 有 and contrasts it with *唔有.	Preserve 冇 as the overt negative predicate in possession/existence clauses.	Do not decompose every 冇 token into an ordinary negator plus hidden 有.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
NegatedExistentialClause	NEC-C02	language	Hong Kong Cantonese uses 冇 in both negative existential and negative possessive constructions.	SRC-LAM-2018-NEGATION-ASPECT	supports_two_subtypes	pp. 216-218, Table 1 and examples (1b)-(2b)	Lam gives classroom-location + 冇 + pencils and 我 + 冇 + pencils as distinct existential and possessive examples.	Split locative nonexistence from possessor nonpossession even though both use 冇.	Do not collapse either subtype with perfective event negation merely because 冇 is shared.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
NegatedExistentialClause	NEC-C03	analysis	The suppletive 有/冇 relation is independently documented in a formal analysis of Cantonese negation.	SRC-YIP-1988-NEGATION	corroborates_suppletion	opening discussion, pp. 449-452	Yip treats 有 as having a special suppletive negative 冇 rather than ordinary 唔-prefixation.	Represent visible suppletion without fabricating an overt positive existential inside negative clauses.	Do not adopt the paper’s full lexical-rule architecture as mandatory parser design.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_REQUIRED
NegatedExistentialClause	NEC-C04	parser_representation	The runtime template optional subject + 冇 + NP conflates negative possession with negative existence.	PROJECT-CP021B-R9-EXISTENTIALS	records_runtime_conflation	main.js lines 1990-1993; lines 14166-14201	The same surface marker participates in a broad registered node and a more specific location-domain fallback.	Retain separate source-linked subtypes and preserve overt location/possessor roles.	Do not change accepted nodes in this research-only batch.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_SPLIT_REQUIRED
