construction	construction_claim_id	claim_layer	parser_claim	source_id	source_relationship	exact_locator	source_proposition	implementation_effect	forbidden_inference	verification_state	current_disposition
SerialVerbPurposeChain	SVP-C01	language	A Cantonese serial-verb analysis requires more than adjacent verbs: the verbs form one clause and one predicate while retaining independent verbal function.	SRC-MATTHEWS-2006-SVC	supports_general_diagnostic	chapter pp. 69 and 72-74	Matthews defines Cantonese SVCs by clause/predicate unity and contrasts them with coordination, complementation, and other multiverb structures.	Require a construction-level relation before assigning a serial-purpose chain.	Do not classify every adjacent VP sequence as serialization or purpose.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_AND_PURPOSE_LINKER_NARROWING_REQUIRED
SerialVerbPurposeChain	SVP-C02	language	Surface adjacency and a shared subject do not by themselves establish a purpose relation.	SRC-MATTHEWS-2006-SVC	supports_negative_boundary	chapter pp. 72-74	Independent negation, temporal separation, and complement behavior can distinguish clauses or complements from SVCs; some cases remain analytically indeterminate.	Keep ambiguous sequences review-bearing and analysis-neutral.	Do not infer purpose solely from verb order or missing overt conjunction.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_AND_PURPOSE_LINKER_NARROWING_REQUIRED
SerialVerbPurposeChain	SVP-C03	language	Cantonese may place 嚟 or 去 between two verbs to express a purpose relation.	SRC-MATTHEWS-2006-SVC	supports	chapter p. 83, example 66	Matthews gives 搵啲人(去)做見證人 and describes 嚟/去 as optional between two verbs in this purpose construction.	License only an overt or otherwise independently evidenced purpose relation.	Do not generalize one optional-linker example to all VP pairs.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_AND_PURPOSE_LINKER_NARROWING_REQUIRED
SerialVerbPurposeChain	SVP-C04	language	The exact action-object + 嚟/去 + purpose-verb profile represented by 攞咗啲糖嚟/去食 is attested.	SRC-CHOR-2018-DIRECTIONALS	supports_exact_surface_family	printed p. 94, example 15	Chor gives 佢攞咗啲糖嚟/去食 “He took some sweets to eat.”	Retain the overt action NP, linker, and purpose predicate as separate visible material.	Do not insert a second sweets object after 食 or erase the linker.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_AND_PURPOSE_LINKER_NARROWING_REQUIRED
SerialVerbPurposeChain	SVP-C05	language	Purposive 嚟 and 去 are not freely interchangeable in all contexts.	SRC-CHOR-2018-DIRECTIONALS	supports_lexical_asymmetry	printed pp. 94-95, examples 16-21	Chor documents contexts where only 嚟 is licensed and concludes that its purposive function is broader than that of 去.	Use lexeme- and context-specific evidence rather than a symmetric linker slot.	Do not create a free 嚟/去 substitution rule.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_AND_PURPOSE_LINKER_NARROWING_REQUIRED
SerialVerbPurposeChain	SVP-C06	language	Purposive 嚟 can function as a pure linker without a hidden locative object.	SRC-CHOR-2018-DIRECTIONALS	supports_no_hidden_object_boundary	printed p. 97, example 26	In 我嚟學校嚟減壓 the first 嚟 is the motion verb and the second links the preceding clause to its purpose; Chor states that the second has no hidden object.	Permit a purposive-linker analysis without inserting a location.	Do not import the monograph’s alternative hidden-goal analysis into every purposive sequence.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_AND_PURPOSE_LINKER_NARROWING_REQUIRED
SerialVerbPurposeChain	SVP-C07	language	Directional and purpose constructions can combine into longer multiverb chains, but only under semantic and pragmatic well-formedness.	SRC-MATTHEWS-2006-SVC	supports_constrained_combination	chapter pp. 82-84, examples 67-69	Matthews gives 返嚟食飯 and longer chains while explicitly stating that productive combination remains semantically and pragmatically constrained.	Represent nested overt subevents while retaining review boundaries.	Do not treat the attested chain length as a license for unrestricted recursive expansion.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_AND_PURPOSE_LINKER_NARROWING_REQUIRED
SerialVerbPurposeChain	SVP-C08	language	Progressive aspect may occur on the first VP of a multiverb sequence containing 嚟 and a following purpose VP.	SRC-LAM-BODOMO-2003-VERB-ORDER	supports_progressive_first_event	pp. 328 and 331, examples 1 and 12-13	The paper analyzes ngo5 zaal1-gan2 ce1 lai4 zip3 lei5 as three VPs: drive-PROG car, come, and pick up you.	Allow progressive marking on an overt first event where a supported serial/purpose relation is present.	Do not infer that every progressive VP followed by another VP has a purpose reading.	VERIFIED_OFFICIAL_FULL_TEXT_AND_METADATA	SOURCE_LINKED_SPLIT_AND_PURPOSE_LINKER_NARROWING_REQUIRED
SerialVerbPurposeChain	SVP-C09	representation	The current label conflates motion-goal + action, action + purposive 嚟/去 + verb, ProductiveVO + bare purpose verb, and three-event chains.	PROJECT-CP021B-R16-SERIAL-PURPOSE	records_runtime_umbrella	main.js category templates and motion-event fallbacks	The runtime emits one label from structurally different templates with and without overt linker, goal, object, and clause-level subject wrapper.	Split overt-linker purpose, motion-purpose, unmarked serial sequencing, and longer-chain profiles.	Do not use one node label as evidence that the profiles share one Cantonese construction.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_SPLIT_AND_PURPOSE_LINKER_NARROWING_REQUIRED
SerialVerbPurposeChain	SVP-C10	representation	The ProductiveVO + purpose_verb template overgenerates purpose from adjacency and a registered final verb.	PROJECT-CP021B-R16-SERIAL-PURPOSE	records_overgeneration_risk	main.js SerialVerbPurposeChain category templates	The template requires no overt purposive linker, prosodic evidence, semantic compatibility test, or independent serial diagnostics.	Quarantine this fallback pending lexeme- and construction-specific evidence.	Do not label 摘芒果食-type strings purposive solely because the last token is 食.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_SPLIT_AND_PURPOSE_LINKER_NARROWING_REQUIRED
SerialVerbPurposeChain	SVP-C11	representation	A missing object in a later purpose predicate must remain discourse-dependent rather than copied from an earlier NP.	SRC-MATTHEWS-2006-SVC	supports_null_object_limit	chapter p. 71 and pp. 83-84	Matthews notes that strictly transitive verbs may omit objects when discourse identifies them; complex SVC examples do not authorize automatic object sharing.	Preserve an overt earlier NP and mark later argument saturation unresolved unless independently licensed.	Do not duplicate, corefer, or insert a hidden object by parser convention.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_AND_PURPOSE_LINKER_NARROWING_REQUIRED
SerialVerbPurposeChain	SVP-C12	pedagogy	Learner output must distinguish overt purposive linkers from unmarked event sequencing and motion-to-purpose chains.	SRC-CHOR-2018-DIRECTIONALS	supports_form_function_distinction	printed pp. 94-97	Chor’s contrasts show that linker identity and context affect the purpose analysis.	Expose overt 嚟/去 and describe ambiguous unmarked sequences cautiously.	Do not gloss every serial sequence as English “to” or teach 嚟 and 去 as synonymous purpose markers.	VERIFIED_FULL_TEXT	SOURCE_LINKED_SPLIT_AND_PURPOSE_LINKER_NARROWING_REQUIRED
PurposePredicate	PP-C01	language	An action verb plus object is not intrinsically a purpose predicate; purposive interpretation comes from its relation to another event or overt linker.	SRC-MATTHEWS-2006-SVC	supports_relational_status	chapter pp. 72-74 and p. 83	The same VP-shaped material can participate in complementation, serialization, coordination, or a purpose construction depending on the larger structure.	Assign purpose as a relation in the containing construction.	Do not promote ordinary V+O form to a standalone purpose construction.	VERIFIED_FULL_TEXT	INTERNAL_RELATIONAL_CHILD_MERGE_OR_RETIRE_REQUIRED
PurposePredicate	PP-C02	language	Purpose clauses may contain overt object material, while a bare transitive verb requires contextual licensing for its omitted object.	SRC-CHOR-2018-DIRECTIONALS	supports_overt_complement_boundary	printed pp. 94-97, examples 15-26	Chor’s purpose examples include both overt complements and bare predicates, with the relation supplied by 嚟/去 and context.	Preserve overt complements and unresolved omissions separately.	Do not infer a specific object from purpose status.	VERIFIED_FULL_TEXT	INTERNAL_RELATIONAL_CHILD_MERGE_OR_RETIRE_REQUIRED
