construction	construction_claim_id	claim_layer	parser_claim	source_id	source_relationship	exact_locator	source_proposition	implementation_effect	forbidden_inference	verification_state	current_disposition
FormulaDiscourseUnit	FDU-C01	representation	The runtime label covers multiple distinct profiles: protected lexical formulae, 係 responses, repeated acknowledgements, reassurance/acceptance forms, reaction questions, and leave-taking expressions.	PROJECT-CP021B-R17-FRAGMENT-DISCOURSE	records_runtime_conflation	main.js protected-formula table, agreement-response fallback, acknowledgement-repetition fallback, and accepted fixture inventory	The common runtime property is short discourse use, not one independently established syntactic construction.	Split lexical entries, response-particle constructions, repetition/discourse management, and transparent clause/VP profiles before any implementation.	Do not treat shortness or conversational use as evidence for a single language category.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_LEXICAL_AND_RESPONSE_SUBTYPE_SPLIT_REQUIRED
FormulaDiscourseUnit	FDU-C02	representation	The protected formula table is a closed parser safeguard, not an externally sourced productivity rule.	PROJECT-CP021B-R17-FRAGMENT-DISCOURSE	records_internal_table_status	main.js FORMULAS/protected-formula table	The table lists specific surfaces and suppresses internal parsing for project stability.	Retain only as lexicalized implementation provenance unless each expression receives its own external mapping.	Do not infer that unlisted variants or combinations belong to a productive formula construction.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_LEXICAL_AND_RESPONSE_SUBTYPE_SPLIT_REQUIRED
FormulaDiscourseUnit	FDU-C03	language	唔該 and intensified 唔該晒 are conventional Cantonese thanks/request-related expressions.	SRC-YIP-MATTHEWS-2000-BASIC	supports_exact_lexical_formulae	Unit 7, printed pp. 33-34	The reference presents 唔該 and 唔該晒 in the polite-expression system and gives exact examples.	Source-link these individual forms as lexicalized expressions.	Do not generalize the 晒 sequence into a productive formula-building rule.	VERIFIED_FULL_TEXT	SOURCE_LINKED_LEXICAL_AND_RESPONSE_SUBTYPE_SPLIT_REQUIRED
FormulaDiscourseUnit	FDU-C04	language	多謝 is a conventional gratitude expression whose use contrasts pragmatically with 唔該.	SRC-YIP-MATTHEWS-2000-BASIC	supports_exact_lexical_formula_and_contrast	Unit 7, printed pp. 33-34	The reference distinguishes thanks for gifts/favours from service/request contexts.	Preserve 多謝 as a separately mapped lexical formula rather than merging all thanks under one syntax.	Do not derive a universal social-context classifier or treat the pedagogical contrast as exceptionless.	VERIFIED_FULL_TEXT	SOURCE_LINKED_LEXICAL_AND_RESPONSE_SUBTYPE_SPLIT_REQUIRED
FormulaDiscourseUnit	FDU-C05	language	對唔住 and 唔好意思 are attested apology-related formulae with different typical uses.	SRC-YIP-MATTHEWS-2000-BASIC	supports_exact_lexical_formulae	Unit 27, printed pp. 140-142	The reference presents exact apology expressions and usage contrasts.	Source-link these individual surfaces and retain their lexical identities.	Do not collapse every 唔好-initial string into an apology or formula.	VERIFIED_FULL_TEXT	SOURCE_LINKED_LEXICAL_AND_RESPONSE_SUBTYPE_SPLIT_REQUIRED
FormulaDiscourseUnit	FDU-C06	language	係 can function as a positive Cantonese response particle, with 唔係 as its negative counterpart.	SRC-CHENG-2022-HAI6-RESPONSE	supports_response_particle_subtype	pp. 532-533	The article explicitly analyzes response-particle 係 and contrasts it with 唔係.	Represent response-particle 係 separately from copular clauses and opaque lexical formulae.	Do not treat every token 係 or 唔係 as a discourse response.	VERIFIED_OFFICIAL_PUBLISHER_PREVIEW_AND_METADATA	SOURCE_LINKED_LEXICAL_AND_RESPONSE_SUBTYPE_SPLIT_REQUIRED
FormulaDiscourseUnit	FDU-C07	language	Response-particle 係 is not limited to answers to questions; it can respond to assertions and other speech acts.	SRC-CHENG-2022-HAI6-RESPONSE	supports_discourse_response_scope	pp. 532-533; examples (1)-(2)	The paper distinguishes response from answer and illustrates question and assertion contexts.	Use discourse context and speech-act linkage rather than a question-answer-only label.	Do not infer that a preceding question is always required.	VERIFIED_OFFICIAL_PUBLISHER_PREVIEW_AND_METADATA	SOURCE_LINKED_LEXICAL_AND_RESPONSE_SUBTYPE_SPLIT_REQUIRED
FormulaDiscourseUnit	FDU-C08	language	The exact response surface 係啊 is independently attested in a polar-question exchange.	SRC-CHENG-2022-HAI6-RESPONSE	supports_exact_surface	p. 532, example (1)	The publisher preview gives 係啊 as the response to a polar question.	Narrowly source-link the exact 係+啊 response profile.	Do not use one example to validate free substitution of 呀, 喇, 啦, 喎, or 啫.	VERIFIED_OFFICIAL_PUBLISHER_PREVIEW_AND_METADATA	SOURCE_LINKED_LEXICAL_AND_RESPONSE_SUBTYPE_SPLIT_REQUIRED
FormulaDiscourseUnit	FDU-C09	language	The exact response surfaces 係啊 and 唔係 are also attested after an assertion.	SRC-CHENG-2022-HAI6-RESPONSE	supports_exact_nonquestion_response	p. 533, example (2)	The response particle confirms or rejects a preceding assertion.	Keep response-particle analysis distinct from predicate repetition and formula lookup.	Do not treat assertion response as proof of a complete omitted copular clause.	VERIFIED_OFFICIAL_PUBLISHER_PREVIEW_AND_METADATA	SOURCE_LINKED_LEXICAL_AND_RESPONSE_SUBTYPE_SPLIT_REQUIRED
FormulaDiscourseUnit	FDU-C10	language	In a negative polar-question context, 係啊/啱嘅 confirm the negative proposition while 唔係啊/唔啱 disconfirm it.	SRC-HUANG-HER-KONG-2025-INTERROGATIVES	supports_polarity_response_boundary	pp. 166-168, example (5)	The article gives exact positive and negative response pairs and explains proposition-oriented polarity.	Preserve response polarity and the question type in discourse metadata.	Do not translate 係啊 mechanically as English yes without tracking the proposition confirmed.	VERIFIED_AUTHOR_FULL_TEXT_AND_METADATA	SOURCE_LINKED_LEXICAL_AND_RESPONSE_SUBTYPE_SPLIT_REQUIRED
