construction	construction_claim_id	claim_layer	parser_claim	source_id	source_relationship	exact_locator	source_proposition	implementation_effect	forbidden_inference	verification_state	current_disposition
ReduplicatedVP	RDVP-C01	language	Single-syllable Cantonese verbs may occur in reduplicated forms with a bounded or tentative interpretation in documented teaching examples.	SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	supports_narrow_form	user PDF p. 196 / printed p. 177; 睇睇 and 傾一傾	The coursebook states that monosyllabic verb reduplication generally indicates short duration and can sometimes convey trying an action.	Retain explicit sourced reduplication forms as bounded constructions.	Do not infer that every action verb freely reduplicates or that all reduplication means light/checking action.	VERIFIED_USER_PROVIDED_FULL_TEXT_AND_OFFICIAL_PUBLISHER_METADATA	SOURCE_LINKED_REDUPLICATION_FORM_AND_AKTIONSART_SPLIT_WITH_LEXICAL_BOUNDARIES
ReduplicatedVP	RDVP-C02	form_boundary	Bare V-V, V-一-V, and V-V-下 are overtly different patterns and must not be collapsed by deleting visible material.	SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	supports_form_split	user PDF p. 196 / printed p. 177; 傾傾, 傾一傾, 傾傾下	The teaching discussion contrasts short/tentative reduplication with V-V-下 ongoing-event expressions.	Preserve 一 and 下/吓 as overt components and represent the patterns separately.	Do not normalize all three surfaces to a bare ReduplicatedVP or silently insert missing markers.	VERIFIED_USER_PROVIDED_FULL_TEXT_AND_OFFICIAL_PUBLISHER_METADATA	SOURCE_LINKED_REDUPLICATION_FORM_AND_AKTIONSART_SPLIT_WITH_LEXICAL_BOUNDARIES
ReduplicatedVP	RDVP-C03	language	V-V-下 can describe an event in progress or an event during which another event occurs.	SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	supports_durative_sequence	user PDF p. 196 / printed p. 177; 行行下... and 我食食下飯佢打電話嚟畀我	The examples are glossed as walking along and while eating, with the reduplicated event ongoing.	Separate the V-V-下 durative/backgrounding profile from a bare V-V short-action profile.	Do not assign a single English gloss or treat the second clause as part of reduplication.	VERIFIED_USER_PROVIDED_FULL_TEXT_AND_OFFICIAL_PUBLISHER_METADATA	SOURCE_LINKED_REDUPLICATION_FORM_AND_AKTIONSART_SPLIT_WITH_LEXICAL_BOUNDARIES
ReduplicatedVP	RDVP-C04	semantic_boundary	The interpretation of verbal reduplication can be durative or iterative depending on the aspectual class of the base predicate.	SRC-LAM-2013-REDUPLICATION	supports_aktionsart_split	pp. 277-282; examples (5), (16), and (22); section 5.2	Atelic reading yields a prolonged durative interpretation, while a punctual/quantized base such as 跳 yields repeated events.	Store event-class uncertainty and avoid a single semantic value for every V-V form.	Do not infer durativity, iteration, diminution, or checking solely from token repetition.	VERIFIED_OFFICIAL_FULL_TEXT_AND_METADATA	SOURCE_LINKED_REDUPLICATION_FORM_AND_AKTIONSART_SPLIT_WITH_LEXICAL_BOUNDARIES
ReduplicatedVP	RDVP-C05	argument_boundary	Documented reduplicated predicates may occur with overt object material and larger clause structure.	SRC-LAM-2013-REDUPLICATION	contrasts_with_two_token_wrapper	example (16): 睇睇下書...	The reduplicated predicate is followed by 下 and an overt object 書 inside a larger clause.	Do not make the runtime two-token node the sole representation of verbal reduplication.	Do not hide or absorb an overt object, aspect marker, or following clause.	VERIFIED_OFFICIAL_FULL_TEXT_AND_METADATA	SOURCE_LINKED_REDUPLICATION_FORM_AND_AKTIONSART_SPLIT_WITH_LEXICAL_BOUNDARIES
ReduplicatedVP	RDVP-C06	runtime_claim	The runtime emits ReduplicatedVP from two adjacent identical action-verb tokens and describes the result as a light/checking action.	PROJECT-CP021B-R21-EVENT-MODIFICATION	records_runtime_template	main.js ReduplicatedVP category template and same_surface constraint	The runtime category is narrower in form but broader in lexical productivity than the reviewed evidence.	Treat the current node as a provisional internal wrapper pending form- and lexeme-sensitive redesign.	Do not use code, accepted output, or same_surface identity as language evidence.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_REDUPLICATION_FORM_AND_AKTIONSART_SPLIT_WITH_LEXICAL_BOUNDARIES
ReduplicatedVP	RDVP-C07	evidence_gap	The exact accepted standalone form 食食 and its runtime light/checking gloss were not directly established by the inspected external sources.	PROJECT-CP021B-R21-EVENT-MODIFICATION	records_exact_form_gap	accepted non-held-out regression snapshot 食食。 and R21 source comparison	General reduplication evidence does not settle this exact lexical item, punctuation context, or reading.	Keep the exact item review-bearing and seek direct corpus or speaker evidence.	Search failure is not proof that 食食 is impossible or unnatural.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_REDUPLICATION_FORM_AND_AKTIONSART_SPLIT_WITH_LEXICAL_BOUNDARIES
ReduplicatedVP	RDVP-C08	productivity_boundary	A same-surface cross-product over all runtime action verbs is not licensed by the available reduplication research.	SRC-LAM-2013-REDUPLICATION	restricts_productivity	pp. 277-282 and conclusion	Interpretation depends on aktionsart, and the paper does not provide an exhaustive lexical inventory.	Require reviewed lexical/event-class compatibility rather than category membership alone.	Do not promote ReduplicatedVP to supported_productive from a theoretical analysis or a few examples.	VERIFIED_OFFICIAL_FULL_TEXT_AND_METADATA	SOURCE_LINKED_REDUPLICATION_FORM_AND_AKTIONSART_SPLIT_WITH_LEXICAL_BOUNDARIES
ReduplicatedVP	RDVP-C09	disposition	ReduplicatedVP requires a split among bare V-V, V-一-V, and V-V-下, with event-class and lexical boundaries.	PROJECT-CP021B-R21-EVENT-MODIFICATION	records_disposition	R21 synthesis	The broad form exists, but the runtime’s exact form, semantics, and productivity do not align with the source distinctions.	Preserve behavior during the freeze and record a future compositional remediation.	Do not change parser behavior or accepted fixtures in R21.	VERIFIED_INTERNAL_RECORD	SOURCE_LINKED_REDUPLICATION_FORM_AND_AKTIONSART_SPLIT_WITH_LEXICAL_BOUNDARIES
DelimitedVP	DVP-C01	language	Postverbal 吓 is documented as a delimitative marker meaning roughly to do an activity for a bounded while.	SRC-SIO-BOND-2025	supports_delimitative_core	PDF pp. 2-3; outer-aspect inventory	The paper lists 吓 among Cantonese outer-aspect markers and assigns a delimitative interpretation.	Retain an overt V-吓 profile rather than treating 吓 as an interjection.	Do not infer unrestricted lexical compatibility or a complete aspect inventory from the illustrative table.	VERIFIED_OFFICIAL_FULL_TEXT	SOURCE_LINKED_DELIMITATIVE_FORM_WITH_ACTIVITY_SELECTION_AND_ANALYSIS_REALIGNMENT_REQUIRED
