15	陳明	陳明: 你想買咩呀？	/nei5 soeng2 maai5 me1 aa3?/
16	李芳	李芳: 我想買本簿同埋啲貼紙。	/ngo5 soeng2 maai5 bun2 bou6 tung4 maai4 di1 tip3 zi2./
17	陳明	陳明: 嗰間舖頭嘢多唔多呀？	/go2 gaan1 pou3 tau2 je5 do1 m4 do1 aa3?/
18	李芳	李芳: 好多㗎，乜都有。	/hou2 do1 gaa3, mat1 dou1 jau5./
19	陳明	陳明: 價錢貴唔貴呀？	/gaa3 cin4 gwai3 m4 gwai3 aa3?/
20	李芳	李芳: 唔算貴，好合理㗎。	/m4 syun3 gwai3, hou2 hap6 lei5 gaa3./
21	陳明	陳明: 咁就好喇，我最驚貴嘢。	/gam2 zau6 hou2 laa3, ngo5 zeoi3 geng1 gwai3 je5./
22	李芳	李芳: 放心啦，呢間好抵㗎。	/fong3 sam1 laa1, ni1 gaan1 hou2 dai2 gaa3./
23	陳明	陳明: 叫咩名呀嗰間舖？	/giu3 me1 meng2 aa3 go2 gaan1 pou3?/
24	李芳	李芳: 叫明記文具舖。	/giu3 ming4 gei3 man4 geoi6 pou3./
25	陳明	陳明: 明記？幾時開門㗎？	/ming4 gei3? gei2 si4 hoi1 mun4 gaa3?/
26	李芳	李芳: 朝早九點開，開到夜晚八點。	/ziu1 zou2 gau2 dim2 hoi1, hoi1 dou3 je6 maan5 baat3 dim2./
27	陳明	陳明: 而家去啱啱好，仲有時間。	/ji4 gaa1 heoi3 ngaam1 ngaam1 hou2, zung6 jau5 si4 gaan3./
28	李芳	李芳: 係呀，我哋走啦。	/hai6 aa3, ngo5 dei6 zau2 laa1./
