29	張美玲	張美玲: 下晝三點得唔得？	/haa6 zau3 saam1 dim2 dak1 m4 dak1?/
30	黃志明	黃志明: 得呀，冇問題。	/dak1 aa3, mou5 man6 tai4./
31	張美玲	張美玲: 我哋邊度見？	/ngo5 dei6 bin1 dou6 gin3?/
32	黃志明	黃志明: 泳池門口見，好唔好？	/wing6 ci4 mun4 hau2 gin3, hou2 m4 hou2?/
33	張美玲	張美玲: 好呀，我帶咩呀？	/hou2 aa3, ngo5 daai3 me1 aa3?/
34	黃志明	黃志明: 帶泳衣同埋毛巾。	/daai3 wing6 ji1 tung4 maai4 mou4 gan1./
35	張美玲	張美玲: 使唔使帶泳鏡？	/sai2 m4 sai2 daai3 wing6 geng2?/
36	黃志明	黃志明: 最好帶埋。	/zeoi3 hou2 daai3 maai4./
37	張美玲	張美玲: 好，我記住喇。	/hou2, ngo5 gei3 zyu6 laa3./
38	黃志明	黃志明: 如果落雨點算？	/jyu4 gwo2 lok6 jyu5 dim2 syun3?/
39	張美玲	張美玲: 咁就改第二日囉。	/gam2 zau6 goi2 dai6 ji6 jat6 lo1./
40	黃志明	黃志明: 好，咁就星期六見。	/hou2, gam2 zau6 sing1 kei4 luk6 gin3./
