1	陳先生	陳先生: 唔該，借借。	/m4 goi1, ze3 ze3./
2	李生	李生: 早晨，先生。請問你搵邊個？	/zou2 san4, sin1 saang1. cing2 man6 nei5 wan2 bin1 go3?/
3	陳先生	陳先生: 我搵王經理。	/ngo5 wan2 wong4 ging1 lei5./
4	李生	李生: 你有冇預約？	/nei5 jau5 mou5 jyu6 joek3?/
5	陳先生	陳先生: 有呀，我約咗十點。	/jau5 aa3, ngo5 joek3 zo2 sap6 dim2./
6	李生	李生: 請問你貴姓？	/cing2 man6 nei5 gwai3 sing3?/
7	陳先生	陳先生: 我姓陳。	/ngo5 sing3 can4./
8	李生	李生: 陳先生，等陣。我打電話問下。	/can4 sin1 saang1, dang2 zan6. ngo5 daa2 din6 waa2 man6 haa5./
9	陳先生	陳先生: 好，唔該晒。	/hou2, m4 goi1 saai3./
10	李生	李生: 喂，王經理，有位陳先生搵你。	/wai2, wong4 ging1 lei5, jau5 wai2 can4 sin1 saang1 wan2 nei5./
11	李生	李生: 好，明白。	/hou2, ming4 baak6./
12	李生	李生: 陳先生，可以入去喇。	/can4 sin1 saang1, ho2 ji5 jap6 heoi3 laa3./
13	陳先生	陳先生: 去邊度呀？	/heoi3 bin1 dou6 aa3?/
14	李生	李生: 上三樓，轉右。	/soeng5 saam1 lau2, zyun3 jau6./
