15	陳先生	陳先生: 三樓，轉右？	/saam1 lau2, zyun3 jau6?/
16	李生	李生: 係呀，好易搵嘅。	/hai6 aa3, hou2 ji6 wan2 ge3./
17	陳先生	陳先生: 要唔要拎訪客證？	/jiu3 m4 jiu3 ling1 fong2 haak3 zing3?/
18	李生	李生: 要呀。呢張係你嘅訪客證。	/jiu3 aa3. ni1 zoeng1 hai6 nei5 ge3 fong2 haak3 zing3./
19	陳先生	陳先生: 哦，多謝。	/o4, do1 ze6./
20	李生	李生: 走嗰陣要還返畀我。	/zau2 go2 zan6 jiu3 waan4 faan1 bei2 ngo5./
21	陳先生	陳先生: 明白，冇問題。	/ming4 baak6, mou5 man6 tai4./
22	李生	李生: 電梯喺度。	/din6 tai1 hai2 dou6./
23	陳先生	陳先生: 好，唔該。	/hou2, m4 goi1./
24	李生	李生: 唔使客氣。	/m4 sai2 haak3 hei3./
25	陳先生	陳先生: 唔該借借，我要入電梯。	/m4 goi1 ze3 ze3, ngo5 jiu3 jap6 din6 tai1./
26	李生	李生: 請。	/cing2./
27	陳先生	陳先生: 呢度好多人。	/ni1 dou6 hou2 do1 jan4./
28	李生	李生: 係呀，而家係繁忙時間。	/hai6 aa3, ji4 gaa1 hai6 faan4 mong4 si4 gaan3./
