21	呀	aa3	[sentence particle]
22	唔	m4	not
23	你	nei5	you
24	我	ngo5	I, me
25	好	hou2	good, very
26	多謝	do1 ze6	thank you
27	冇問題	mou5 man6 tai4	no problem
28	冇	mou5	not have, without
29	問題	man6 tai4	problem, question
30	咁	gam2	so, then, like that
31	仲有	zung6 jau5	still have, also have
32	有	jau5	to have, there is/are
33	可以	ho2 ji5	can, may, possible
34	幾時	gei2 si4	when
35	返	faan1	to return, go back
36	畀	bei2	to give
37	聽日	ting1 jat6	tomorrow
38	先	sin1	first, then (after that)
39	嘅	ge3	[possessive/descriptive particle]
40	同	tung4	with, and
