14	小紅	小紅: 暖水搓得好啲。	/Siu2 Hung4: Nyun5 seoi2 co1 dak1 hou2 di1./
15	阿明	阿明: 哦,明白喇!	/Aa3 Ming4: O4, ming4 baak6 laa3!/
16	小紅	小紅: 搓到好似耳仔咁軟就得喇。	/Siu2 Hung4: Co1 dou3 hou2 ci5 ji5 zai2 gam3 jyun5 zau6 dak1 laa3./
17	阿明	阿明: 耳仔咁軟?好得意!	/Aa3 Ming4: Ji5 zai2 gam3 jyun5? Hou2 dak1 ji3!/
18	小紅	小紅: 哈哈,係呀!然後搓成粒粒。	/Siu2 Hung4: Haa1 haa1, hai6 aa3! Jin4 hau6 co1 sing4 nap1 nap1./
19	阿明	阿明: 要整幾大粒呀?	/Aa3 Ming4: Jiu3 zing2 gei2 daai6 nap1 aa3?/
20	小紅	小紅: 好似波子咁大就得。	/Siu2 Hung4: Hou2 ci5 bo1 zi2 gam3 daai6 zau6 dak1./
21	阿明	阿明: 包唔包餡㗎?	/Aa3 Ming4: Baau1 m4 baau1 haam6 gaa3?/
22	小紅	小紅: 可以包,都可以唔包。	/Siu2 Hung4: Ho2 ji5 baau1, dou1 ho2 ji5 m4 baau1./
23	阿明	阿明: 包咩餡好呀?	/Aa3 Ming4: Baau1 me1 haam6 hou2 aa3?/
24	小紅	小紅: 花生、芝麻、豆沙都得。	/Siu2 Hung4: Faa1 sang1, zi1 maa4, dau6 saa1 dou1 dak1./
25	阿明	阿明: 我鍾意芝麻!	/Aa3 Ming4: Ngo5 zung1 ji3 zi1 maa4!/
26	小紅	小紅: 好呀!咁我哋整芝麻嘅。	/Siu2 Hung4: Hou2 aa3! Gam2 ngo5 dei6 zing2 zi1 maa4 ge3./
