29	志明	志明: 兩三張就夠喇。	/loeng5 saam1 zoeng1 zau6 gau3 laa3./
30	美華	美華: 呢啲俾你。	/ni1 di1 bei2 nei5./
31	志明	志明: 多謝晒你。	/do1 ze6 saai3 nei5./
32	美華	美華: 唔使客氣。	/m4 sai2 haak3 hei3./
33	志明	志明: 你真係好人。	/nei5 zan1 hai6 hou2 jan4./
34	美華	美華: 朋友嚟㗎嘛。	/pang4 jau5 lai4 gaa3 maa3./
35	志明	志明: 下次你要借嘢就搵我。	/haa6 ci3 nei5 jiu3 ze3 je5 zau6 wan2 ngo5./
36	美華	美華: 好呀，一定會。	/hou2 aa3, jat1 ding6 wui5./
37	志明	志明: 我走喇。	/ngo5 zau2 laa3./
38	美華	美華: 慢慢行。	/maan6 maan6 haang4./
39	志明	志明: 拜拜。	/baai1 baai3./
40	美華	美華: 拜拜，記得還遮呀。	/baai1 baai3, gei3 dak1 waan4 ze1 aa3./
