1	家豪	家豪: 詠思，你將來想做乜嘢工作呀？	/wing6 si1, nei5 zoeng1 loi4 soeng2 zou6 mat1 je5 gung1 zok3 aa3?/
2	詠思	詠思: 我都唔係好肯定。你呢？	/ngo5 dou1 m4 hai6 hou2 hang2 ding6. nei5 ne1?/
3	家豪	家豪: 我想做老師，教小朋友。	/ngo5 soeng2 zou6 lou5 si1, gaau3 siu2 pang4 jau5./
4	詠思	詠思: 嘩，做老師好辛苦㗎喎！	/waa3, zou6 lou5 si1 hou2 san1 fu2 gaa3 wo3!/
5	家豪	家豪: 係辛苦，但係我鍾意同小朋友相處。	/hai6 san1 fu2, daan6 hai6 ngo5 zung1 ji3 tung4 siu2 pang4 jau5 soeng1 cyu5./
6	詠思	詠思: 咁你讀緊教育啦？	/gam2 nei5 duk6 gan2 gaau3 juk6 laa1?/
7	家豪	家豪: 係呀，我讀緊教育學位課程。	/hai6 aa3, ngo5 duk6 gan2 gaau3 juk6 hok6 wai2 fo3 cing4./
8	詠思	詠思: 仲有幾多年先畢業呀？	/zung6 jau5 gei2 do1 nin4 sin1 bat1 jip6 aa3?/
9	家豪	家豪: 仲有兩年。你呢？你想做咩？	/zung6 jau5 loeng5 nin4. nei5 ne1? nei5 soeng2 zou6 me1?/
10	詠思	詠思: 我鍾意畫畫，想做設計師。	/ngo5 zung1 ji3 waak6 waa2, soeng2 zou6 cit3 gai3 si1./
11	家豪	家豪: 吓？你讀緊設計？	/haa2? nei5 duk6 gan2 cit3 gai3?/
12	詠思	詠思: 未呀，我而家讀緊商科。	/mei6 aa3, ngo5 ji4 gaa1 duk6 gan2 soeng1 fo1./
13	家豪	家豪: 點解唔讀設計呀？	/dim2 gaai2 m4 duk6 cit3 gai3 aa3?/
14	詠思	詠思: 我屋企人話商科搵食容易啲。	/ngo5 uk1 kei2 jan4 waa6 soeng1 fo1 wan2 sik6 jung4 ji6 di1./
