1	志明	志明: 美華，喺唔喺度呀？	/mei5 waa4, hai2 m4 hai2 dou6 aa3?/
2	美華	美華: 喺呀，入嚟啦。	/hai2 aa3, jap6 lai4 laa1./
3	志明	志明: 唔好意思，想借啲嘢用。	/m4 hou2 ji3 si1, soeng2 ze3 di1 je5 jung6./
4	美華	美華: 乜嘢嚟㗎？	/mat1 je5 lai4 gaa3?/
5	志明	志明: 借支筆得唔得呀？	/ze3 zi1 bat1 dak1 m4 dak1 aa3?/
6	美華	美華: 得呀，要邊支？	/dak1 aa3, jiu3 bin1 zi1?/
7	志明	志明: 藍色嘅就得喇。	/laam4 sik1 ge3 zau6 dak1 laa3./
8	美華	美華: 呢支俾你。	/ni1 zi1 bei2 nei5./
9	志明	志明: 唔該晒。	/m4 goi1 saai3./
10	美華	美華: 仲有冇其他嘢呀？	/zung6 jau5 mou5 kei4 taa1 je5 aa3?/
11	志明	志明: 有呀，借把遮得唔得？	/jau5 aa3, ze3 baa2 ze1 dak1 m4 dak1?/
12	美華	美華: 今日落雨呀？	/gam1 jat6 lok6 jyu5 aa3?/
13	志明	志明: 係呀，出面落緊雨。	/hai6 aa3, ceot1 min6 lok6 gan2 jyu5./
14	美華	美華: 我把遮喺門口。	/ngo5 baa2 ze1 hai2 mun4 hau2./
