15	李明	李明: 去銅鑼灣，嗰度好多鋪。	/heoi3 tung4 lo4 waan1, go2 dou6 hou2 do1 pou3./
16	張莉	張莉: 好呀，我想買衫。	/hou2 aa3, ngo5 soeng2 maai5 saam1./
17	李明	李明: 行完街，我哋食飯。	/haang4 jyun4 gaai1, ngo5 dei6 sik6 faan6./
18	張莉	張莉: 好，食咩好？	/hou2, sik6 me1 hou2?/
19	李明	李明: 你鍾意食咩？	/nei5 zung1 ji3 sik6 me1?/
20	張莉	張莉: 我鍾意食日本菜。	/ngo5 zung1 ji3 sik6 jat6 bun2 coi3./
21	李明	李明: 日本菜好呀，我都鍾意。	/jat6 bun2 coi3 hou2 aa3, ngo5 dou1 zung1 ji3./
22	張莉	張莉: 嗰度有間好好食嘅餐廳。	/go2 dou6 jau5 gaan1 hou2 hou2 sik6 ge3 caan1 teng1./
23	李明	李明: 係咪好貴？	/hai6 mai6 hou2 gwai3?/
24	張莉	張莉: 唔係好貴，都OK。	/m4 hai6 hou2 gwai3, dou1 OK./
25	李明	李明: 咁好，幾點鐘見？	/gam2 hou2, gei2 dim2 zung1 gin3?/
26	張莉	張莉: 下晝兩點得唔得？	/haa6 zau3 loeng5 dim2 dak1 m4 dak1?/
27	李明	李明: 兩點有啲遲，一點好啲。	/loeng5 dim2 jau5 di1 ci4, jat1 dim2 hou2 di1./
28	張莉	張莉: 一點？OK，冇問題。	/jat1 dim2? OK, mou5 man6 tai4./
