29	阿文	阿文: 好呀!早瞓早起好健康!	/Aa3 Man4: Hou2 aa3! Zou2 fan3 zou2 hei2 hou2 gin6 hong1!/
30	阿芬	阿芬: 係呀!仲有,我想睇多啲書。	/Aa3 Fan1: Hai6 aa3! Zung6 jau5, ngo5 soeng2 tai2 do1 di1 syu1./
31	阿文	阿文: 睇咩書呀?	/Aa3 Man4: Tai2 me1 syu1 aa3?/
32	阿芬	阿芬: 小說、雜誌,乜都睇。	/Aa3 Fan1: Siu2 syut3, zaap6 zi3, mat1 dou1 tai2./
33	阿文	阿文: 一個月睇幾多本呀?	/Aa3 Man4: Jat1 go3 jyut6 tai2 gei2 do1 bun2 aa3?/
34	阿芬	阿芬: 我想一個月睇兩本。	/Aa3 Fan1: Ngo5 soeng2 jat1 go3 jyut6 tai2 loeng5 bun2./
35	阿文	阿文: 好呀!我都想睇多啲書!	/Aa3 Man4: Hou2 aa3! Ngo5 dou1 soeng2 tai2 do1 di1 syu1!/
36	阿芬	阿芬: 咁我哋一齊睇,一齊討論!	/Aa3 Fan1: Gam2 ngo5 dei6 jat1 cai4 tai2, jat1 cai4 tou2 leon6!/
37	阿文	阿文: 好主意!我哋可以整個讀書會!	/Aa3 Man4: Hou2 zyu2 ji3! Ngo5 dei6 ho2 ji5 zing2 go3 duk6 syu1 wui5!/
38	阿芬	阿芬: 讀書會?幾好呀!	/Aa3 Fan1: Duk6 syu1 wui5? Gei2 hou2 aa3!/
39	阿文	阿文: 我哋每個月見一次?	/Aa3 Man4: Ngo5 dei6 mui5 go3 jyut6 gin3 jat1 ci3?/
40	阿芬	阿芬: 好呀!邊度見呀?	/Aa3 Fan1: Hou2 aa3! Bin1 dou6 gin3 aa3?/
41	阿文	阿文: 可以去咖啡店。	/Aa3 Man4: Ho2 ji5 heoi3 gaa3 fe1 dim3./
42	阿芬	阿芬: 好呀!我哋輪流揀書!	/Aa3 Fan1: Hou2 aa3! Ngo5 dei6 leon4 lau4 gaan2 syu1!/
