15	張美玲	張美玲: 你平時去邊度游水？	/nei5 ping4 si4 heoi3 bin1 dou6 jau4 seoi2?/
16	黃志明	黃志明: 我去公眾泳池。	/ngo5 heoi3 gung1 zung3 wing6 ci4./
17	張美玲	張美玲: 邊個公眾泳池呀？	/bin1 go3 gung1 zung3 wing6 ci4 aa3?/
18	黃志明	黃志明: 維多利亞公園嗰個。	/wai4 do1 lei6 aa3 gung1 jyun2 go2 go3./
19	張美玲	張美玲: 哦，嗰度幾好。	/o4, go2 dou6 gei2 hou2./
20	黃志明	黃志明: 係呀，又近又平。	/hai6 aa3, jau6 kan5 jau6 peng4./
21	張美玲	張美玲: 入場費幾多錢？	/jap6 coeng4 fai3 gei2 do1 cin2?/
22	黃志明	黃志明: 十九蚊啫。	/sap6 gau2 man1 ze1./
23	張美玲	張美玲: 真係好平喎！	/zan1 hai6 hou2 peng4 wo3!/
24	黃志明	黃志明: 係呀，所以好多人去。	/hai6 aa3, so2 ji5 hou2 do1 jan4 heoi3./
25	張美玲	張美玲: 你今個星期六得唔得閒？	/nei5 gam1 go3 sing1 kei4 luk6 dak1 m4 dak1 haan4?/
26	黃志明	黃志明: 得閒呀，做咩呀？	/dak1 haan4 aa3, zou6 me1 aa3?/
27	張美玲	張美玲: 不如一齊去游水？	/bat1 jyu4 jat1 cai4 heoi3 jau4 seoi2?/
28	黃志明	黃志明: 好呀！幾點去？	/hou2 aa3! gei2 dim2 heoi3?/
