12	dialog_turn	12	阿珊	阿珊: 唔使客氣,去啦!	/Aa3 Saan1: M4 sai2 haak3 hei3, heoi3 laa1!/
13	dialog_turn	13	阿輝	阿輝: 咁我走先喇!	/Aa3 Fai1: Gam2 ngo5 zau2 sin1 laa3!/
14	dialog_turn	14	阿珊	阿珊: 拜拜!小心啲!	/Aa3 Saan1: Baai1 baai3! Siu2 sam1 di1!/
15	stage_direction			阿輝站起身...	Aa3 Fai1 zaam6 hei2 san1...
16	dialog_turn	15	老細	老細: 阿輝,去邊呀?	/Lou5 Sai3: Aa3 Fai1, heoi3 bin1 aa3?/
17	dialog_turn	16	阿輝	阿輝: 老細,唔好意思,我要走喇。	/Aa3 Fai1: Lou5 sai3, m4 hou2 ji3 si1, ngo5 jiu3 zau2 laa3./
18	dialog_turn	17	老細	老細: 而家走?點解?	/Lou5 Sai3: Ji4 gaa1 zau2? Dim2 gaai2?/
19	dialog_turn	18	阿輝	阿輝: 我要接仔女放學。	/Aa3 Fai1: Ngo5 jiu3 zip3 zai2 neoi5 fong3 hok6./
20	dialog_turn	19	老細	老細: 哦,咁你快啲走啦!	/Lou5 Sai3: O4, gam2 nei5 faai3 di1 zau2 laa1!/
21	dialog_turn	20	阿輝	阿輝: 真㗎?唔使留低?	/Aa3 Fai1: Zan1 gaa3? M4 sai2 lau4 dai1?/
22	dialog_turn	21	老細	老細: 唔使,家人緊要啲。	/Lou5 Sai3: M4 sai2, gaa1 jan4 gan2 jiu3 di1./
