15	阿文	阿文: 我鍾意日本文化。	/Aa3 Man4: Ngo5 zung1 ji3 Jat6 bun2 man4 faa3./
16	阿芬	阿芬: 咁你點樣學呀?	/Aa3 Fan1: Gam2 nei5 dim2 joeng2 hok6 aa3?/
17	阿文	阿文: 我會用app同上堂。	/Aa3 Man4: Ngo5 wui5 jung6 app tung4 soeng5 tong4./
18	阿芬	阿芬: 幾時上堂呀?	/Aa3 Fan1: Gei2 si4 soeng5 tong4 aa3?/
19	阿文	阿文: 每個禮拜兩次。	/Aa3 Man4: Mui5 go3 lai5 baai3 loeng5 ci3./
20	阿芬	阿芬: 好呀!你一定得㗎!	/Aa3 Fan1: Hou2 aa3! Nei5 jat1 ding6 dak1 gaa3!/
21	阿文	阿文: 多謝!你都一定得!	/Aa3 Man4: Do1 ze6! Nei5 dou1 jat1 ding6 dak1!/
22	阿芬	阿芬: 仲有,我想早啲瞓。	/Aa3 Fan1: Zung6 jau5, ngo5 soeng2 zou2 di1 fan3./
23	阿文	阿文: 你平時幾點瞓呀?	/Aa3 Man4: Nei5 peng4 si4 gei2 dim2 fan3 aa3?/
24	阿芬	阿芬: 好夜,通常十二點後。	/Aa3 Fan1: Hou2 je6, tung1 soeng4 sap6 ji6 dim2 hau6./
25	阿文	阿文: 咁夜?對身體唔好喎!	/Aa3 Man4: Gam3 je6? Deoi3 san1 tai2 m4 hou2 wo3!/
26	阿芬	阿芬: 我知,所以要改。	/Aa3 Fan1: Ngo5 zi1, so2 ji5 jiu3 goi2./
27	阿文	阿文: 你想幾點瞓呀?	/Aa3 Man4: Nei5 soeng2 gei2 dim2 fan3 aa3?/
28	阿芬	阿芬: 我想十點半瞓。	/Aa3 Fan1: Ngo5 soeng2 sap6 dim2 bun3 fan3./
