1	張美玲	張美玲: 志明，你識唔識游水？	/zi3 ming4, nei5 sik1 m4 sik1 jau4 seoi2?/
2	黃志明	黃志明: 識少少啫。你呢？	/sik1 siu2 siu2 ze1. nei5 ne1?/
3	張美玲	張美玲: 我都識少少。	/ngo5 dou1 sik1 siu2 siu2./
4	黃志明	黃志明: 你幾時學識嘅？	/nei5 gei2 si4 hok6 sik1 ge3?/
5	張美玲	張美玲: 細個學嘅，你呢？	/sai3 go3 hok6 ge3, nei5 ne1?/
6	黃志明	黃志明: 我中學先學。	/ngo5 zung1 hok6 sin1 hok6./
7	張美玲	張美玲: 你鍾唔鍾意游水？	/nei5 zung1 m4 zung1 ji3 jau4 seoi2?/
8	黃志明	黃志明: 鍾意呀，好好玩。	/zung1 ji3 aa3, hou2 hou2 waan2./
9	張美玲	張美玲: 你識游邊種？	/nei5 sik1 jau4 bin1 zung2?/
10	黃志明	黃志明: 我識自由式同埋蛙式。	/ngo5 sik1 zi6 jau4 sik1 tung4 maai4 waa1 sik1./
11	張美玲	張美玲: 嘩，你好叻喎！	/waa3, nei5 hou2 lek1 wo3!/
12	黃志明	黃志明: 唔係好叻，一般啫。	/m4 hai6 hou2 lek1, jat1 bun1 ze1./
13	張美玲	張美玲: 我淨係識蛙式。	/ngo5 zing6 hai6 sik1 waa1 sik1./
14	黃志明	黃志明: 蛙式都好好呀。	/waa1 sik1 dou1 hou2 hou2 aa3./
