29	陳明	陳明: 行去定係坐車去？	/haang4 heoi3 ding6 hai6 co5 ce1 heoi3?/
30	李芳	李芳: 行去啦，好近咋。	/haang4 heoi3 laa1, hou2 gan6 zaa3./
31	陳明	陳明: 好呀，順便行吓。	/hou2 aa3, seon6 bin6 haang4 haa5./
32	李芳	李芳: 由呢度一直行就到㗎喇。	/jau4 ni1 dou6 jat1 zik6 haang4 zau6 dou3 gaa3 laa3./
33	陳明	陳明: 好清楚，多謝你呀。	/hou2 cing1 co2, do1 ze6 nei5 aa3./
34	李芳	李芳: 唔使客氣，小事啫。	/m4 sai2 haak3 hei3, siu2 si6 ze1./
35	陳明	陳明: 你成日去嗰度買嘢咩？	/nei5 seng4 jat6 heoi3 go2 dou6 maai5 je5 me1?/
36	李芳	李芳: 係呀，好方便㗎。	/hai6 aa3, hou2 fong1 bin6 gaa3./
37	陳明	陳明: 咁以後我都去嗰度買。	/gam2 ji5 hau6 ngo5 dou1 heoi3 go2 dou6 maai5./
38	李芳	李芳: 好呀，我哋一齊去啦。	/hou2 aa3, ngo5 dei6 jat1 cai4 heoi3 laa1./
39	陳明	陳明: 嗯，快啲行啦。	/ng2, faai3 di1 haang4 laa1./
40	李芳	李芳: 好，我哋出發喇。	/hou2, ngo5 dei6 ceot1 faat3 laa3./
