21	但係	daan6 hai6	but; however
22	而家	ji4 gaa1	now; currently
23	好	hou2	very; quite
24	安全	on1 cyun4	safe; safety
25	覺得	gok3 dak1	to feel; to think
26	幾	gei2	quite; fairly; how
27	難	naan4	difficult; hard
28	易	ji6	easy
29	睇	tai2	to look; to watch; to see
30	人	jan4	person; people
31	有啲	jau5 di1	some; a little; somewhat
32	練習	lin6 zaap6	to practice; practice
33	就	zau6	then; only then
34	會	wui5	will; can; know how to
35	啦	laa1	[particle]
36	志明	zi3 ming4	Chi Ming (given name)
37	美玲	mei5 ling4	Mei Ling (given name)
38	張	zoeng1	Zhang/Cheung (surname)
39	黃	wong4	Wong/Huang (surname)
40	呢	ne1	[question particle]
