27	阿明	阿明: 要煲幾耐呀?	/Aa3 Ming4: Jiu3 bou1 gei2 noi6 aa3?/
28	小紅	小紅: 唔使耐,五分鐘左右。	/Siu2 Hung4: M4 sai2 noi6, ng5 fan1 zung1 zo2 jau6./
29	阿明	阿明: 點知熟咗未呀?	/Aa3 Ming4: Dim2 zi1 suk6 zo2 mei6 aa3?/
30	小紅	小紅: 浮起就熟喇!	/Siu2 Hung4: Fau4 hei2 zau6 suk6 laa3!/
31	阿明	阿明: 咁簡單!	/Aa3 Ming4: Gam3 gaan1 daan1!/
32	小紅	小紅: 係呀!放啲糖水就食得喇。	/Siu2 Hung4: Hai6 aa3! Fong3 di1 tong4 seoi2 zau6 sik6 dak1 laa3./
33	阿明	阿明: 冬至點解要食湯圓㗎?	/Aa3 Ming4: Dung1 zi3 dim2 gaai2 jiu3 sik6 tong1 jyun4 gaa3?/
34	小紅	小紅: 代表一家團圓。	/Siu2 Hung4: Doi6 biu2 jat1 gaa1 tyun4 jyun4./
35	阿明	阿明: 哦,好有意思!	/Aa3 Ming4: O4, hou2 jau5 ji3 si1!/
36	小紅	小紅: 仲有,湯圓係圓嘅,好意頭。	/Siu2 Hung4: Zung6 jau5, tong1 jyun4 hai6 jyun4 ge3, hou2 ji3 tau4./
37	阿明	阿明: 圓代表團圓,啱喇!	/Aa3 Ming4: Jyun4 doi6 biu2 tyun4 jyun4, ngaam1 laa3!/
38	小紅	小紅: 冬至係一年最長嘅夜晚。	/Siu2 Hung4: Dung1 zi3 hai6 jat1 nin4 zeoi3 coeng4 ge3 je6 maan5./
