39	阿明	阿明: 所以一家人聚埋?	/Aa3 Ming4: So2 ji5 jat1 gaa1 jan4 zeoi6 maai4?/
40	小紅	小紅: 係呀!同屋企人食飯最緊要。	/Siu2 Hung4: Hai6 aa3! Tung4 uk1 kei2 jan4 sik6 faan6 zeoi3 gan2 jiu3./
41	阿明	阿明: 我哋幾時一齊整呀?	/Aa3 Ming4: Ngo5 dei6 gei2 si4 jat1 cai4 zing2 aa3?/
42	小紅	小紅: 冬至前一日得唔得?	/Siu2 Hung4: Dung1 zi3 cin4 jat1 jat6 dak1 m4 dak1?/
43	阿明	阿明: 得呀!我嚟你屋企?	/Aa3 Ming4: Dak1 aa3! Ngo5 lai4 nei5 uk1 kei2?/
44	小紅	小紅: 好呀!下晝三點得唔得?	/Siu2 Hung4: Hou2 aa3! Haa6 zau3 saam1 dim2 dak1 m4 dak1?/
45	阿明	阿明: 冇問題!我帶啲嘢嚟?	/Aa3 Ming4: Mou5 man6 tai4! Ngo5 daai3 di1 je5 lai4?/
46	小紅	小紅: 唔使呀,我買晒喇。	/Siu2 Hung4: M4 sai2 aa3, ngo5 maai5 saai3 laa3./
47	阿明	阿明: 咁我帶飲品啦!	/Aa3 Ming4: Gam2 ngo5 daai3 jam2 ban2 laa1!/
48	小紅	小紅: 好呀!多謝!	/Siu2 Hung4: Hou2 aa3! Do1 ze6!/
49	阿明	阿明: 一齊整湯圓,好期待!	/Aa3 Ming4: Jat1 cai4 zing2 tong1 jyun4, hou2 kei4 doi6!/
50	小紅	小紅: 我都係!到時見!	/Siu2 Hung4: Ngo5 dou1 hai6! Dou3 si4 gin3!/
