1	阿文	阿文: 新年快到喇!你有冇諗新年大計呀?	/Aa3 Man4: San1 nin4 faai3 dou3 laa3! Nei5 jau5 mou5 nam2 san1 nin4 daai6 gai3 aa3?/
2	阿芬	阿芬: 有呀!我想改變好多嘢!	/Aa3 Fan1: Jau5 aa3! Ngo5 soeng2 goi2 bin3 hou2 do1 je5!/
3	阿文	阿文: 咩嘢呀?	/Aa3 Man4: Me1 je5 aa3?/
4	阿芬	阿芬: 我想減肥!	/Aa3 Fan1: Ngo5 soeng2 gaam2 fei4!/
5	阿文	阿文: 減肥?你唔肥喎!	/Aa3 Man4: Gaam2 fei4? Nei5 m4 fei4 wo3!/
6	阿芬	阿芬: 我想減五公斤。	/Aa3 Fan1: Ngo5 soeng2 gaam2 ng5 gung1 gan1./
7	阿文	阿文: 點樣減呀?	/Aa3 Man4: Dim2 joeng2 gaam2 aa3?/
8	阿芬	阿芬: 我想去健身室做運動。	/Aa3 Fan1: Ngo5 soeng2 heoi3 gin6 san1 sat1 zou6 wan6 dung6./
9	阿文	阿文: 幾時開始呀?	/Aa3 Man4: Gei2 si4 hoi1 ci2 aa3?/
10	阿芬	阿芬: 一月一號!你呢?你有冇大計?	/Aa3 Fan1: Jat1 jyut6 jat1 hou6! Nei5 ne1? Nei5 jau5 mou5 daai6 gai3?/
11	阿文	阿文: 有呀,我想學語言。	/Aa3 Man4: Jau5 aa3, ngo5 soeng2 hok6 jyu5 jin4./
12	阿芬	阿芬: 學邊隻語言呀?	/Aa3 Fan1: Hok6 bin1 zek3 jyu5 jin4 aa3?/
13	阿文	阿文: 我想學日文。	/Aa3 Man4: Ngo5 soeng2 hok6 Jat6 man4./
14	阿芬	阿芬: 點解學日文呀?	/Aa3 Fan1: Dim2 gaai2 hok6 Jat6 man4 aa3?/
