1	陳明	陳明: 喂，李芳，你知唔知附近邊度有文具舖？	/wai3, lei5 fong1, nei5 zi1 m4 zi1 fu6 gan6 bin1 dou6 jau5 man4 geoi6 pou3?/
2	李芳	李芳: 文具舖？你想買咩嘢呀？	/man4 geoi6 pou3? nei5 soeng2 maai5 me1 je5 aa3?/
3	陳明	陳明: 我想買支筆同埋啲文件夾。	/ngo5 soeng2 maai5 zi1 bat1 tung4 maai4 di1 man4 gin6 gaap3./
4	李芳	李芳: 噢，咁啱我知道有間幾好嘅。	/o5, gam3 ngaam1 ngo5 zi1 dou3 jau5 gaan1 gei2 hou2 ge3./
5	陳明	陳明: 真係？喺邊度呀？	/zan1 hai6? hai2 bin1 dou6 aa3?/
6	李芳	李芳: 喺超級市場隔離，好近㗎。	/hai2 ciu1 kap1 si5 coeng4 gaak3 lei4, hou2 gan6 gaa3./
7	陳明	陳明: 邊間超級市場呀？	/bin1 gaan1 ciu1 kap1 si5 coeng4 aa3?/
8	李芳	李芳: 就係嗰間大嘅囉，你識唔識？	/zau6 hai6 go2 gaan1 daai6 ge3 lo1, nei5 sik1 m4 sik1?/
9	陳明	陳明: 識呀，我成日去嗰度買嘢。	/sik1 aa3, ngo5 seng4 jat6 heoi3 go2 dou6 maai5 je5./
10	李芳	李芳: 咁就啱喇，行過去咋。	/gam2 zau6 ngaam1 laa3, haang4 gwo3 heoi3 zaa3./
11	陳明	陳明: 要行幾耐呀？	/jiu3 haang4 gei2 noi6 aa3?/
12	李芳	李芳: 唔使十分鐘，好快嘅。	/m4 sai2 sap6 fan1 zung1, hou2 faai3 ge3./
13	陳明	陳明: 好呀，不如而家一齊去啦。	/hou2 aa3, bat1 jyu4 ji4 gaa1 jat1 cai4 heoi3 laa1./
14	李芳	李芳: 得呀，我都想買啲嘢。	/dak1 aa3, ngo5 dou1 soeng2 maai5 di1 je5./
