1	阿明	阿明: 喂,下個禮拜就冬至喇!	/Aa3 Ming4: Wai3, haa6 go3 lai5 baai3 zau6 dung1 zi3 laa3!/
2	小紅	小紅: 係呀!你屋企會唔會食湯圓呀?	/Siu2 Hung4: Hai6 aa3! Nei5 uk1 kei2 wui5 m4 wui5 sik6 tong1 jyun4 aa3?/
3	阿明	阿明: 會呀!你呢?	/Aa3 Ming4: Wui5 aa3! Nei5 ne1?/
4	小紅	小紅: 我哋每年都整㗎。	/Siu2 Hung4: Ngo5 dei6 mui5 nin4 dou1 zing2 gaa3./
5	阿明	阿明: 自己整定買㗎?	/Aa3 Ming4: Zi6 gei2 zing2 ding6 maai5 gaa3?/
6	小紅	小紅: 自己整呀!好玩好多!	/Siu2 Hung4: Zi6 gei2 zing2 aa3! Hou2 waan2 hou2 do1!/
7	阿明	阿明: 我未試過整喎。	/Aa3 Ming4: Ngo5 mei6 si3 gwo3 zing2 wo3./
8	小紅	小紅: 唔難㗎!我教你!	/Siu2 Hung4: M4 naan4 gaa3! Ngo5 gaau3 nei5!/
9	阿明	阿明: 真㗎?咁好呀!	/Aa3 Ming4: Zan1 gaa3? Gam3 hou2 aa3!/
10	小紅	小紅: 要買糯米粉,仲有糖。	/Siu2 Hung4: Jiu3 maai5 no6 mai5 fan2, zung6 jau5 tong4./
11	阿明	阿明: 係咪用水溝?	/Aa3 Ming4: Hai6 mai6 jung6 seoi2 kau1?/
12	小紅	小紅: 係呀,要暖水。	/Siu2 Hung4: Hai6 aa3, jiu3 nyun5 seoi2./
13	阿明	阿明: 點解要暖水呀?	/Aa3 Ming4: Dim2 gaai2 jiu3 nyun5 seoi2 aa3?/
