29	李明	李明: 喺邊度等你？	/hai2 bin1 dou6 dang2 nei5?/
30	張莉	張莉: 喺地鐵站出口啦。	/hai2 dei6 tit3 zaam6 ceot1 hau2 laa1./
31	李明	李明: 邊個出口？	/bin1 go3 ceot1 hau2?/
32	張莉	張莉: A出口，你識唔識？	/A ceot1 hau2, nei5 sik1 m4 sik1?/
33	李明	李明: 識呀，我成日去。	/sik1 aa3, ngo5 seng4 jat6 heoi3./
34	張莉	張莉: 咁好，星期日見！	/gam2 hou2, sing1 kei4 jat1 gin3!/
35	李明	李明: 如果落雨點算？	/jyu4 gwo2 lok6 jyu5 dim2 syun3?/
36	張莉	張莉: 落雨都去，帶遮就得。	/lok6 jyu5 dou1 heoi3, daai3 ze1 zau6 dak1./
37	李明	李明: 好，我哋去睇戲都得。	/hou2, ngo5 dei6 heoi3 tai2 hei3 dou1 dak1./
38	張莉	張莉: 都得呀，到時再決定。	/dou1 dak1 aa3, dou3 si4 zoi3 kyut3 ding6./
39	李明	李明: OK，咁就咁話！	/OK, gam2 zau6 gam2 waa6!/
40	張莉	張莉: 好，拜拜！	/hou2, baai1 baai3!/
