29	陳先生	陳先生: 平時係咪少啲人？	/ping4 si4 hai6 mai6 siu2 di1 jan4?/
30	李生	李生: 係呀，下晝少好多。	/hai6 aa3, haa6 zau3 siu2 hou2 do1./
31	陳先生	陳先生: 哦，咁就好喇。	/o4, gam2 zau6 hou2 laa3./
32	李生	李生: 記住去三樓。	/gei3 zyu6 heoi3 saam1 lau2./
33	陳先生	陳先生: 記得，三樓轉右。	/gei3 dak1, saam1 lau2 zyun3 jau6./
34	李生	李生: 啱喇。	/ngaam1 laa3./
35	陳先生	陳先生: 如果搵唔到點算？	/jyu4 gwo2 wan2 m4 dou2 dim2 syun3?/
36	李生	李生: 打電話畀我，我幫你。	/daa2 din6 waa2 bei2 ngo5, ngo5 bong1 nei5./
37	陳先生	陳先生: 好呀，你電話號碼係幾多？	/hou2 aa3, nei5 din6 waa2 hou6 maa5 hai6 gei2 do1?/
38	李生	李生: 六六八八。	/luk6 luk6 baat3 baat3./
39	陳先生	陳先生: 六六八八，好。多謝你。	/luk6 luk6 baat3 baat3, hou2. do1 ze6 nei5./
40	李生	李生: 唔使客氣，拜拜。	/m4 sai2 haak3 hei3, baai1 baai3./
