29	黃志強	黃志強: 好呀，我聽日打電話去。	/hou2 aa3, ngo5 ting1 jat6 daa2 din6 waa2 heoi3./
30	張美玲	張美玲: 佢哋有咩特別菜式呀？	/keoi5 dei6 jau5 me1 dak6 bit6 coi3 sik1 aa3?/
31	黃志強	黃志強: 薄餅同埋意粉都好出名。	/bok6 beng2 tung4 maai4 ji3 fan2 dou1 hou2 ceot1 meng2./
32	張美玲	張美玲: 咁我鍾意食意粉喎。	/gam2 ngo5 zung1 ji3 sik6 ji3 fan2 wo3./
33	黃志強	黃志強: 咁啱好呀，我哋去試吓啦。	/gam2 ngaam1 hou2 aa3, ngo5 dei6 heoi3 si3 haa5 laa1./
34	張美玲	張美玲: 好呀，不過真係唔好太貴。	/hou2 aa3, bat1 gwo3 zan1 hai6 m4 hou2 taai3 gwai3./
35	黃志強	黃志強: 放心啦，我覺得抵食㗎。	/fong3 sam1 laa1, ngo5 gok3 dak1 dai2 sik6 gaa3./
36	張美玲	張美玲: 咁我信你一次啦。	/gam2 ngo5 seon3 nei5 jat1 ci3 laa1./
37	黃志強	黃志強: 好，我Book完枱就話你知。	/hou2, ngo5 book1 jyun4 toi2 zau6 waa6 nei5 zi1./
38	張美玲	張美玲: OK，我等你消息。	/ok1, ngo5 dang2 nei5 siu1 sik1./
39	黃志強	黃志強: 到時見啦！	/dou3 si4 gin3 laa1!/
40	張美玲	張美玲: 好，拜拜。	/hou2, baai1 baai3./
