43	阿文	阿文: 仲有咩新年大計呀?	/Aa3 Man4: Zung6 jau5 me1 san1 nin4 daai6 gai3 aa3?/
44	阿芬	阿芬: 我想儲錢!	/Aa3 Fan1: Ngo5 soeng2 cyu5 cin2!/
45	阿文	阿文: 儲幾多呀?	/Aa3 Man4: Cyu5 gei2 do1 aa3?/
46	阿芬	阿芬: 我想儲五萬蚊。	/Aa3 Fan1: Ngo5 soeng2 cyu5 ng5 maan6 man1./
47	阿文	阿文: 五萬?好多喎!	/Aa3 Man4: Ng5 maan6? Hou2 do1 wo3!/
48	阿芬	阿芬: 我知,但我要試!	/Aa3 Fan1: Ngo5 zi1, daan6 ngo5 jiu3 si3!/
49	阿文	阿文: 點樣儲呀?	/Aa3 Man4: Dim2 joeng2 cyu5 aa3?/
50	阿芬	阿芬: 我會少啲出街食飯。	/Aa3 Fan1: Ngo5 wui5 siu2 di1 ceot1 gaai1 sik6 faan6./
51	阿文	阿文: 咁自己煮?	/Aa3 Man4: Gam2 zi6 gei2 zyu2?/
52	阿芬	阿芬: 係呀!自己煮平好多!	/Aa3 Fan1: Hai6 aa3! Zi6 gei2 zyu2 peng4 hou2 do1!/
53	阿文	阿文: 我都想儲錢,不過我好懶!	/Aa3 Man4: Ngo5 dou1 soeng2 cyu5 cin2, bat1 gwo3 ngo5 hou2 laan5!/
54	阿芬	阿芬: 哈哈!咁我哋互相鼓勵!	/Aa3 Fan1: Haa1 haa1! Gam2 ngo5 dei6 wu6 soeng1 gu2 lai6!/
55	阿文	阿文: 好呀!新一年,新開始!	/Aa3 Man4: Hou2 aa3! San1 jat1 nin4, san1 hoi1 ci2!/
56	阿芬	阿芬: 加油!我哋一定得!	/Aa3 Fan1: Gaa1 jau4! Ngo5 dei6 jat1 ding6 dak1!/
