1	李明	李明: 喂，張莉！	/wai3, zoeng1 lei6!/
2	張莉	張莉: 喂，李明，最近點呀？	/wai3, lei5 ming4, zeoi3 gan6 dim2 aa3?/
3	李明	李明: 幾好呀，你呢？	/gei2 hou2 aa3, nei5 ne1?/
4	張莉	張莉: 我都OK啦。	/ngo5 dou1 OK laa1./
5	李明	李明: 今個週末你有冇時間？	/gam1 go3 zau1 mut6 nei5 jau5 mou5 si4 gaan3?/
6	張莉	張莉: 等我諗諗，邊日？	/dang2 ngo5 nam2 nam2, bin1 jat6?/
7	李明	李明: 星期六或者星期日都得。	/sing1 kei4 luk6 waak6 ze2 sing1 kei4 jat1 dou1 dak1./
8	張莉	張莉: 星期六我要返工。	/sing1 kei4 luk6 ngo5 jiu3 faan1 gung1./
9	李明	李明: 咁星期日得唔得？	/gam2 sing1 kei4 jat1 dak1 m4 dak1?/
10	張莉	張莉: 星期日應該冇問題。	/sing1 kei4 jat1 jing1 goi1 mou5 man6 tai4./
11	李明	李明: 太好喇！我哋去邊度？	/taai3 hou2 laa3! ngo5 dei6 heoi3 bin1 dou6?/
12	張莉	張莉: 你想去邊？	/nei5 soeng2 heoi3 bin1?/
13	李明	李明: 我哋去行街好唔好？	/ngo5 dei6 heoi3 haang4 gaai1 hou2 m4 hou2?/
14	張莉	張莉: 行街？去邊度行？	/haang4 gaai1? heoi3 bin1 dou6 haang4?/
