1	黃志強	黃志強: 美玲，你有冇聽過呢間餐廳呀？	/wong4 zi3 koeng4, mei5 ling4, nei5 jau5 mou5 teng1 gwo3 ni1 gaan1 caan1 teng1 aa3?/
2	張美玲	張美玲: 邊間呀？你講緊邊度？	/zoeng1 mei5 ling4, bin1 gaan1 aa3? nei5 gong2 gan2 bin1 dou6?/
3	黃志強	黃志強: 就係嗰間新開嘅意大利餐廳。	/zau6 hai6 go2 gaan1 san1 hoi1 ge3 ji3 daai6 lei6 caan1 teng1./
4	張美玲	張美玲: 喺邊度㗎？我唔知喎。	/hai2 bin1 dou6 gaa3? ngo5 m4 zi1 wo3./
5	黃志強	黃志強: 喺中環，好多人話好好食。	/hai2 zung1 waan4, hou2 do1 jan4 waa6 hou2 hou2 sik6./
6	張美玲	張美玲: 係咩？你去過未呀？	/hai6 me1? nei5 heoi3 gwo3 mei6 aa3?/
7	黃志強	黃志強: 未呀，但係我好想試吓。	/mei6 aa3, daan6 hai6 ngo5 hou2 soeng2 si3 haa5./
8	張美玲	張美玲: 我覺得好似好貴喎。	/ngo5 gok3 dak1 hou2 ci5 hou2 gwai3 wo3./
9	黃志強	黃志強: 都係中價啫，唔算好貴。	/dou1 hai6 zung1 gaa3 ze1, m4 syun3 hou2 gwai3./
10	張美玲	張美玲: 一個人大概幾錢呀？	/jat1 go3 jan4 daai6 koi3 gei2 cin2 aa3?/
11	黃志強	黃志強: 兩三百蚊左右啦。	/loeng5 saam1 baak3 man1 zo2 jau6 laa1./
12	張美玲	張美玲: 咁都幾貴喎，我諗住食平啲。	/gam2 dou1 gei2 gwai3 wo3, ngo5 nam2 zyu6 sik6 peng4 di1./
13	黃志強	黃志強: 但係佢哋啲食物好好食㗎。	/daan6 hai6 keoi5 dei6 di1 sik6 mat6 hou2 hou2 sik6 gaa3./
14	張美玲	張美玲: 你點知呀？你都未去過。	/nei5 dim2 zi1 aa3? nei5 dou1 mei6 heoi3 gwo3./
