1	家豪	家豪: 詠琪，你識唔識煮飯呀？	/wing6 kei4, nei5 sik1 m4 sik1 zyu2 faan6 aa3?/
2	詠琪	詠琪: 識少少啫，你呢？	/sik1 siu2 siu2 ze1, nei5 ne1?/
3	家豪	家豪: 我唔識煮飯。	/ngo5 m4 sik1 zyu2 faan6./
4	詠琪	詠琪: 咁你識煮乜嘢？	/gam2 nei5 sik1 zyu2 mat1 je5?/
5	家豪	家豪: 我識煮麵啫。	/ngo5 sik1 zyu2 min6 ze1./
6	詠琪	詠琪: 煮麵好簡單㗎。	/zyu2 min6 hou2 gaan2 daan1 gaa3./
7	家豪	家豪: 你識唔識游水？	/nei5 sik1 m4 sik1 jau4 seoi2?/
8	詠琪	詠琪: 識呀，你呢？	/sik1 aa3, nei5 ne1?/
9	家豪	家豪: 我唔識，好驚水。	/ngo5 m4 sik1, hou2 geng1 seoi2./
10	詠琪	詠琪: 我可以教你㗎。	/ngo5 ho2 ji5 gaau3 nei5 gaa3./
11	家豪	家豪: 真係？幾時教我？	/zan1 hai6? gei2 si4 gaau3 ngo5?/
12	詠琪	詠琪: 星期六得唔得？	/sing1 kei4 luk6 dak1 m4 dak1?/
13	家豪	家豪: 得呀，好呀。	/dak1 aa3, hou2 aa3./
14	詠琪	詠琪: 你識唔識打波？	/nei5 sik1 m4 sik1 daa2 bo1?/
