id	ordinal	item_type	turn	speaker	vocabulary_ordinal	source_cantonese	source_jyutping	source_english	source_hash	source_dialog_exact_surface_present	previous_turn_id	next_turn_id	deduplication_relation	ingress_classification	runtime_lexical_owners	canonical_exact_owners	supporting_exact_owners	review_flags	review_state
GLOSSIKA-YUEHK-A1-DLG-018-20260405-I001	1	dialog_turn	1	志偉		詩敏，你飲咖啡定奶茶好啲？	/si1 man5, nei5 jam2 gaa3 fe1 ding6 naai5 caa4 hou2 di1?/		sha256:7ee36425dc5ca93f5eb9ff6ef02f71de4baec644c401ec5800e2ac3dc532ded0			GLOSSIKA-YUEHK-A1-DLG-018-20260405-I002	no_project_match	naturalness_review_candidate				naturalness_review_candidate|choice_comparative_preference_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-018-20260405-I002	2	dialog_turn	2	詩敏		我鍾意飲奶茶多啲。你呢？	/ngo5 zung1 ji3 jam2 naai5 caa4 do1 di1. nei5 ne1?/		sha256:8bda480e95b156297cece7d9b5bb41643564bb15d5224e1de7bfbf06d31a4d50		GLOSSIKA-YUEHK-A1-DLG-018-20260405-I001	GLOSSIKA-YUEHK-A1-DLG-018-20260405-I003	no_project_match	naturalness_review_candidate				naturalness_review_candidate|choice_comparative_preference_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-018-20260405-I003	3	dialog_turn	3	志偉		我都係鍾意奶茶。點解呀？	/ngo5 dou1 hai6 zung1 ji3 naai5 caa4. dim2 gaai2 aa3?/		sha256:de76bdcbbdae7626be2cecb665e2ee53bb8d0e544c73576147f89707b300573a		GLOSSIKA-YUEHK-A1-DLG-018-20260405-I002	GLOSSIKA-YUEHK-A1-DLG-018-20260405-I004	no_project_match	naturalness_review_candidate				naturalness_review_candidate|choice_comparative_preference_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-018-20260405-I004	4	dialog_turn	4	詩敏		因為奶茶香啲，你覺得呢？	/jan1 wai6 naai5 caa4 hoeng1 di1, nei5 gok3 dak1 ne1?/		sha256:7039bdc121fca982e0857903530112822623222d21e880d37a100a265d1ce4a7		GLOSSIKA-YUEHK-A1-DLG-018-20260405-I003	GLOSSIKA-YUEHK-A1-DLG-018-20260405-I005	no_project_match	naturalness_review_candidate				naturalness_review_candidate|choice_comparative_preference_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-018-20260405-I005	5	dialog_turn	5	志偉		我同意。咁凍飲定熱飲好？	/ngo5 tung4 ji3. gam2 dung3 jam2 ding6 jit6 jam2 hou2?/		sha256:5c7d04b26fcef4ef3b7ce2147721b30528807f2b0065c7da0ac939e887f90d08		GLOSSIKA-YUEHK-A1-DLG-018-20260405-I004	GLOSSIKA-YUEHK-A1-DLG-018-20260405-I006	no_project_match	naturalness_review_candidate				naturalness_review_candidate|choice_comparative_preference_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-018-20260405-I006	6	dialog_turn	6	詩敏		我鍾意凍飲，特別係夏天。	/ngo5 zung1 ji3 dung3 jam2, dak6 bit6 hai6 haa6 tin1./		sha256:521b7c0c4bee74e505413322de7c53e59c48ec58f2c18b54000c4c96da39d005		GLOSSIKA-YUEHK-A1-DLG-018-20260405-I005	GLOSSIKA-YUEHK-A1-DLG-018-20260405-I007	no_project_match	naturalness_review_candidate				naturalness_review_candidate|choice_comparative_preference_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-018-20260405-I007	7	dialog_turn	7	志偉		但係而家冬天喎，咁點？	/daan6 hai6 ji4 gaa1 dung1 tin1 wo3, gam2 dim2?/		sha256:8807ae5cb9b26a24fd90e7b4aa7323baff32c4b6481b86bea5422837d2a808c6		GLOSSIKA-YUEHK-A1-DLG-018-20260405-I006	GLOSSIKA-YUEHK-A1-DLG-018-20260405-I008	no_project_match	naturalness_review_candidate				naturalness_review_candidate|choice_comparative_preference_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-018-20260405-I008	8	dialog_turn	8	詩敏		噢，咁熱飲好啲。你去邊度買？	/o5, gam2 jit6 jam2 hou2 di1. nei5 heoi3 bin1 dou6 maai5?/		sha256:6ac29ff92c6fed6691d793a351d19d4b853ba1ddeeea3b224d54b304538c7bbc		GLOSSIKA-YUEHK-A1-DLG-018-20260405-I007	GLOSSIKA-YUEHK-A1-DLG-018-20260405-I009	no_project_match	naturalness_review_candidate				naturalness_review_candidate|choice_comparative_preference_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-018-20260405-I009	9	dialog_turn	9	志偉		我通常去茶餐廳。你呢？	/ngo5 tung1 soeng4 heoi3 caa4 caan1 teng1. nei5 ne1?/		sha256:e7eeb320f52e4c5dbcfe1644f7309916314e9d6bd1e4382ff8bdae480a2dd559		GLOSSIKA-YUEHK-A1-DLG-018-20260405-I008	GLOSSIKA-YUEHK-A1-DLG-018-20260405-I010	no_project_match	naturalness_review_candidate				naturalness_review_candidate|choice_comparative_preference_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-018-20260405-I010	10	dialog_turn	10	詩敏		我鍾意去連鎖店多啲。	/ngo5 zung1 ji3 heoi3 lin4 so2 dim3 do1 di1./		sha256:1916e9295221c2f3f5fc7ddc2aedf080df45684ab05f8b5a76e722f92a6a6004		GLOSSIKA-YUEHK-A1-DLG-018-20260405-I009	GLOSSIKA-YUEHK-A1-DLG-018-20260405-I011	no_project_match	naturalness_review_candidate				naturalness_review_candidate|choice_comparative_preference_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-018-20260405-I011	11	dialog_turn	11	志偉		點解呀？連鎖店好啲？	/dim2 gaai2 aa3? lin4 so2 dim3 hou2 di1?/		sha256:f6bc433ef451fa50a38a7a5ac5f5ba752a45d3998f9f0610f3c7d20dc3797f1a		GLOSSIKA-YUEHK-A1-DLG-018-20260405-I010	GLOSSIKA-YUEHK-A1-DLG-018-20260405-I012	no_project_match	naturalness_review_candidate				naturalness_review_candidate|choice_comparative_preference_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-018-20260405-I012	12	dialog_turn	12	詩敏		我覺得快啲，你覺得呢？	/ngo5 gok3 dak1 faai3 di1, nei5 gok3 dak1 ne1?/		sha256:d251371d07835a714ab30ec4711804c2238bc8e8f053080a343dc73f28c05fb9		GLOSSIKA-YUEHK-A1-DLG-018-20260405-I011	GLOSSIKA-YUEHK-A1-DLG-018-20260405-I013	no_project_match	naturalness_review_candidate				naturalness_review_candidate|choice_comparative_preference_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-018-20260405-I013	13	dialog_turn	13	志偉		都係。但係茶餐廳平啲。	/dou1 hai6. daan6 hai6 caa4 caan1 teng1 peng4 di1./		sha256:4ce470b5154c26b42a71d6ed6f0a6f55ced2c82713157e75eab0d1d7c0f9d448		GLOSSIKA-YUEHK-A1-DLG-018-20260405-I012	GLOSSIKA-YUEHK-A1-DLG-018-20260405-I014	no_project_match	naturalness_review_candidate				naturalness_review_candidate|choice_comparative_preference_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-018-20260405-I014	14	dialog_turn	14	詩敏		係喎，平幾多呀？	/hai6 wo3, peng4 gei2 do1 aa3?/		sha256:d1efdb066145ad17e5e0dd2d9af44f8662d5e1354fa3276e306dad504999312c		GLOSSIKA-YUEHK-A1-DLG-018-20260405-I013	GLOSSIKA-YUEHK-A1-DLG-018-20260405-I015	no_project_match	naturalness_review_candidate				naturalness_review_candidate|choice_comparative_preference_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-018-20260405-I015	15	dialog_turn	15	志偉		平五蚊左右。咁食飯呢？	/peng4 ng5 man1 zo2 jau6. gam2 sik6 faan6 ne1?/		sha256:43b4b5ab2826b0f9277ab19b512d2ea59d6e270f84cda747cd63ce16149b4357		GLOSSIKA-YUEHK-A1-DLG-018-20260405-I014	GLOSSIKA-YUEHK-A1-DLG-018-20260405-I016	no_project_match	naturalness_review_candidate				naturalness_review_candidate|choice_comparative_preference_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-018-20260405-I016	16	dialog_turn	16	詩敏		你鍾意中餐定西餐？	/nei5 zung1 ji3 zung1 caan1 ding6 sai1 caan1?/		sha256:ac769108c6beedb7dc6f404ac35d8bf4625ca7a4453c00ff48de3d2238006c00		GLOSSIKA-YUEHK-A1-DLG-018-20260405-I015	GLOSSIKA-YUEHK-A1-DLG-018-20260405-I017	no_project_match	naturalness_review_candidate				naturalness_review_candidate|choice_comparative_preference_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
