id	ordinal	item_type	turn	speaker	vocabulary_ordinal	source_cantonese	source_jyutping	source_english	source_hash	source_dialog_exact_surface_present	previous_turn_id	next_turn_id	deduplication_relation	ingress_classification	runtime_lexical_owners	canonical_exact_owners	supporting_exact_owners	review_flags	review_state
GLOSSIKA-YUEHK-A1-DLG-016-20260322-I001	1	dialog_turn	1	家明		美琪，啱啱陳生講咗啲乜嘢呀？	/mei5 kei4, ngaam1 ngaam1 can4 saang1 gong2 zo2 di1 mat1 je5 aa3?/		sha256:bf70227edb07170f085af7457733707830c4dc1db06c8a9d9c28d98b35fc663c			GLOSSIKA-YUEHK-A1-DLG-016-20260322-I002	no_project_match	naturalness_review_candidate				naturalness_review_candidate|reported_speech_meeting_wh_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-016-20260322-I002	2	dialog_turn	2	美琪		佢話聽日要開會。	/keoi5 waa6 ting1 jat6 jiu3 hoi1 wui2./		sha256:92901b1362353fd57eab0527c98b783d21f2473d2f0aef91532f6b6cf17d3fc6		GLOSSIKA-YUEHK-A1-DLG-016-20260322-I001	GLOSSIKA-YUEHK-A1-DLG-016-20260322-I003	no_project_match	naturalness_review_candidate				naturalness_review_candidate|reported_speech_meeting_wh_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-016-20260322-I003	3	dialog_turn	3	家明		聽日？幾點鐘呀？	/ting1 jat6? gei2 dim2 zung1 aa3?/		sha256:a2d4650dd22f2e1d885768a6d6facad1c4faaea0f1096384e6997f617d4ac462		GLOSSIKA-YUEHK-A1-DLG-016-20260322-I002	GLOSSIKA-YUEHK-A1-DLG-016-20260322-I004	no_project_match	naturalness_review_candidate				naturalness_review_candidate|reported_speech_meeting_wh_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-016-20260322-I004	4	dialog_turn	4	美琪		佢話朝早九點。	/keoi5 waa6 ziu1 zou2 gau2 dim2./		sha256:35ee3df281fcf13db431be1f608f67ad7008d3e3c44243fb9e2016f0e8f072c4		GLOSSIKA-YUEHK-A1-DLG-016-20260322-I003	GLOSSIKA-YUEHK-A1-DLG-016-20260322-I005	no_project_match	naturalness_review_candidate				naturalness_review_candidate|reported_speech_meeting_wh_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-016-20260322-I005	5	dialog_turn	5	家明		即係話我哋要早啲返公司？	/zik1 hai6 waa6 ngo5 dei6 jiu3 zou2 di1 faan1 gung1 si1?/		sha256:46851392de2e721be541674bd248ae79179e1888ad6e59597a8f7946b1f487f1		GLOSSIKA-YUEHK-A1-DLG-016-20260322-I004	GLOSSIKA-YUEHK-A1-DLG-016-20260322-I006	no_project_match	naturalness_review_candidate				naturalness_review_candidate|reported_speech_meeting_wh_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-016-20260322-I006	6	dialog_turn	6	美琪		係呀，佢仲話要帶文件。	/hai6 aa3, keoi5 zung6 waa6 jiu3 daai3 man4 gin2./		sha256:10c4985e9cda7e98d8466fa96e2c9d651de7c5ee02cca4809002b948560ebe6e		GLOSSIKA-YUEHK-A1-DLG-016-20260322-I005	GLOSSIKA-YUEHK-A1-DLG-016-20260322-I007	no_project_match	naturalness_review_candidate				naturalness_review_candidate|reported_speech_meeting_wh_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-016-20260322-I007	7	dialog_turn	7	家明		邊啲文件呀？	/bin1 di1 man4 gin2 aa3?/		sha256:5d854ba901aa9e0758a2474e59ff2ec1276e62d019d6e443ad84e12162586941		GLOSSIKA-YUEHK-A1-DLG-016-20260322-I006	GLOSSIKA-YUEHK-A1-DLG-016-20260322-I008	no_project_match	naturalness_review_candidate				naturalness_review_candidate|reported_speech_meeting_wh_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-016-20260322-I008	8	dialog_turn	8	美琪		上個禮拜嘅報告。	/soeng6 go3 lai5 baai3 ge3 bou3 gou3./		sha256:b57bc9d9a6da8b40fcdfae4ad1ac2eb9cc519a24db163b649cdaa5a16cc8fba9		GLOSSIKA-YUEHK-A1-DLG-016-20260322-I007	GLOSSIKA-YUEHK-A1-DLG-016-20260322-I009	no_project_match	naturalness_review_candidate				naturalness_review_candidate|reported_speech_meeting_wh_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-016-20260322-I009	9	dialog_turn	9	家明		噢，我明白喇。咁會議係邊度？	/o5, ngo5 ming4 baak6 laa3. gam2 wui2 ji5 hai6 bin1 dou6?/		sha256:fa24792a7fa33d0351a4fcf9dc04df3c2b5c18268ed6cb7a00397266d178581f		GLOSSIKA-YUEHK-A1-DLG-016-20260322-I008	GLOSSIKA-YUEHK-A1-DLG-016-20260322-I010	no_project_match	naturalness_review_candidate				naturalness_review_candidate|reported_speech_meeting_wh_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-016-20260322-I010	10	dialog_turn	10	美琪		佢話係三樓會議室。	/keoi5 waa6 hai6 saam1 lau2 wui2 ji5 sat1./		sha256:db891047f2f0c7beb59435219de236b14107f76d6f4df2595ad9ca06e75118c4		GLOSSIKA-YUEHK-A1-DLG-016-20260322-I009	GLOSSIKA-YUEHK-A1-DLG-016-20260322-I011	no_project_match	naturalness_review_candidate				naturalness_review_candidate|reported_speech_meeting_wh_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-016-20260322-I011	11	dialog_turn	11	家明		三樓嗰間大嘅定係細嘅？	/saam1 lau2 go2 gaan1 daai6 ge3 ding6 hai6 sai3 ge3?/		sha256:4cac1bec43ead99fb8bab1a568090e3c6900e477dc4114f6a81584aee4ea40c7		GLOSSIKA-YUEHK-A1-DLG-016-20260322-I010	GLOSSIKA-YUEHK-A1-DLG-016-20260322-I012	no_project_match	naturalness_review_candidate				naturalness_review_candidate|reported_speech_meeting_wh_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
