id	ordinal	item_type	turn	speaker	vocabulary_ordinal	source_cantonese	source_jyutping	source_english	source_hash	source_dialog_exact_surface_present	previous_turn_id	next_turn_id	deduplication_relation	ingress_classification	runtime_lexical_owners	canonical_exact_owners	supporting_exact_owners	review_flags	review_state
GLOSSIKA-YUEHK-A1-DLG-014-20260308-I001	1	dialog_turn	1	家豪		詠琪，你識唔識煮飯呀？	/wing6 kei4, nei5 sik1 m4 sik1 zyu2 faan6 aa3?/		sha256:e7c50065d63ffe116d503e931e1fbe17aadfe24cdf577623d6816974058394a0			GLOSSIKA-YUEHK-A1-DLG-014-20260308-I002	no_project_match	naturalness_review_candidate				naturalness_review_candidate|cooking_swimming_ability_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-014-20260308-I002	2	dialog_turn	2	詠琪		識少少啫，你呢？	/sik1 siu2 siu2 ze1, nei5 ne1?/		sha256:2f13c47da586802f0d315447c50b22ac3516ed6402011b059a4d61072c97c2d0		GLOSSIKA-YUEHK-A1-DLG-014-20260308-I001	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I003	normalized_duplicate_candidate	naturalness_review_candidate				naturalness_review_candidate|cooking_swimming_ability_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-014-20260308-I003	3	dialog_turn	3	家豪		我唔識煮飯。	/ngo5 m4 sik1 zyu2 faan6./		sha256:879320352ae0c3eb661f0070992ac31e27b1a63bf92f7aabfa6093265bc4a71f		GLOSSIKA-YUEHK-A1-DLG-014-20260308-I002	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I004	no_project_match	naturalness_review_candidate				naturalness_review_candidate|cooking_swimming_ability_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-014-20260308-I004	4	dialog_turn	4	詠琪		咁你識煮乜嘢？	/gam2 nei5 sik1 zyu2 mat1 je5?/		sha256:bf27fe81fd3c21acb61eaf0e94530a0bee2678dfb9f1d4589b365ed333eada0e		GLOSSIKA-YUEHK-A1-DLG-014-20260308-I003	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I005	no_project_match	naturalness_review_candidate				naturalness_review_candidate|cooking_swimming_ability_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-014-20260308-I005	5	dialog_turn	5	家豪		我識煮麵啫。	/ngo5 sik1 zyu2 min6 ze1./		sha256:743cdccfa242dec23a12473712b366e27a616f46b262fd4a5fd93a5fbf4bb5a0		GLOSSIKA-YUEHK-A1-DLG-014-20260308-I004	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I006	no_project_match	naturalness_review_candidate				naturalness_review_candidate|cooking_swimming_ability_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-014-20260308-I006	6	dialog_turn	6	詠琪		煮麵好簡單㗎。	/zyu2 min6 hou2 gaan2 daan1 gaa3./		sha256:492c412558b0e5fc0931da86f72ef89762049191e943addeba4ee61f76c71c13		GLOSSIKA-YUEHK-A1-DLG-014-20260308-I005	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I007	no_project_match	naturalness_review_candidate				naturalness_review_candidate|cooking_swimming_ability_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-014-20260308-I007	7	dialog_turn	7	家豪		你識唔識游水？	/nei5 sik1 m4 sik1 jau4 seoi2?/		sha256:5f9806373d1e9cb60be943edfd54599af59c214f2f8f813a697587862b84e249		GLOSSIKA-YUEHK-A1-DLG-014-20260308-I006	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I008	exact_duplicate_candidate	naturalness_review_candidate			data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-012-20260222/README.md|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-012-20260222/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-012-20260222/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-012-20260222/source.json|docs/research/GLOSSIKA-YUEHK-A1-DLG-012-20260222-CORPUS-INGRESS.md	naturalness_review_candidate|cooking_swimming_ability_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-014-20260308-I008	8	dialog_turn	8	詠琪		識呀，你呢？	/sik1 aa3, nei5 ne1?/		sha256:6ffc9d5846f77723ad83528e3bbe376630c81c7c39203c5cebcab3ebba110c5a		GLOSSIKA-YUEHK-A1-DLG-014-20260308-I007	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I009	no_project_match	naturalness_review_candidate				naturalness_review_candidate|cooking_swimming_ability_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-014-20260308-I009	9	dialog_turn	9	家豪		我唔識，好驚水。	/ngo5 m4 sik1, hou2 geng1 seoi2./		sha256:778e7e43f02513c8a317e4d5b521be7650e96e40174b4d18669de913c29301a1		GLOSSIKA-YUEHK-A1-DLG-014-20260308-I008	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I010	no_project_match	naturalness_review_candidate				naturalness_review_candidate|cooking_swimming_ability_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-014-20260308-I010	10	dialog_turn	10	詠琪		我可以教你㗎。	/ngo5 ho2 ji5 gaau3 nei5 gaa3./		sha256:063a212ec7a106090a95ef3fcccfdf1d19d6b60e3399707825d9041b9b133ba3		GLOSSIKA-YUEHK-A1-DLG-014-20260308-I009	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I011	no_project_match	naturalness_review_candidate				naturalness_review_candidate|cooking_swimming_ability_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
