id	ordinal	item_type	turn	speaker	vocabulary_ordinal	source_cantonese	source_jyutping	source_english	source_hash	source_dialog_exact_surface_present	previous_turn_id	next_turn_id	deduplication_relation	ingress_classification	runtime_lexical_owners	canonical_exact_owners	supporting_exact_owners	review_flags	review_state
GLOSSIKA-YUEHK-A1-DLG-017-20260329-I001	1	dialog_turn	1	陳小姐		喂，王先生，你好呀。	/wai3, wong4 sin1 saang1, nei5 hou2 aa3./		sha256:18b012faebbfeeccc7597b2b6a0efe4abdc11545336b5a0fa1f9f77c41dc375c			GLOSSIKA-YUEHK-A1-DLG-017-20260329-I002	no_project_match	naturalness_review_candidate				naturalness_review_candidate|correction_confirmation_contact_details_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-017-20260329-I002	2	dialog_turn	2	王先生		你好，陳小姐。	/nei5 hou2, can4 siu2 ze2./		sha256:bfea53d95eed0dce8ec9b647c2aeafed51bd07fabf30e2ea41a6df9240b3e7de		GLOSSIKA-YUEHK-A1-DLG-017-20260329-I001	GLOSSIKA-YUEHK-A1-DLG-017-20260329-I003	no_project_match	naturalness_review_candidate				naturalness_review_candidate|correction_confirmation_contact_details_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-017-20260329-I003	3	dialog_turn	3	陳小姐		我哋想同你確認番啲資料。	/ngo5 dei6 soeng2 tung4 nei5 kok3 jan6 faan1 di1 zi1 liu2./		sha256:b2d27e4df000fa4d95fee9f9639a93e41b97ab9604001912b360d8e5e0283b34		GLOSSIKA-YUEHK-A1-DLG-017-20260329-I002	GLOSSIKA-YUEHK-A1-DLG-017-20260329-I004	no_project_match	naturalness_review_candidate				naturalness_review_candidate|correction_confirmation_contact_details_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-017-20260329-I004	4	dialog_turn	4	王先生		好呀，冇問題。	/hou2 aa3, mou5 man6 tai4./		sha256:9ab086f36bfaf0474b627004ddce1d0935603d0701af28cede118b7320d7cfd6		GLOSSIKA-YUEHK-A1-DLG-017-20260329-I003	GLOSSIKA-YUEHK-A1-DLG-017-20260329-I005	no_project_match	naturalness_review_candidate				naturalness_review_candidate|correction_confirmation_contact_details_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-017-20260329-I005	5	dialog_turn	5	陳小姐		你個名係王大明，啱唔啱？	/nei5 go3 meng2 hai6 wong4 daai6 ming4, ngaam1 m4 ngaam1?/		sha256:f3049e1f3c20e53e45d4e4b893499e5d4f82e8db9dcf77059ee8e89807c57503		GLOSSIKA-YUEHK-A1-DLG-017-20260329-I004	GLOSSIKA-YUEHK-A1-DLG-017-20260329-I006	no_project_match	naturalness_review_candidate				naturalness_review_candidate|correction_confirmation_contact_details_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-017-20260329-I006	6	dialog_turn	6	王先生		啱呀，係王大明。	/ngaam1 aa3, hai6 wong4 daai6 ming4./		sha256:2068daeb2f93ac7f26b03bb8d7a4673cfea1d98803517d91beae826799939057		GLOSSIKA-YUEHK-A1-DLG-017-20260329-I005	GLOSSIKA-YUEHK-A1-DLG-017-20260329-I007	no_project_match	naturalness_review_candidate				naturalness_review_candidate|correction_confirmation_contact_details_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-017-20260329-I007	7	dialog_turn	7	陳小姐		你住喺九龍塘，係咪？	/nei5 zyu6 hai2 gau2 lung4 tong4, hai6 mai6?/		sha256:26060887bc47131422200ae8deff8f04040d7db5898f366edee30cd39c743f95		GLOSSIKA-YUEHK-A1-DLG-017-20260329-I006	GLOSSIKA-YUEHK-A1-DLG-017-20260329-I008	no_project_match	naturalness_review_candidate				naturalness_review_candidate|correction_confirmation_contact_details_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-017-20260329-I008	8	dialog_turn	8	王先生		係呀，九龍塘窩打老道。	/hai6 aa3, gau2 lung4 tong4 wo1 daa2 lou5 dou6./		sha256:455d9ed4413048d42e1cd6e789fc7294f969f0fdf5fc7cf46e881744b1c5e694		GLOSSIKA-YUEHK-A1-DLG-017-20260329-I007	GLOSSIKA-YUEHK-A1-DLG-017-20260329-I009	no_project_match	naturalness_review_candidate				naturalness_review_candidate|correction_confirmation_contact_details_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-017-20260329-I009	9	dialog_turn	9	陳小姐		好，跟住我想確認你電話號碼。	/hou2, gan1 zyu6 ngo5 soeng2 kok3 jan6 nei5 din6 waa2 hou6 maa5./		sha256:2632a0c108dabdfa6d1f0669335bb2b975d7b06bb19556f8f246b6c1c00a0a89		GLOSSIKA-YUEHK-A1-DLG-017-20260329-I008	GLOSSIKA-YUEHK-A1-DLG-017-20260329-I010	no_project_match	naturalness_review_candidate				naturalness_review_candidate|correction_confirmation_contact_details_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-017-20260329-I010	10	dialog_turn	10	王先生		好呀，你講啦。	/hou2 aa3, nei5 gong2 laa1./		sha256:d292a584f124d76969e22086323c5046f269d0f5bde5be321a52601e0d0550b1		GLOSSIKA-YUEHK-A1-DLG-017-20260329-I009	GLOSSIKA-YUEHK-A1-DLG-017-20260329-I011	no_project_match	naturalness_review_candidate				naturalness_review_candidate|correction_confirmation_contact_details_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-017-20260329-I011	11	dialog_turn	11	陳小姐		係咪九七八四五六七八？	/hai6 mai6 gau2 cat1 baat3 sei3 ng5 luk6 cat1 baat3?/		sha256:96c35074b22854516e91f6a4b68924333b5ca7afb704f3b0a7efebd4e3ebfbac		GLOSSIKA-YUEHK-A1-DLG-017-20260329-I010	GLOSSIKA-YUEHK-A1-DLG-017-20260329-I012	no_project_match	naturalness_review_candidate				naturalness_review_candidate|correction_confirmation_contact_details_review|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
