id	ordinal	item_type	turn	speaker	vocabulary_ordinal	source_cantonese	source_jyutping	source_english	source_hash	source_dialog_exact_surface_present	previous_turn_id	next_turn_id	deduplication_relation	ingress_classification	runtime_lexical_owners	canonical_exact_owners	supporting_exact_owners	review_flags	review_state
GLOSSIKA-YUEHK-A1-DLG-011-20260215-I001	1	dialog_turn	1	陳明		喂，李芳，你知唔知附近邊度有文具舖？	/wai3, lei5 fong1, nei5 zi1 m4 zi1 fu6 gan6 bin1 dou6 jau5 man4 geoi6 pou3?/		sha256:f83efd8c7b16d124d47d1a57d1338c7ea98cd16ba8e7d60dd8ecbb4ac00edccf			GLOSSIKA-YUEHK-A1-DLG-011-20260215-I002	no_project_match	naturalness_review_candidate				naturalness_review_candidate|knowledge_a_not_a|nearby_locative_existential|wh_place|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-011-20260215-I002	2	dialog_turn	2	李芳		文具舖？你想買咩嘢呀？	/man4 geoi6 pou3? nei5 soeng2 maai5 me1 je5 aa3?/		sha256:a3c6d975f0b7651a5bc7eda83496aa8cf47030017fd0f7810b5836bbcc9da77b		GLOSSIKA-YUEHK-A1-DLG-011-20260215-I001	GLOSSIKA-YUEHK-A1-DLG-011-20260215-I003	no_project_match	naturalness_review_candidate				naturalness_review_candidate|echo_shop|desire_wh_object|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-011-20260215-I003	3	dialog_turn	3	陳明		我想買支筆同埋啲文件夾。	/ngo5 soeng2 maai5 zi1 bat1 tung4 maai4 di1 man4 gin6 gaap3./		sha256:17ff72b82eb55d1148d786984c4bb6be7b8bdedb92a5fe21c3a0aa426a9ced54		GLOSSIKA-YUEHK-A1-DLG-011-20260215-I002	GLOSSIKA-YUEHK-A1-DLG-011-20260215-I004	no_project_match	naturalness_review_candidate				naturalness_review_candidate|classifier_object_coordination|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-011-20260215-I004	4	dialog_turn	4	李芳		噢，咁啱我知道有間幾好嘅。	/o5, gam3 ngaam1 ngo5 zi1 dou3 jau5 gaan1 gei2 hou2 ge3./		sha256:e7e9e73652f2a9f29eedeb2a0e8bb5857a59f6ac196559794bb325fd1e97f606		GLOSSIKA-YUEHK-A1-DLG-011-20260215-I003	GLOSSIKA-YUEHK-A1-DLG-011-20260215-I005	no_project_match	naturalness_review_candidate				naturalness_review_candidate|coincidence_gam3ngaam1|existential_classifier|nominal_ellipsis_ge3|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-011-20260215-I005	5	dialog_turn	5	陳明		真係？喺邊度呀？	/zan1 hai6? hai2 bin1 dou6 aa3?/		sha256:bf40628b58d6a8f098b909acf7e79829d376f5a1706807fa3208df3dacdfea3e		GLOSSIKA-YUEHK-A1-DLG-011-20260215-I004	GLOSSIKA-YUEHK-A1-DLG-011-20260215-I006	no_project_match	naturalness_review_candidate				naturalness_review_candidate|locative_wh_question|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-011-20260215-I006	6	dialog_turn	6	李芳		喺超級市場隔離，好近㗎。	/hai2 ciu1 kap1 si5 coeng4 gaak3 lei4, hou2 gan6 gaa3./		sha256:e4d626c4efdadadda9caf65e3394ffa08f170d608e919b87d3b8aa03c8c9ff5d		GLOSSIKA-YUEHK-A1-DLG-011-20260215-I005	GLOSSIKA-YUEHK-A1-DLG-011-20260215-I007	no_project_match	naturalness_review_candidate				naturalness_review_candidate|adjacency_locative|degree_near|gaa3_particle|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-011-20260215-I007	7	dialog_turn	7	陳明		邊間超級市場呀？	/bin1 gaan1 ciu1 kap1 si5 coeng4 aa3?/		sha256:f0d0ba187b751368817d5cc20be81666afadee05e10f6ef8e6037f831feffd2b		GLOSSIKA-YUEHK-A1-DLG-011-20260215-I006	GLOSSIKA-YUEHK-A1-DLG-011-20260215-I008	no_project_match	naturalness_review_candidate				naturalness_review_candidate|classifier_wh|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-011-20260215-I008	8	dialog_turn	8	李芳		就係嗰間大嘅囉，你識唔識？	/zau6 hai6 go2 gaan1 daai6 ge3 lo1, nei5 sik1 m4 sik1?/		sha256:895d557d38982f42c03cae2b84f32d924984b2ce30903ae189201d483bf129e6		GLOSSIKA-YUEHK-A1-DLG-011-20260215-I007	GLOSSIKA-YUEHK-A1-DLG-011-20260215-I009	no_project_match	naturalness_review_candidate				naturalness_review_candidate|identificational_zau6hai6|nominal_ellipsis_ge3|lo1_particle|sik1_m4_sik1|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-011-20260215-I009	9	dialog_turn	9	陳明		識呀，我成日去嗰度買嘢。	/sik1 aa3, ngo5 seng4 jat6 heoi3 go2 dou6 maai5 je5./		sha256:18e6f672965438eadd4f1242e3a42b6e4df10fad604779377629448b451ffc6d		GLOSSIKA-YUEHK-A1-DLG-011-20260215-I008	GLOSSIKA-YUEHK-A1-DLG-011-20260215-I010	no_project_match	naturalness_review_candidate				naturalness_review_candidate|habitual_seng4jat6|motion_goal|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-011-20260215-I010	10	dialog_turn	10	李芳		咁就啱喇，行過去咋。	/gam2 zau6 ngaam1 laa3, haang4 gwo3 heoi3 zaa3./		sha256:19ae92b18a4e5f6e1d00947acc94d901baf0c09cd9a85bcaf127b93ba2cc1651		GLOSSIKA-YUEHK-A1-DLG-011-20260215-I009	GLOSSIKA-YUEHK-A1-DLG-011-20260215-I011	no_project_match	naturalness_review_candidate				naturalness_review_candidate|discourse_gam2_zau6|directional_gwo3heoi3|restrictive_zaa3|source_turn_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
